k,m,xi,Adjusted Rand Index,Davies-Bouldin Index,Silhouette Score,Purity Score,Time (s),Iterations, Error
2,2.5,0.3,0.18103476923093265,7.825025129925511,0.015777037611566198,0.5742958527389664,2.2757715384165444,17.666666666666668,
2,1.5,0.5,0.16529105518135243,8.00787074430718,0.015164407746500625,0.562874251497006,2.411916891733805,19.666666666666668,
2,1.5,0.3,0.17900352182268922,7.823316481528107,0.015901546104482748,0.5713018407629186,3.0193045934041343,26.666666666666668,
2,1.5,0.7,0.182370737776726,8.006682864850982,0.015047890686753954,0.5710800620980262,5.378533601760864,46.0,
2,2.5,0.7,0.17218080870366204,7.823021939658585,0.015990222588527118,0.5698602794411177,3.3289356231689453,28.0,
2,2.5,0.5,0.19380318345554723,7.823328507499852,0.015867185080296626,0.5788423153692616,4.079415877660115,34.666666666666664,
2,3.5,0.3,0.1845396314178922,7.8232760682122375,0.015929992435612106,0.5751829673985362,4.15450660387675,34.0,
2,3.5,0.5,0.24447846611693894,7.788382014372385,0.014538304398116472,0.6159902417387447,4.024893283843994,38.0,
2,3.5,0.7,0.18031721368721812,7.824069108387337,0.015934824163484473,0.5727434020847194,3.5578815937042236,32.333333333333336,
3,1.5,0.3,0.3499083921201411,7.182403374770483,0.012717468153722442,0.7232202262142381,2.9812719027201333,27.666666666666668,
3,1.5,0.5,0.3500432689733897,6.964988250084186,0.012925085896509704,0.7305389221556885,3.4558815161387124,31.333333333333332,
3,2.5,0.5,0.42397461319515245,6.962617672180403,0.012531108146792988,0.7696828565092039,3.286448081334432,25.0,
3,2.5,0.7,0.3968129566423115,6.965501758744782,0.012724185828520094,0.7551563539587492,3.132765213648478,23.333333333333332,
3,1.5,0.7,0.3380758893565698,7.175465006170737,0.012647883001754776,0.7174539809270349,5.1695137818654375,39.333333333333336,
3,2.5,0.3,0.4686112097390344,6.9316252312911075,0.01224829453185782,0.7917498336660014,5.1036131381988525,40.333333333333336,
3,3.5,0.5,0.3973587119790833,6.948680404352259,0.012542465418477847,0.7569305832778886,3.160050868988037,28.333333333333332,
3,3.5,0.7,0.399332914968143,6.947025085113463,0.012540644268607687,0.7588157019294743,3.176833470662435,28.0,
3,3.5,0.3,0.43005506569574825,6.954984618817769,0.012423362973097074,0.7731204258150366,4.721536477406819,41.0,
4,1.5,0.3,0.4039542735896779,7.041586657313824,0.011520316238092389,0.8263473053892216,4.237157662709554,34.0,
4,2.5,0.3,0.412743965129266,6.988610636642979,0.011645454484513597,0.8287868707030385,4.9523976643880205,35.666666666666664,
4,2.5,0.5,0.44086645594711743,7.048943372072327,0.01262930003127836,0.8837879795963627,4.054763237635295,28.0,
4,1.5,0.7,0.3918331590268534,7.070747037705392,0.012829363569598476,0.8537369705034376,8.080195824305216,57.666666666666664,
4,3.5,0.3,0.4370955772074306,7.0530651095634225,0.012339088518958144,0.8765801729873587,2.6366328398386636,21.333333333333332,
4,1.5,0.5,0.4022005249463867,7.059471385973471,0.012656419646906778,0.8575072078066089,8.714597145716349,68.0,
