k,distance,seed,Adjusted Rand Index,Davies-Bouldin Index,Silhouette Score,Purity Score,Time (s),Iterations,Error
2,euclidean,42,0.19200771275092265,1.1880046559308122,0.3469096313135365,0.4150738150738151,0.19704389572143555,8.0,
2,euclidean,67,0.19200771275092265,1.1880046559308122,0.3469096313135365,0.4150738150738151,0.17485713958740234,8.0,
2,euclidean,0,0.20302070191945412,1.2288134650728664,0.3415310314691456,0.425019425019425,0.459186315536499,20.0,
2,manhattan,0,0.20348315109541434,1.2087611365229707,0.3351411025241907,0.4219114219114219,0.26023006439208984,11.0,
2,manhattan,42,0.1962220060977587,1.1954906060821529,0.34757108847555634,0.416006216006216,0.1758568286895752,9.0,
2,euclidean,100,0.20302070191945412,1.2288134650728664,0.3415310314691456,0.425019425019425,0.46581029891967773,20.0,
2,euclidean,12,0.20302070191945412,1.2288134650728664,0.3415310314691456,0.425019425019425,0.4151921272277832,20.0,
2,manhattan,36,0.20348315109541434,1.2087611365229707,0.3351411025241907,0.4219114219114219,0.385286808013916,11.0,
2,euclidean,55,0.20302070191945412,1.2288134650728664,0.3415310314691456,0.425019425019425,0.45881104469299316,20.0,
2,euclidean,79,0.20302070191945412,1.2288134650728664,0.3415310314691456,0.425019425019425,0.4487040042877197,20.0,
2,euclidean,33,0.20302070191945412,1.2288134650728664,0.3415310314691456,0.425019425019425,0.48555588722229004,20.0,
2,euclidean,24,0.20302070191945412,1.2288134650728664,0.3415310314691456,0.425019425019425,0.4341089725494385,20.0,
2,euclidean,36,0.20302070191945412,1.2288134650728664,0.3415310314691456,0.425019425019425,0.4456751346588135,20.0,
2,manhattan,55,0.20348315109541434,1.2087611365229707,0.3351411025241907,0.4219114219114219,0.16080784797668457,11.0,
2,manhattan,100,0.20348315109541434,1.2087611365229707,0.3351411025241907,0.4219114219114219,0.17201995849609375,11.0,
2,manhattan,12,0.20348315109541434,1.2087611365229707,0.3351411025241907,0.4219114219114219,0.14749383926391602,11.0,
2,manhattan,67,0.20348315109541434,1.2087611365229707,0.3351411025241907,0.4219114219114219,0.15361928939819336,11.0,
2,cosine,42,0.18917426191580186,1.2072698900906123,0.34814968280780395,0.40854700854700854,0.07027792930603027,5.0,
2,cosine,0,0.18917426191580186,1.2072698900906123,0.34814968280780395,0.40854700854700854,0.08442091941833496,5.0,
2,cosine,36,0.18917426191580186,1.2072698900906123,0.34814968280780395,0.40854700854700854,0.07691168785095215,5.0,
2,cosine,55,0.18917426191580186,1.2072698900906123,0.34814968280780395,0.40854700854700854,0.2999989986419678,5.0,
2,cosine,12,0.18917426191580186,1.2072698900906123,0.34814968280780395,0.40854700854700854,0.08390283584594727,5.0,
2,manhattan,24,0.20348315109541434,1.2087611365229707,0.3351411025241907,0.4219114219114219,0.1821000576019287,11.0,
2,manhattan,33,0.20348315109541434,1.2087611365229707,0.3351411025241907,0.4219114219114219,0.2522010803222656,11.0,
2,manhattan,79,0.20348315109541434,1.2087611365229707,0.3351411025241907,0.4219114219114219,0.23650598526000977,11.0,
2,cosine,100,0.18917426191580186,1.2072698900906123,0.34814968280780395,0.40854700854700854,0.07893204689025879,5.0,
2,cosine,67,0.18917426191580186,1.2072698900906123,0.34814968280780395,0.40854700854700854,0.08345293998718262,5.0,
2,cosine,24,0.18917426191580186,1.2072698900906123,0.34814968280780395,0.40854700854700854,0.06943202018737793,5.0,
2,cosine,79,0.18917426191580186,1.2072698900906123,0.34814968280780395,0.40854700854700854,0.06572794914245605,5.0,
2,cosine,33,0.18917426191580186,1.2072698900906123,0.34814968280780395,0.40854700854700854,0.34391117095947266,5.0,
3,euclidean,0,0.29362149451015507,0.8118163720158833,0.4373241913867239,0.517016317016317,0.9656708240509033,12.0,
3,euclidean,42,0.29362149451015507,0.8118163720158833,0.4373241913867239,0.517016317016317,0.708143949508667,12.0,
3,euclidean,55,0.29362149451015507,0.8118163720158833,0.4373241913867239,0.517016317016317,0.49076080322265625,12.0,
3,euclidean,12,0.29362149451015507,0.8118163720158833,0.4373241913867239,0.517016317016317,0.8174872398376465,12.0,
3,euclidean,67,0.29362149451015507,0.8118163720158833,0.4373241913867239,0.517016317016317,0.5636520385742188,12.0,
3,euclidean,36,0.29362149451015507,0.8118163720158833,0.4373241913867239,0.517016317016317,0.805840253829956,12.0,
3,euclidean,100,0.29362149451015507,0.8118163720158833,0.4373241913867239,0.517016317016317,0.5533559322357178,12.0,
3,euclidean,24,0.29362149451015507,0.8118163720158833,0.4373241913867239,0.517016317016317,0.5966188907623291,12.0,
3,euclidean,79,0.29362149451015507,0.8118163720158833,0.4373241913867239,0.517016317016317,0.7812960147857666,12.0,
3,manhattan,0,0.2954306910862116,0.8118098117026783,0.43583249714434585,0.5154623154623155,0.15256977081298828,11.0,
3,euclidean,33,0.29362149451015507,0.8118163720158833,0.4373241913867239,0.517016317016317,0.1727619171142578,12.0,
3,manhattan,42,0.2954306910862116,0.8118098117026783,0.43583249714434585,0.5154623154623155,0.1301288604736328,11.0,
3,manhattan,36,0.2954306910862116,0.8118098117026783,0.43583249714434585,0.5154623154623155,0.27562880516052246,11.0,
3,manhattan,55,0.2954306910862116,0.8118098117026783,0.43583249714434585,0.5154623154623155,0.3838522434234619,11.0,
3,manhattan,12,0.2954306910862116,0.8118098117026783,0.43583249714434585,0.5154623154623155,1.1830270290374756,11.0,
3,manhattan,79,0.2954306910862116,0.8118098117026783,0.43583249714434585,0.5154623154623155,0.2409958839416504,11.0,
3,manhattan,100,0.2954306910862116,0.8118098117026783,0.43583249714434585,0.5154623154623155,0.3885538578033447,11.0,
3,manhattan,67,0.2954306910862116,0.8118098117026783,0.43583249714434585,0.5154623154623155,0.255695104598999,11.0,
3,manhattan,24,0.2954306910862116,0.8118098117026783,0.43583249714434585,0.5154623154623155,0.2503080368041992,11.0,
3,manhattan,33,0.2954306910862116,0.8118098117026783,0.43583249714434585,0.5154623154623155,0.276979923248291,11.0,
3,cosine,0,0.32444955777022316,1.0268762624388217,0.4056123548224826,0.5285159285159285,0.10901498794555664,7.0,
3,cosine,36,0.32444955777022316,1.0268762624388217,0.4056123548224826,0.5285159285159285,0.11183619499206543,7.0,
3,cosine,42,0.32444955777022316,1.0268762624388217,0.4056123548224826,0.5285159285159285,0.11423897743225098,7.0,
3,cosine,12,0.32444955777022316,1.0268762624388217,0.4056123548224826,0.5285159285159285,0.16787314414978027,7.0,
3,cosine,55,0.32444955777022316,1.0268762624388217,0.4056123548224826,0.5285159285159285,0.09946703910827637,7.0,
3,cosine,100,0.32444955777022316,1.0268762624388217,0.4056123548224826,0.5285159285159285,0.5560472011566162,7.0,
3,cosine,67,0.32444955777022316,1.0268762624388217,0.4056123548224826,0.5285159285159285,0.6294498443603516,7.0,
3,cosine,79,0.32444955777022316,1.0268762624388217,0.4056123548224826,0.5285159285159285,0.3977651596069336,7.0,
3,cosine,33,0.32444955777022316,1.0268762624388217,0.4056123548224826,0.5285159285159285,0.37607717514038086,7.0,
3,cosine,24,0.32444955777022316,1.0268762624388217,0.4056123548224826,0.5285159285159285,0.39588308334350586,7.0,
4,euclidean,0,0.34733797561683816,1.139559608223581,0.32262342948944195,0.5696969696969697,1.4107277393341064,36.0,
4,euclidean,42,0.34733797561683816,1.139559608223581,0.32262342948944195,0.5696969696969697,1.2247710227966309,36.0,
4,euclidean,55,0.34733797561683816,1.139559608223581,0.32262342948944195,0.5696969696969697,0.9828228950500488,36.0,
4,euclidean,36,0.34733797561683816,1.139559608223581,0.32262342948944195,0.5696969696969697,1.043213129043579,36.0,
4,euclidean,12,0.34733797561683816,1.139559608223581,0.32262342948944195,0.5696969696969697,1.488232135772705,59.0,
4,euclidean,100,0.34733797561683816,1.139559608223581,0.32262342948944195,0.5696969696969697,1.0729951858520508,36.0,
4,euclidean,67,0.34733797561683816,1.139559608223581,0.32262342948944195,0.5696969696969697,1.2527191638946533,36.0,
4,euclidean,24,0.34733797561683816,1.139559608223581,0.32262342948944195,0.5696969696969697,1.2161710262298584,36.0,
4,manhattan,0,0.41340213617621413,1.234052652910162,0.3517306372775792,0.594094794094794,0.3321070671081543,18.0,
4,euclidean,79,0.34733797561683816,1.139559608223581,0.32262342948944195,0.5696969696969697,1.2767601013183594,36.0,
4,manhattan,42,0.41340213617621413,1.234052652910162,0.3517306372775792,0.594094794094794,0.34374499320983887,18.0,
4,euclidean,33,0.34733797561683816,1.139559608223581,0.32262342948944195,0.5696969696969697,1.1350908279418945,36.0,
4,manhattan,36,0.41340213617621413,1.234052652910162,0.3517306372775792,0.594094794094794,0.5891311168670654,18.0,
4,manhattan,12,0.41340213617621413,1.234052652910162,0.3517306372775792,0.594094794094794,0.5326950550079346,18.0,
4,manhattan,55,0.41340213617621413,1.234052652910162,0.3517306372775792,0.594094794094794,0.7528457641601562,18.0,
4,manhattan,67,0.41340213617621413,1.234052652910162,0.3517306372775792,0.594094794094794,0.6690680980682373,18.0,
4,manhattan,79,0.41340213617621413,1.234052652910162,0.3517306372775792,0.594094794094794,0.4364008903503418,18.0,
4,manhattan,100,0.41340213617621413,1.234052652910162,0.3517306372775792,0.594094794094794,0.7766139507293701,18.0,
4,manhattan,24,0.41340213617621413,1.234052652910162,0.3517306372775792,0.594094794094794,0.5561599731445312,18.0,
4,cosine,0,0.4103148282878967,1.30163710123809,0.3270964037949618,0.5948717948717949,0.3259129524230957,9.0,
4,cosine,42,0.4103148282878967,1.30163710123809,0.3270964037949618,0.5948717948717949,0.3267998695373535,9.0,
4,manhattan,33,0.41340213617621413,1.234052652910162,0.3517306372775792,0.594094794094794,0.4974057674407959,18.0,
4,cosine,36,0.4103148282878967,1.30163710123809,0.3270964037949618,0.5948717948717949,0.5015947818756104,9.0,
4,cosine,12,0.4103148282878967,1.30163710123809,0.3270964037949618,0.5948717948717949,0.690079927444458,9.0,
4,cosine,100,0.4103148282878967,1.30163710123809,0.3270964037949618,0.5948717948717949,0.2394101619720459,9.0,
4,cosine,55,0.4103148282878967,1.30163710123809,0.3270964037949618,0.5948717948717949,0.4366629123687744,9.0,
4,cosine,24,0.4103148282878967,1.30163710123809,0.3270964037949618,0.5948717948717949,0.20771002769470215,9.0,
4,cosine,79,0.4103148282878967,1.30163710123809,0.3270964037949618,0.5948717948717949,0.19821786880493164,9.0,
4,cosine,67,0.4103148282878967,1.30163710123809,0.3270964037949618,0.5948717948717949,0.2185380458831787,9.0,
4,cosine,33,0.4103148282878967,1.30163710123809,0.3270964037949618,0.5948717948717949,0.3967859745025635,9.0,
5,euclidean,0,0.4193391017950241,1.0966511390816223,0.31641183830900577,0.632944832944833,1.5600948333740234,32.0,
5,euclidean,42,0.4193391017950241,1.0966511390816223,0.31641183830900577,0.632944832944833,1.3036601543426514,32.0,
5,euclidean,100,0.4193391017950241,1.0966511390816223,0.31641183830900577,0.632944832944833,1.1653060913085938,32.0,
5,euclidean,36,0.4193391017950241,1.0966511390816223,0.31641183830900577,0.632944832944833,1.3024909496307373,32.0,
5,euclidean,12,0.4193391017950241,1.0966511390816223,0.31641183830900577,0.632944832944833,1.3083410263061523,32.0,
5,euclidean,55,0.4193391017950241,1.0966511390816223,0.31641183830900577,0.632944832944833,1.324084997177124,32.0,
5,euclidean,67,0.4193391017950241,1.0966511390816223,0.31641183830900577,0.632944832944833,1.7041058540344238,32.0,
5,euclidean,24,0.4193391017950241,1.0966511390816223,0.31641183830900577,0.632944832944833,1.671349048614502,32.0,
5,manhattan,0,0.4087705672640331,1.2606975617925753,0.2875394845165624,0.6121212121212121,0.6571731567382812,17.0,
5,manhattan,42,0.4087705672640331,1.2606975617925753,0.2875394845165624,0.6121212121212121,0.6370890140533447,17.0,
5,euclidean,79,0.4193391017950241,1.0966511390816223,0.31641183830900577,0.632944832944833,0.9860150814056396,32.0,
