Dataset,Metric,Algorithm,Min Samples,Silhouette,ARI,DBI,Purity,Num Clusters,Time (s)
satimage,euclidean,ball_tree,4,0.3998106910014583,0.0099322586468577,0.8005550854431158,0.2766122766122766,50,47.22231888771057
satimage,euclidean,ball_tree,5,0.4097248349102302,0.0065877487968219,0.7941484398641613,0.2646464646464646,28,47.39032196998596
satimage,euclidean,ball_tree,6,0.5395649120861864,0.0032562040785552,0.5627113719433312,0.2515928515928516,10,47.10731863975525
satimage,euclidean,ball_tree,7,0.5731033441013758,-0.00056782950951,0.5757128672567186,0.2404040404040404,2,47.31932067871094
satimage,euclidean,ball_tree,8,0.7355593190253477,0.0034039154167367,0.3853747295498722,0.2494172494172494,5,47.222317934036255
satimage,euclidean,ball_tree,9,0.7223354512606573,0.0010750473327077,0.4251856902343088,0.2424242424242424,2,47.21131682395935
satimage,euclidean,ball_tree,10,,0.0011666199962851,,0.2411810411810412,1,47.12331676483154
satimage,euclidean,ball_tree,11,0.6593363487570177,0.0018782235809583,0.5115824992022403,0.2428904428904429,2,47.23931646347046
satimage,euclidean,ball_tree,12,,0.0010364002101006,,0.2408702408702408,1,47.53831338882446
satimage,euclidean,ball_tree,13,,0.0011449854548113,,0.241025641025641,1,47.44831490516663
satimage,euclidean,ball_tree,14,,0.0,,0.2382284382284382,1,47.47432041168213
satimage,euclidean,ball_tree,15,,0.0,,0.2382284382284382,1,47.40131521224976
satimage,euclidean,brute,2,0.2478230918957216,0.0220787694298788,0.928775809003921,0.436052836052836,648,396.83891701698303
satimage,euclidean,brute,3,0.3471424064153694,0.0115221254942537,0.9067684755656436,0.3034965034965035,134,398.0059177875519
satimage,euclidean,brute,4,0.411460162124005,0.0095820713316014,0.7741929719180471,0.2758352758352758,49,394.7483274936676
satimage,euclidean,brute,5,0.4097248349102302,0.0065877487968219,0.7941484398641613,0.2646464646464646,28,397.3659160137177
satimage,euclidean,brute,6,0.5290113800760805,0.0027720974768925,0.5807425383307092,0.2505050505050505,9,366.60569643974304
satimage,euclidean,brute,7,0.5731033441013758,-0.00056782950951,0.5757128672567186,0.2404040404040404,2,367.1786961555481
satimage,euclidean,brute,8,0.7802820873456323,0.002879797856874,0.3257375494908184,0.2484848484848484,4,363.77617478370667
satimage,euclidean,brute,9,0.7223354512606573,0.0010750473327077,0.4251856902343088,0.2424242424242424,2,366.8736960887909
satimage,euclidean,brute,10,,0.0011666199962851,,0.2411810411810412,1,366.7616958618164
satimage,euclidean,brute,11,0.6593363487570177,0.0018782235809583,0.5115824992022403,0.2428904428904429,2,368.25929141044617
satimage,euclidean,brute,12,,0.0010364002101006,,0.2408702408702408,1,367.9772908687592
satimage,euclidean,brute,13,,0.0011449854548113,,0.241025641025641,1,367.1806991100311
satimage,euclidean,brute,14,,0.0,,0.2382284382284382,1,367.0336937904358
satimage,euclidean,brute,15,,0.0,,0.2382284382284382,1,365.64669394493103
satimage,euclidean,kd_tree,2,0.2478230918957216,0.0220787694298788,0.928775809003921,0.436052836052836,648,46.56831288337708
satimage,euclidean,kd_tree,3,0.3485620725701579,0.011397835524183,0.9024513984765008,0.3022533022533022,133,46.89031267166138
satimage,euclidean,kd_tree,4,0.3998106910014583,0.0099322586468577,0.8005550854431158,0.2766122766122766,50,74.44678902626038
satimage,euclidean,kd_tree,5,0.4097248349102302,0.0065877487968219,0.7941484398641613,0.2646464646464646,28,74.62578964233398
satimage,euclidean,kd_tree,6,0.5395649120861864,0.0032562040785552,0.5627113719433312,0.2515928515928516,10,75.21879267692566
satimage,euclidean,kd_tree,7,0.5731033441013758,-0.00056782950951,0.5757128672567186,0.2404040404040404,2,75.06678891181946
satimage,euclidean,kd_tree,8,0.7355593190253477,0.0034039154167367,0.3853747295498722,0.2494172494172494,5,73.79178929328918
satimage,euclidean,kd_tree,9,0.7223354512606573,0.0010750473327077,0.4251856902343088,0.2424242424242424,2,74.87678956985474
satimage,euclidean,kd_tree,10,,0.0011666199962851,,0.2411810411810412,1,74.1047887802124
satimage,euclidean,kd_tree,11,0.6593363487570177,0.0018782235809583,0.5115824992022403,0.2428904428904429,2,75.3367919921875
satimage,euclidean,kd_tree,12,,0.0010364002101006,,0.2408702408702408,1,75.29578709602356
satimage,euclidean,kd_tree,13,,0.0011449854548113,,0.241025641025641,1,74.76279187202454
satimage,euclidean,kd_tree,14,,0.0,,0.2382284382284382,1,74.83978486061096
satimage,euclidean,kd_tree,15,,0.0,,0.2382284382284382,1,74.63379096984863
satimage,l1,ball_tree,2,0.1626625488762045,0.0198926539679737,1.1588072025776854,0.5064491064491065,851,38.53453230857849
satimage,l1,ball_tree,3,0.1982638644197261,0.0130325098901698,1.308787563103698,0.367987567987568,265,37.29144263267517
satimage,l1,ball_tree,4,0.2866395728876869,0.0057012611806944,1.199180827178364,0.2988344988344988,86,43.373358488082886
satimage,l1,ball_tree,5,0.3484231323058422,0.0032622474208215,1.053566875650879,0.2758352758352758,50,39.16607022285461
satimage,l1,ball_tree,6,0.3762782335660753,0.0040069424881843,1.0747871430851028,0.261072261072261,21,45.06290793418884
satimage,l1,ball_tree,7,0.4213934601575367,0.0004706701167078,1.0762182271858478,0.2531468531468531,13,37.78053402900696
satimage,l1,ball_tree,8,0.7771666424354545,-0.0006292020350301,0.3288076377077744,0.2436674436674436,5,41.647189140319824
satimage,l1,ball_tree,9,0.6225766841558579,-0.0008250349225994,0.5510889823003493,0.2382284382284382,2,36.007386207580566
satimage,l1,ball_tree,10,,-0.0003646331814918,,0.2382284382284382,1,37.674535274505615
satimage,l1,ball_tree,11,,0.0,,0.2382284382284382,1,41.14820289611816
satimage,l1,ball_tree,12,,0.0,,0.2382284382284382,1,39.18706488609314
satimage,l1,ball_tree,13,,0.0,,0.2382284382284382,1,36.97052693367005
satimage,l1,ball_tree,14,,0.0,,0.2382284382284382,1,37.38752818107605
satimage,l1,ball_tree,15,,0.0,,0.2382284382284382,1,40.15213656425476
satimage,l1,brute,2,0.1626625488762045,0.0198926539679737,1.1588072025776854,0.5064491064491065,851,306.11470341682434
satimage,l1,brute,3,0.1982638644197261,0.0130325098901698,1.308787563103698,0.367987567987568,265,305.54967761039734
satimage,l1,brute,4,0.2866395728876869,0.0057012611806944,1.199180827178364,0.2988344988344988,86,303.840126991272
satimage,l1,brute,5,0.3484231323058422,0.0032622474208215,1.053566875650879,0.2758352758352758,50,301.9748635292053
satimage,l1,brute,6,0.3762782335660753,0.0040069424881843,1.0747871430851028,0.261072261072261,21,310.3891215324402
satimage,l1,brute,7,0.4213934601575367,0.0004706701167078,1.0762182271858478,0.2531468531468531,13,309.41459822654724
satimage,l1,brute,8,0.7771666424354545,-0.0006292020350301,0.3288076377077744,0.2436674436674436,5,308.49601221084595
satimage,l1,brute,9,0.6225766841558579,-0.0008250349225994,0.5510889823003493,0.2382284382284382,2,309.62912249565125
satimage,l1,brute,10,,-0.0003646331814918,,0.2382284382284382,1,309.9872214794159
satimage,l1,brute,11,,0.0,,0.2382284382284382,1,310.90284729003906
satimage,l1,brute,12,,0.0,,0.2382284382284382,1,313.2065923213959
satimage,l1,brute,13,,0.0,,0.2382284382284382,1,313.4866280555725
satimage,l1,brute,14,,0.0,,0.2382284382284382,1,311.8086261749268
satimage,l1,brute,15,,0.0,,0.2382284382284382,1,311.32562589645386
satimage,l1,kd_tree,2,0.1626625488762045,0.0198926539679737,1.1588072025776854,0.5064491064491065,851,45.57090926170349
satimage,l1,kd_tree,3,0.1982638644197261,0.0130325098901698,1.308787563103698,0.367987567987568,265,38.44108200073242
satimage,l1,kd_tree,4,0.2866395728876869,0.0057012611806944,1.199180827178364,0.2988344988344988,86,28.414464712142944
satimage,l1,kd_tree,5,0.3484231323058422,0.0032622474208215,1.053566875650879,0.2758352758352758,50,31.074722051620483
satimage,l1,kd_tree,6,0.3762782335660753,0.0040069424881843,1.0747871430851028,0.261072261072261,21,31.60922169685364
satimage,l1,kd_tree,7,0.4213934601575367,0.0004706701167078,1.0762182271858478,0.2531468531468531,13,29.590502500534058
satimage,l1,kd_tree,8,0.7771666424354545,-0.0006292020350301,0.3288076377077744,0.2436674436674436,5,32.46721887588501
satimage,l1,kd_tree,9,0.6225766841558579,-0.0008250349225994,0.5510889823003493,0.2382284382284382,2,36.667510747909546
satimage,l1,kd_tree,10,,-0.0003646331814918,,0.2382284382284382,1,34.86598014831543
satimage,l1,kd_tree,11,,0.0,,0.2382284382284382,1,28.9754855632782
satimage,l1,kd_tree,12,,0.0,,0.2382284382284382,1,34.85397839546204
satimage,l1,kd_tree,13,,0.0,,0.2382284382284382,1,37.56097197532654
satimage,l1,kd_tree,14,,0.0,,0.2382284382284382,1,29.46260929107666
satimage,l1,kd_tree,15,,0.0,,0.2382284382284382,1,30.68385505676269
satimage,manhattan,ball_tree,2,0.1626625488762045,0.0198926539679737,1.1588072025776854,0.5064491064491065,851,32.66371011734009
satimage,manhattan,ball_tree,3,0.1982638644197261,0.0130325098901698,1.308787563103698,0.367987567987568,265,32.42670774459839
satimage,manhattan,ball_tree,4,0.2866395728876869,0.0057012611806944,1.199180827178364,0.2988344988344988,86,32.45183324813843
satimage,manhattan,ball_tree,5,0.3484231323058422,0.0032622474208215,1.053566875650879,0.2758352758352758,50,32.4708354473114
satimage,manhattan,ball_tree,6,0.3762782335660753,0.0040069424881843,1.0747871430851028,0.261072261072261,21,32.388866901397705
satimage,manhattan,ball_tree,7,0.4213934601575367,0.0004706701167078,1.0762182271858478,0.2531468531468531,13,32.12986660003662
satimage,manhattan,ball_tree,8,0.7771666424354545,-0.0006292020350301,0.3288076377077744,0.2436674436674436,5,32.3294312953949
