k,m,xi,Adjusted Rand Index,Adjusted Rand Index Seed,Davies-Bouldin Index,Davies-Bouldin Index Seed,Silhouette Score,Silhouette Score Seed,Purity Score,Purity Score Seed,Time (s),Time (s) Seed,Iterations,Iterations Seed
11,1.5,0.7,0.18251386328302044,0,1.6832655282712279,3,0.16336242288990316,4,0.3414141414141414,0,1.6940968036651611,1,39,1
11,2.5,0.3,0.15873100378515043,3,1.710972688182152,2,0.16514624457140978,2,0.3383838383838384,1,0.8469498157501221,2,26,1
11,2.5,0.5,0.16309982704933612,0,1.6810822771583416,3,0.16127885702422684,0,0.3414141414141414,1,1.6489567756652832,1,34,1
11,3.5,0.3,0.16662277539515183,3,1.7354986873295877,3,0.16120607996106365,3,0.3393939393939394,3,1.4378688335418701,1,29,1
11,2.5,0.7,0.16530560105981174,2,1.6930021643987923,3,0.1579092804699376,2,0.33434343434343433,2,2.568573474884033,1,50,1
11,3.5,0.5,0.1646180539500878,3,1.727577733456821,3,0.1614935877219659,3,0.33535353535353535,1,2.474170446395874,1,50,1
12,1.5,0.3,0.16979094022741814,3,1.6949423658807445,2,0.16585121745392803,2,0.3474747474747475,3,1.418776273727417,4,25,4
11,3.5,0.7,0.16275828096133055,3,1.6775909723396352,2,0.15035189003563917,2,0.3292929292929293,4,2.6680784225463867,4,66,2
12,1.5,0.7,0.16610241566850487,3,1.650086055088769,2,0.1671467875312633,3,0.34545454545454546,3,2.051401376724243,3,38,2
12,2.5,0.3,0.15874800922386528,0,1.6932781007532205,0,0.17154143488265342,0,0.33535353535353535,4,0.5880472660064697,2,27,3
12,1.5,0.5,0.16914427650058303,3,1.6613563415489363,4,0.16714859717992545,4,0.3373737373737374,3,1.6461045742034912,1,28,1
12,3.5,0.3,0.15874101951694594,1,1.6748473870836083,2,0.17130078950825256,2,0.34040404040404043,0,1.4375183582305908,4,27,4
12,2.5,0.5,0.1532347775298592,0,1.642162027221883,2,0.16639467172535125,2,0.32727272727272727,1,2.3349320888519287,1,45,1
12,3.5,0.5,0.1600642649527311,1,1.6809372399350986,2,0.1653204139065018,2,0.3434343434343434,0,2.1668736934661865,0,42,0
12,2.5,0.7,0.1566683977627534,1,1.6756312150557118,3,0.1614977166344133,3,0.32626262626262625,1,2.3110992908477783,1,46,1
13,1.5,0.3,0.17346745803070268,2,1.680975984439931,0,0.1708384339229448,0,0.3575757575757576,2,1.6776914596557617,0,29,0
13,1.5,0.5,0.18615408193218663,2,1.6881115840094127,0,0.1705586933857118,0,0.3696969696969697,2,1.5734295845031738,4,27,0
13,1.5,0.7,0.1574067033120023,3,1.6896356246529634,0,0.16761537455378336,0,0.3484848484848485,3,1.5951826572418213,2,45,0
12,3.5,0.7,0.1544205185474833,0,1.6086980540487403,2,0.1582619052813784,2,0.3333333333333333,1,3.1177473068237305,1,60,1
13,2.5,0.3,0.16506689572617325,3,1.5906663496503068,0,0.1719595157319729,1,0.35353535353535354,1,0.39631032943725586,0,26,0
13,3.5,0.3,0.16577518288426904,1,1.6755717158090933,0,0.17274820566432705,1,0.35454545454545455,1,1.6664447784423828,1,30,1
13,2.5,0.5,0.1514701459832357,2,1.588307449195934,0,0.16984604722804014,2,0.33434343434343433,2,2.0482230186462402,0,34,0
13,2.5,0.7,0.155247694423865,1,1.589193967580388,0,0.16885141734180042,2,0.34444444444444444,1,3.645676612854004,1,70,1
14,1.5,0.3,0.16501524068035173,4,1.7154708944209016,0,0.16991164190016422,0,0.3717171717171717,0,1.3582088947296143,3,25,3
13,3.5,0.5,0.1548611050257517,0,1.6130520442226874,0,0.17111258084442613,1,0.3505050505050505,0,3.6212570667266846,1,67,1
14,1.5,0.5,0.17054114153305217,0,1.6928504983522628,4,0.17203250549105262,3,0.3747474747474748,0,0.7299439907073975,1,33,1
14,2.5,0.3,0.14648703399638344,3,1.6598777124401798,2,0.17552038415564697,2,0.3474747474747475,4,0.15590500831604004,0,24,0
13,3.5,0.7,0.15054687800907163,0,1.6902698791764454,3,0.15859249113902704,3,0.33535353535353535,3,2.9198241233825684,0,55,0
14,1.5,0.7,0.18067093519981564,1,1.6994364731330005,3,0.16932039121288003,3,0.37575757575757573,1,2.3488399982452393,2,40,2
14,3.5,0.3,0.15925741897636925,2,1.627562959273861,3,0.16831195066942536,0,0.3565656565656566,1,1.583827018737793,3,27,3
14,2.5,0.5,0.16615178029674665,1,1.643245433751207,3,0.17072555474469087,1,0.3606060606060606,3,2.277357339859009,1,41,0
14,2.5,0.7,0.15907983060839148,1,1.584552615663046,2,0.17005517284398228,1,0.3434343434343434,1,3.1668052673339844,0,55,0
15,1.5,0.3,0.17453728656508988,4,1.6457711554692638,4,0.17711237339607505,4,0.3797979797979798,4,1.046931266784668,4,25,1
14,3.5,0.5,0.16070183898243612,2,1.5949724927019189,3,0.1684701470262321,0,0.3525252525252525,2,2.0594279766082764,4,45,1
15,1.5,0.5,0.16728920626125968,4,1.6437702924920325,0,0.18072205696858437,0,0.37373737373737376,0,2.3795583248138428,4,42,4
15,2.5,0.3,0.17138998761730947,1,1.6303473564136537,2,0.17798852786778963,2,0.37272727272727274,1,1.5930616855621338,1,27,1
14,3.5,0.7,0.14924929909412832,1,1.6347642946993495,3,0.16241419723194828,0,0.36262626262626263,1,3.6132285594940186,1,62,1
15,1.5,0.7,0.17662307989736017,4,1.6253406780823056,3,0.17309163574721884,4,0.3797979797979798,4,1.99407958984375,0,35,0
15,3.5,0.3,0.17149155929923116,1,1.6309327983534998,2,0.17359522265288926,4,0.3747474747474748,1,2.128896713256836,4,38,4
15,2.5,0.5,0.16266498501828006,4,1.6210669461540372,0,0.17417789164455189,2,0.3747474747474748,4,2.2813355922698975,3,41,3
15,3.5,0.5,0.15576090848096866,1,1.6343240112542894,1,0.17078359207857716,2,0.35555555555555557,1,1.5445280075073242,4,53,3
15,2.5,0.7,0.16484091275381482,1,1.6322216564881606,0,0.1680938009825594,0,0.38686868686868686,1,2.4819934368133545,4,76,4
15,3.5,0.7,0.15491818916026776,1,1.6471695151311887,2,0.16519653530824588,4,0.37373737373737376,1,1.1451992988586426,2,84,2
