k,m,xi,Adjusted Rand Index,Davies-Bouldin Index,Silhouette Score,Time (s),Iterations
2,1.5,0.3,0.015605332021504367,1.9575434789728579,0.1759824992875399,0.26889991760253906,31
2,1.5,0.5,0.014899703677957956,1.8893013609318527,0.18122970869095714,0.362412691116333,43
2,1.5,0.7,0.014899703677957956,1.8893013609318527,0.18122970869095714,0.36317944526672363,42
2,2.0,0.3,0.014899703677957956,1.8893013609318527,0.18122970869095714,0.3158605098724365,36
2,2.0,0.5,0.014899703677957956,1.8893013609318527,0.18122970869095714,0.29071855545043945,33
2,2.0,0.7,0.014899703677957956,1.8893013609318527,0.18122970869095714,0.2767832279205322,32
2,2.5,0.3,0.014899703677957956,1.8893013609318527,0.18122970869095714,0.2648615837097168,31
2,2.5,0.5,0.015041990526205272,1.8803931363432098,0.18216110661557353,0.27103281021118164,32
2,2.5,0.7,0.015052280105350237,1.8701028320912036,0.18291141064238461,0.277707576751709,33
3,1.5,0.3,0.07511757442339242,2.075994215895774,0.15411261888974168,0.18162250518798828,21
3,1.5,0.5,0.0757252001877353,2.079354371811872,0.1543636704743431,0.1698131561279297,19
3,1.5,0.7,0.07313904129710334,2.0578781132514217,0.15421470770866855,0.3784191608428955,43
3,2.0,0.3,0.07259296045511386,2.056998428901695,0.15430395181861484,0.213090181350708,25
3,2.0,0.5,0.07259296045511386,2.056998428901695,0.15430395181861484,0.21814322471618652,24
3,2.0,0.7,0.07293761306023758,2.0547767025332657,0.15443194190035167,0.25005197525024414,29
3,2.5,0.3,0.07259296045511386,2.056998428901695,0.15430395181861484,0.19413352012634277,21
3,2.5,0.5,0.07293761306023758,2.0547767025332657,0.15443194190035167,0.2031245231628418,23
3,2.5,0.7,0.0774511558987738,2.0362305711419446,0.155165957996362,0.31735682487487793,37
4,1.5,0.3,0.09260170576523852,1.8066732106590702,0.17160091463750002,0.17644095420837402,19
4,1.5,0.5,0.09107776694820419,1.8085932663718693,0.17152726088276313,0.27239346504211426,31
4,1.5,0.7,0.09136013410797518,1.8081181176276515,0.17153371055747177,0.2481250762939453,28
4,2.0,0.3,0.09286802538646086,1.8070373879345887,0.17161444720483127,0.1733241081237793,19
4,2.0,0.5,0.09307195978258603,1.8094771861943082,0.1712904234008396,0.2762477397918701,31
4,2.0,0.7,0.09504891897624973,1.8102995968410074,0.1707617025181503,0.3111886978149414,35
4,2.5,0.3,0.09223351349235799,1.8051476988749442,0.17156585965087714,0.1758568286895752,19
4,2.5,0.5,0.09633009624034913,1.8101815776296988,0.17097526949440203,0.2810516357421875,32
4,2.5,0.7,0.09619948075659338,1.8094323338026217,0.17091848072224913,0.30364561080932617,33
5,1.5,0.3,0.10683120669502007,1.9129508485867484,0.14911177924567914,0.18553590774536133,19
5,1.5,0.5,0.10655794686676381,1.9155339620936893,0.14904991853064736,0.22940731048583984,24
5,1.5,0.7,0.11081261200395466,1.9217198301024574,0.1487595989880136,0.25785064697265625,26
5,2.0,0.3,0.11085400759091737,1.8994733787320226,0.14956924407342687,0.21744680404663086,23
5,2.0,0.5,0.11460221581452708,1.9084939196967015,0.14983659625866197,0.2531459331512451,27
5,2.0,0.7,0.1140658592392516,1.9217399015694236,0.1494691737371757,0.2729477882385254,30
5,2.5,0.3,0.1228329072863555,1.916654818943017,0.15060650758722804,0.34711599349975586,38
5,2.5,0.5,0.11551143569608109,1.9072102678971175,0.15047042498090804,0.2600405216217041,28
5,2.5,0.7,0.11862982028543406,1.9146392899674662,0.15006769478028537,0.31540894508361816,33
6,1.5,0.3,0.12274099256321724,1.8261431407693915,0.152999377897431,0.1569983959197998,16
6,1.5,0.5,0.12184828426715542,1.8127644301744035,0.1537411376984735,0.1680443286895752,17
6,1.5,0.7,0.12413055884402278,1.783411294337693,0.15337295541229204,0.22848272323608398,24
6,2.0,0.3,0.12447415798383904,1.8288664048905243,0.1526491240526744,0.22546100616455078,23
6,2.0,0.5,0.12530489652990925,1.8512628879426452,0.15074906324557363,0.21603155136108398,23
6,2.0,0.7,0.12642844932383748,1.8640866602478516,0.1506441051757351,0.23934602737426758,24
6,2.5,0.3,0.13219736480152997,1.9209397106591064,0.1454933644154334,0.24516820907592773,26
6,2.5,0.5,0.13115650643721166,1.9195717899092275,0.14634828194352104,0.2856862545013428,30
6,2.5,0.7,0.1276773644145978,1.920592536389311,0.14481706950284678,0.5114080905914307,56
7,1.5,0.3,0.13777778755293174,1.8821494555139378,0.14224649970252706,0.39765334129333496,41
7,1.5,0.5,0.13606037843953586,1.8642037722168574,0.14556613791260636,0.3539106845855713,37
7,1.5,0.7,0.13716020421150166,1.866136712601678,0.1458206629451885,0.34829068183898926,37
7,2.0,0.3,0.13330472050112108,1.859371153371878,0.14684527675133313,-1.1524264812469482,44
7,2.0,0.5,0.13921074676669354,1.8791496167641364,0.14368296147024395,0.3956623077392578,43
7,2.0,0.7,0.13949602742964182,1.8852525387914212,0.1438016942706837,0.4700462818145752,50
7,2.5,0.3,0.13685564583705095,1.937556570090653,0.14207690969168643,0.237945556640625,25
7,2.5,0.5,0.13159786595922068,1.9798446073028066,0.14535032954186625,0.26465892791748047,28
7,2.5,0.7,0.1400826043726513,1.8437796540963802,0.15198169363141775,0.5831799507141113,60
8,1.5,0.3,0.1369436084780798,1.8707286567491632,0.15254275995854713,0.33954763412475586,35
8,1.5,0.5,0.13751852214579963,1.8659584541237098,0.15284533128379946,0.35272693634033203,36
8,1.5,0.7,0.137076425197699,1.8630761514543077,0.15296245729388297,0.37911105155944824,39
8,2.0,0.3,0.12735691236639868,1.7904504577981912,0.14872555665368437,0.3251643180847168,33
8,2.0,0.5,0.13691427708663037,1.857249281913515,0.15283736667341122,0.45463991165161133,47
8,2.0,0.7,0.1404418714767536,1.852706477173369,0.15225801333772798,0.5319409370422363,55
8,2.5,0.3,0.13429128610674718,1.7973567106121524,0.14801806112472513,0.3847465515136719,40
8,2.5,0.5,0.13424403669151863,1.79176355881015,0.147361780793533,0.41597795486450195,44
8,2.5,0.7,0.12235877254023188,1.8897164734050236,0.14078365559163453,0.5081450939178467,54
9,1.5,0.3,0.14842661165121895,1.8626150168231048,0.14444435442656284,0.20965957641601562,21
9,1.5,0.5,0.144849540039745,1.8727193941562217,0.1445807501032559,0.23983550071716309,23
9,1.5,0.7,0.14109992833029447,1.8722211816981489,0.14293867534037707,0.31058430671691895,31
9,2.0,0.3,0.1453385978212855,1.7788978146396544,0.15269105009770767,0.24007511138916016,24
9,2.0,0.5,0.14342530804625842,1.7954946637636455,0.1516468390391488,0.3954176902770996,40
9,2.0,0.7,0.13913075293937363,1.791372701403082,0.15225294137881984,0.7119472026824951,74
9,2.5,0.3,0.14329068962554298,1.782312354658304,0.15258899401418535,0.2574191093444824,24
9,2.5,0.5,0.14334705799925834,1.7982779867741436,0.15147283970532888,0.39299702644348145,39
9,2.5,0.7,0.13053841957278947,1.7929589686264815,0.15798376951201226,0.9706802368164062,100
10,1.5,0.3,0.12501960745314802,1.8807003033983976,0.13895160412216828,0.3925631046295166,39
10,1.5,0.5,0.14603406434977753,1.765662961920667,0.15419413275998997,0.6521573066711426,62
10,1.5,0.7,0.1361596236777226,1.8410897260697738,0.14296191515249523,0.3707578182220459,36
10,2.0,0.3,0.14310864713689878,1.7801111520815098,0.15581821917309896,0.6320531368255615,64
10,2.0,0.5,0.14925111542270453,1.75376137424686,0.15430511972749922,0.5934455394744873,59
10,2.0,0.7,0.14984635199823648,1.7599007559314974,0.1530703348493358,0.6267402172088623,64
10,2.5,0.3,0.15849053172807717,1.7741785257369442,0.1583853432726812,0.49042749404907227,49
