k,distance,Adjusted Rand Index,Davies-Bouldin Index,Silhouette Score,Purity Score,Time (s),Iterations,Error,dataset
6,manhattan,0.1507817473095848,7.429085815108703,0.0119533827290966,0.7258815701929474,835.7715985774994,0.0,,splice
6,manhattan,0.5424868985325263,1.0346055351900507,0.3450997979293334,0.7484071484071484,494.9377646446228,0.0,,satimage
7,cosine,0.10583459636024,1.8507395842929004,0.1443867041033075,0.2323232323232323,8.693371152877807,0.0,,vowel
7,cosine,0.3830162639112011,4.181667825061685,-0.0210334010926211,0.7508316699933466,973.6462922096252,0.0,,splice
7,cosine,0.5724013028764784,1.229304558890408,0.2951216379171708,0.7687645687645688,593.637823343277,0.0,,satimage
7,euclidean,0.1109216269978096,1.9053975511830448,0.135450216296062,0.2373737373737374,9.119388818740845,0.0,,vowel
7,euclidean,0.0212002276494561,1.6388325355463849,-0.046955429603976,0.5675316034597472,945.4735352993011,0.0,,splice
7,euclidean,0.4595198131391604,1.10355251407906,0.3004335143372967,0.7393939393939394,591.2239255905151,0.0,,satimage
7,manhattan,0.0854471047311698,2.225926043629296,0.1302077431854111,0.2181818181818182,8.90160949230194,0.0,,vowel
7,manhattan,0.1607858247411639,7.342853584619199,0.0123502764255678,0.7588157019294743,1002.3521583080292,0.0,,splice
7,manhattan,0.4776019996774435,1.113225224297644,0.2967829863120252,0.7372183372183372,592.6453158855438,0.0,,satimage
8,cosine,0.1062935844082816,1.8222143923353185,0.1368411401414158,0.2484848484848484,9.972386765480042,0.0,,vowel
8,cosine,0.3816591482661935,3.860305271409122,-0.027094260284851,0.7508316699933466,1113.290496826172,0.0,,splice
8,cosine,0.5699831949688595,1.2422593613086834,0.3024673752933412,0.7701631701631702,684.7984251976013,0.0,,satimage
8,euclidean,0.0989886949236741,1.858198240631216,0.1439231056731593,0.2515151515151515,10.388406586647031,0.0,,vowel
8,euclidean,0.0236865998069524,1.6286648939379975,-0.0481652942377532,0.5695276114437791,1090.1795525550842,0.0,,splice
8,euclidean,0.4471836669820847,1.2101242438239923,0.2851976507990684,0.7465423465423465,676.8072988986969,0.0,,satimage
8,manhattan,0.104453008956683,2.0535874408710897,0.141110049407793,0.2323232323232323,10.357015323638915,0.0,,vowel
8,manhattan,0.1600203766920727,7.1068786681149865,0.0123855829551908,0.7701264138389887,1137.2851037979126,0.0,,splice
8,manhattan,0.4682368953103634,1.2287793430730427,0.283675109407367,0.7454545454545455,684.3811569213867,0.0,,satimage
9,cosine,0.1375377528112427,1.8190800063691124,0.1459898903528289,0.2828282828282828,11.743665957450869,0.0,,vowel
9,cosine,0.3786416932707991,3.5981982322041466,-0.0303463852947415,0.7501663339986693,1232.2507469654083,0.0,,splice
9,cosine,0.5615490735345064,1.3144730705177234,0.2906724591248459,0.7696969696969697,757.8664922714233,0.0,,satimage
9,euclidean,0.1426916445021644,1.7543477465157815,0.1542564480280059,0.2777777777777777,12.33832426071167,0.0,,vowel
9,euclidean,0.0249361970085453,1.581098916808539,-0.0506007867614004,0.570525615435795,1213.428244113922,0.0,,splice
9,euclidean,0.4792742377326088,1.2468532085623747,0.2791037812986157,0.8001554001554002,758.6215012073517,0.0,,satimage
9,manhattan,0.1097210099075764,1.967702117998872,0.1373328556290269,0.2505050505050504,12.194843673706057,0.0,,vowel
9,manhattan,0.1581339487887553,7.053467917514144,0.0121963469829961,0.7837658017298735,1265.4479823112488,0.0,,splice
9,manhattan,0.4966638953919081,1.264734502491666,0.2796192765440101,0.7986013986013986,762.1113295555115,0.0,,satimage
10,cosine,0.1383802999423733,1.8091909621001367,0.1407322731387481,0.2939393939393939,13.80180983543396,0.0,,vowel
10,cosine,0.3779837879650562,3.3581087542351886,-0.0335826315643498,0.7498336660013307,1340.4750082492828,0.0,,splice
10,cosine,0.6000610691389258,1.3392523616304757,0.2802765163514661,0.8321678321678322,817.2563037872314,0.0,,satimage
10,euclidean,0.1420743841877983,1.7573003989852505,0.158064995697313,0.2868686868686869,14.690990662574768,0.0,,vowel
10,euclidean,0.0261914181362824,1.543445268476479,-0.0525605098931581,0.571523619427811,1318.7632501125336,0.0,,splice
10,euclidean,0.4501253995067937,1.2668908477950822,0.2762867616447328,0.8012432012432013,824.6949787139893,0.0,,satimage
10,manhattan,0.1087503049825092,1.9327603650499612,0.1371934617876023,0.2555555555555555,14.37917926311493,0.0,,vowel
10,manhattan,0.1573409544864168,6.884204731559083,0.0122646077106736,0.7930805056553559,1367.0931508541107,0.0,,splice
10,manhattan,0.4668939480140517,1.28976933306012,0.2739130952259082,0.8027972027972028,824.6658260822296,0.0,,satimage
11,cosine,0.145933763668298,1.7176813964909532,0.1560437697103348,0.3070707070707071,15.845978856086733,0.0,,vowel
11,cosine,0.3769340742322015,3.197269225806409,-0.0347645826084756,0.7495009980039921,1336.5040452480316,0.0,,splice
11,cosine,0.5837742677926677,1.3636604978992657,0.2802426357242647,0.8242424242424242,816.1326575279236,0.0,,satimage
11,euclidean,0.1428262967786564,1.690245920528238,0.163083100304787,0.2999999999999999,16.48980095386505,0.0,,vowel
11,euclidean,0.0278445639715913,1.5202607470014768,-0.054501973225181,0.5728542914171657,1415.913835287094,0.0,,splice
11,euclidean,0.4154617857292101,1.3570396055614418,0.2473796935085752,0.8152292152292152,874.3611874580383,0.0,,satimage
11,manhattan,0.1105321538889208,1.8206703865371168,0.1521916659328375,0.2626262626262626,16.191021895408632,0.0,,vowel
11,manhattan,0.1469351852328109,7.025510871144363,0.0113284917613962,0.790086493679308,1370.9670028686523,0.0,,splice
11,manhattan,0.4309945279994701,1.3973873581099387,0.2459315515836757,0.8216006216006216,813.0288829803467,0.0,,satimage
12,cosine,0.1537237914362434,1.6889578782180616,0.1552444462160588,0.3222222222222223,17.663476395606995,0.0,,vowel
12,cosine,0.3772737846251767,3.0315450832774578,-0.0372106567012564,0.7498336660013307,1312.290249824524,0.0,,splice
12,cosine,0.5441806068303189,1.365315916583346,0.2469806697372173,0.8113442113442113,788.3110430240631,0.0,,satimage
12,euclidean,0.1408860379843331,1.6938968646898434,0.1657256227891561,0.3171717171717171,18.30857992172241,0.0,,vowel
12,euclidean,0.030372852205143,1.5127175275202778,-0.0555779412097257,0.5748502994011976,1396.895346879959,0.0,,splice
12,euclidean,0.3821448022722009,1.4213919515384843,0.2238220923410942,0.8116550116550116,856.2017638683319,0.0,,satimage
12,manhattan,0.1086100152140365,1.8212735777029097,0.1535825912813584,0.2727272727272726,18.02433943748474,0.0,,vowel
12,manhattan,0.1477884357806143,6.7111255406385295,0.0121412899802183,0.7930805056553559,1347.6126911640167,0.0,,splice
12,manhattan,0.4311740714448182,1.3505614460561153,0.2490530179781535,0.8290598290598291,789.0324831008911,0.0,,satimage
13,cosine,0.1515140645358859,1.6700701852522646,0.1576825908681167,0.3292929292929293,17.753489518165587,0.0,,vowel
13,cosine,0.3747083231567524,2.9086107892560844,-0.0389921096709749,0.7485029940119761,1247.8983573913574,0.0,,splice
13,cosine,0.5325734101024743,1.393531070358306,0.2410520510204822,0.8121212121212121,739.9562289714813,0.0,,satimage
13,euclidean,0.1327778889084009,1.6777853269376943,0.1648485528050813,0.3212121212121212,18.55540192127228,0.0,,vowel
13,euclidean,0.0304376502482331,1.473978268563573,-0.0570621229020981,0.5748502994011976,1358.2702543735504,0.0,,splice
13,euclidean,0.3786817298481419,1.4076619680978533,0.2266915386352516,0.8144522144522145,819.5105776786804,0.0,,satimage
13,manhattan,0.1099688436098812,1.7453560340029752,0.1526101858967312,0.2777777777777777,18.16728799343109,0.0,,vowel
13,manhattan,0.1460185904260185,6.663531809829039,0.0120536496128034,0.7994011976047904,1283.3339743614197,0.0,,splice
13,manhattan,0.4277429502985941,1.3260449846893951,0.2482424151197289,0.8307692307692308,742.6886186599731,0.0,,satimage
14,cosine,0.1431388667042032,1.6717102712912824,0.1633022037963336,0.3393939393939394,15.353465270996091,0.0,,vowel
14,cosine,0.3746587990426094,2.771993316859495,-0.0410012538879457,0.7485029940119761,1149.7076301574707,0.0,,splice
14,cosine,0.5130076471040244,1.3850945513910138,0.2292862667095875,0.8203574203574203,671.2225878238678,0.0,,satimage
14,euclidean,0.1324920428374113,1.603032402928087,0.1637202417507945,0.3272727272727272,16.060700607299804,0.0,,vowel
14,euclidean,0.0329361413337144,1.4700519762441802,-0.0574900194092391,0.5768463073852296,1277.8242282867432,0.0,,splice
14,euclidean,0.355935591854256,1.4899364163501938,0.2135613758640481,0.8073038073038074,761.8422780036926,0.0,,satimage
14,manhattan,0.1057012317516831,1.7428876699264042,0.1574907421020501,0.2858585858585858,15.633821034431458,0.0,,vowel
14,manhattan,0.1454968283168528,6.558553520115567,0.0121648995373853,0.8053892215568862,1186.6405501365662,0.0,,splice
14,manhattan,0.4219903918277918,1.3490362655150971,0.2481601860038906,0.8313908313908314,681.1951031684875,0.0,,satimage
15,cosine,0.1394526003752228,1.6669664130223727,0.1681972026896656,0.3414141414141413,12.543714928627017,0.0,,vowel
15,cosine,0.3735135887296912,2.6998747888350207,-0.0420343852559711,0.7485029940119761,1027.1945469379425,0.0,,splice
15,cosine,0.5061650427613803,1.382942934444385,0.2216414872189905,0.8304584304584305,597.7272577285767,0.0,,satimage
15,euclidean,0.1418519025905218,1.567548276469268,0.1716756247352441,0.3434343434343434,12.919612216949464,0.0,,vowel
15,euclidean,0.0350343102178744,1.4970350124888283,-0.0573860320718449,0.5785096473719228,1160.121719121933,0.0,,splice
15,euclidean,0.356060509532209,1.4313609647520915,0.211641891079775,0.8147630147630147,684.4746782779694,0.0,,satimage
15,manhattan,0.0988923773485383,1.698384817317128,0.1675622416483951,0.2848484848484848,12.72410843372345,0.0,,vowel
15,manhattan,0.1393762863646579,6.520995828955253,0.0119041830544248,0.7990685296074518,1057.5045714378357,0.0,,splice
15,manhattan,0.3960040842760683,1.3979362458202038,0.2227289501421616,0.8257964257964258,600.4305241107941,0.0,,satimage
