Dataset,N Neighbors,Affinity,Eigen Solver,Assign Labels,N Clusters,Seed,ARI,DBI,Silhouette,Purity,Time (s)
satimage,15,nearest_neighbors,lobpcg,kmeans,4,1,0.6052176282543795,1.0019724153767655,0.3573375464077969,0.7555555555555555,5.828219890594482
satimage,15,nearest_neighbors,lobpcg,kmeans,4,2,0.6052538098798751,1.001898578206327,0.3573654445938575,0.7555555555555555,6.236783742904663
satimage,15,nearest_neighbors,lobpcg,kmeans,4,3,0.6052538098798751,1.001898578206327,0.3573654445938575,0.7555555555555555,7.250347375869751
satimage,15,nearest_neighbors,lobpcg,kmeans,4,4,0.6052538098798751,1.001898578206327,0.3573654445938575,0.7555555555555555,7.64557409286499
satimage,15,nearest_neighbors,lobpcg,kmeans,5,0,0.5183829670394234,1.0955423471900652,0.3149540488921581,0.7543123543123543,8.500855922698975
satimage,15,nearest_neighbors,lobpcg,kmeans,5,1,0.5183829670394234,1.0955423471900652,0.3149540488921581,0.7543123543123543,8.426437854766846
satimage,15,nearest_neighbors,lobpcg,kmeans,5,2,0.5179406525283972,1.095541021892276,0.3149362979150968,0.7541569541569542,7.962997436523437
satimage,15,nearest_neighbors,lobpcg,kmeans,5,3,0.5179406525283972,1.095541021892276,0.3149362979150968,0.7541569541569542,8.59618330001831
satimage,15,nearest_neighbors,lobpcg,kmeans,5,4,0.5183829670394234,1.0955423471900652,0.3149540488921581,0.7543123543123543,10.25361156463623
satimage,15,nearest_neighbors,lobpcg,kmeans,6,0,0.4796919323763179,1.0518851135910696,0.3154669262260162,0.7376845376845377,8.655023574829102
satimage,15,nearest_neighbors,lobpcg,kmeans,6,1,0.4804997219461606,1.05032209223741,0.3151263446879999,0.7376845376845377,8.802993059158325
satimage,15,nearest_neighbors,lobpcg,kmeans,6,2,0.4811713159162345,1.0509153219744196,0.3150614921205983,0.737995337995338,10.439494848251345
satimage,15,nearest_neighbors,lobpcg,kmeans,6,3,0.4812061700955962,1.0506470398356995,0.3152735269199904,0.737995337995338,10.907500505447388
satimage,15,nearest_neighbors,lobpcg,kmeans,6,4,0.4811713159162345,1.0509153219744196,0.3150614921205983,0.737995337995338,9.755136013031006
satimage,15,nearest_neighbors,lobpcg,kmeans,7,0,0.48012235269632,1.1068031329162935,0.2987297314702681,0.7664335664335664,9.360381603240969
satimage,15,nearest_neighbors,lobpcg,kmeans,7,1,0.4809927479691193,1.107800779705007,0.2988487340911986,0.7670551670551671,8.49286150932312
satimage,15,nearest_neighbors,lobpcg,kmeans,7,2,0.4811118599784287,1.1072513794234309,0.2989311824749293,0.7670551670551671,7.614074230194092
satimage,15,nearest_neighbors,lobpcg,kmeans,7,3,0.4809927479691193,1.107800779705007,0.2988487340911986,0.7670551670551671,8.033450841903687
satimage,15,nearest_neighbors,lobpcg,kmeans,7,4,0.4803839738917287,1.10722583257087,0.2986828488082129,0.7665889665889666,8.212413311004639
satimage,15,nearest_neighbors,lobpcg,kmeans,8,0,0.4918012273216559,1.0978278983078984,0.2776880889304155,0.779020979020979,7.238831043243408
satimage,15,nearest_neighbors,lobpcg,kmeans,8,1,0.4918012273216559,1.0978278983078984,0.2776880889304155,0.779020979020979,8.807106733322144
satimage,15,nearest_neighbors,lobpcg,kmeans,8,2,0.490928876035293,1.097856521039048,0.277465838344803,0.7783993783993784,7.065492630004883
satimage,15,nearest_neighbors,lobpcg,kmeans,8,3,0.490911737205629,1.0979232137069124,0.2774703995530425,0.7783993783993784,7.361172199249268
satimage,15,nearest_neighbors,lobpcg,kmeans,8,4,0.4920996611174015,1.0976559638492862,0.2777850695730746,0.7791763791763792,7.073750972747803
satimage,15,nearest_neighbors,lobpcg,kmeans,9,0,0.4567942195380728,1.1720079091035511,0.2412131484728632,0.7777777777777778,7.3673505783081055
satimage,15,nearest_neighbors,lobpcg,kmeans,9,1,0.4563615629877234,1.1721933465911485,0.2409548302611812,0.7774669774669775,5.388113021850586
satimage,15,nearest_neighbors,lobpcg,kmeans,9,2,0.4565533603076617,1.1721504253973518,0.2412107736825946,0.7777777777777778,6.413857698440552
satimage,15,nearest_neighbors,lobpcg,kmeans,9,3,0.4566575476758073,1.172151282231806,0.2413455880471877,0.7776223776223776,5.938330888748169
satimage,15,nearest_neighbors,lobpcg,kmeans,9,4,0.4568687480757754,1.1718569965344583,0.2412591784093316,0.7777777777777778,5.787001371383667
satimage,15,nearest_neighbors,lobpcg,kmeans,10,0,0.4311660971132375,1.1516349297974688,0.2104516894310286,0.8197358197358198,7.371850728988647
satimage,15,nearest_neighbors,lobpcg,kmeans,10,1,0.4318069431743895,1.150994758834846,0.2091690526072546,0.8198912198912199,7.260639905929565
satimage,15,nearest_neighbors,lobpcg,kmeans,10,2,0.4314961339292159,1.1509488319240764,0.2094467688077644,0.8197358197358198,7.306516408920288
satimage,15,nearest_neighbors,lobpcg,kmeans,10,3,0.4315995293044996,1.1508670162571415,0.209318823960445,0.8197358197358198,6.61853814125061
satimage,15,nearest_neighbors,lobpcg,kmeans,10,4,0.431610269063125,1.1507403707899584,0.20942690707428,0.8197358197358198,9.240124225616457
satimage,15,nearest_neighbors,lobpcg,kmeans,11,0,0.4206320155544191,1.2662089839971495,0.2123988471312594,0.8177156177156177,9.536598443984984
satimage,15,nearest_neighbors,lobpcg,kmeans,11,1,0.4206458446295227,1.2662206493236787,0.2124154313705513,0.8177156177156177,10.147001028060911
satimage,15,nearest_neighbors,lobpcg,kmeans,11,2,0.4209321207482429,1.2676210638513403,0.2120374612227661,0.8178710178710179,8.801994800567627
satimage,15,nearest_neighbors,lobpcg,kmeans,11,3,0.4206700851477041,1.2616667978477274,0.2124093323189022,0.8177156177156177,10.903376817703249
satimage,15,nearest_neighbors,lobpcg,kmeans,11,4,0.4206320155544191,1.2662089839971495,0.2123988471312594,0.8177156177156177,16.33437418937683
satimage,15,nearest_neighbors,lobpcg,kmeans,12,0,0.4323719198187695,1.3347904991037882,0.2085812426714182,0.8343434343434344,16.254396200180054
satimage,15,nearest_neighbors,lobpcg,kmeans,12,1,0.4320191553846705,1.332938219964793,0.2091923709431979,0.8341880341880342,12.794463396072388
satimage,15,nearest_neighbors,lobpcg,kmeans,12,2,0.4321974670894677,1.3351372260694514,0.2084701383233069,0.8341880341880342,13.482950687408447
satimage,15,nearest_neighbors,lobpcg,kmeans,12,3,0.4260751855619923,1.3738026344663057,0.215110619812732,0.8281274281274281,13.996909141540527
satimage,15,nearest_neighbors,lobpcg,kmeans,12,4,0.4321974670894677,1.335137226069451,0.2084701383233069,0.8341880341880342,13.932427883148192
satimage,15,nearest_neighbors,lobpcg,kmeans,13,0,0.4163822817514498,1.3289734787401457,0.2039937744840462,0.8247086247086247,12.99413776397705
satimage,15,nearest_neighbors,lobpcg,kmeans,13,1,0.4162795809146889,1.3294113112206618,0.2041892031047286,0.8247086247086247,12.80659317970276
satimage,15,nearest_neighbors,lobpcg,kmeans,13,2,0.4160957029310076,1.329568141048579,0.2041019671327082,0.8245532245532246,13.65180253982544
satimage,15,nearest_neighbors,lobpcg,kmeans,13,3,0.4160746536820873,1.3291070788167227,0.2043895237276683,0.8245532245532246,12.799867391586304
satimage,15,nearest_neighbors,lobpcg,kmeans,13,4,0.4160746536820873,1.3291070788167227,0.2043895237276683,0.8245532245532246,12.500830888748167
satimage,15,nearest_neighbors,lobpcg,kmeans,14,0,0.4140391897631417,1.2876660267131612,0.20172366200055,0.8307692307692308,12.914611101150513
satimage,15,nearest_neighbors,lobpcg,kmeans,14,1,0.4139968248273811,1.28784499512677,0.2016993100118209,0.8307692307692308,12.293859958648682
satimage,15,nearest_neighbors,lobpcg,kmeans,14,2,0.4139594929931555,1.2884665111076117,0.2016573557614632,0.8309246309246309,11.276469945907593
satimage,15,nearest_neighbors,lobpcg,kmeans,14,3,0.4140165707822609,1.2877647786704365,0.2018390884617859,0.8307692307692308,12.057496786117554
satimage,15,nearest_neighbors,lobpcg,kmeans,14,4,0.4140581079758534,1.2877350283868647,0.2017686810082798,0.8307692307692308,14.285106420516968
satimage,15,nearest_neighbors,lobpcg,kmeans,15,0,0.3816770100674654,1.3462105798407868,0.1901515029404784,0.8307692307692308,10.266135692596436
satimage,15,nearest_neighbors,lobpcg,kmeans,15,1,0.3816770100674654,1.346210579840787,0.1901515029404784,0.8307692307692308,11.65435004234314
satimage,15,nearest_neighbors,lobpcg,kmeans,15,2,0.3817938897660099,1.3467541411592236,0.1899013796747976,0.831080031080031,13.1148784160614
satimage,15,nearest_neighbors,lobpcg,kmeans,15,3,0.3817540784104687,1.346788640163593,0.1899781623762038,0.831080031080031,13.307000637054443
satimage,15,nearest_neighbors,lobpcg,kmeans,15,4,0.3816409093941696,1.346078809203063,0.1900617873532207,0.8307692307692308,14.536386013031006
satimage,20,nearest_neighbors,amg,cluster_qr,2,0,0.1690230720368945,1.620182389141222,0.3088911250649543,0.349028749028749,1.6955747604370115
satimage,20,nearest_neighbors,amg,cluster_qr,2,1,0.1689277084918017,1.6203812667559154,0.3088995915995742,0.3488733488733488,3.1061558723449707
satimage,20,nearest_neighbors,amg,cluster_qr,2,2,0.1688252967996072,1.6205893876770845,0.3089912368726812,0.3487179487179487,2.7385270595550537
satimage,20,nearest_neighbors,amg,cluster_qr,2,3,0.1687304493887474,1.620786484761419,0.3090018267674748,0.3485625485625485,4.394605398178101
satimage,20,nearest_neighbors,amg,cluster_qr,2,4,0.1688326386265289,1.6205500307628156,0.3089094868308812,0.3487179487179487,4.83512020111084
satimage,20,nearest_neighbors,amg,cluster_qr,3,0,0.411934436182047,0.933576544986042,0.3803716095041688,0.5567987567987568,5.388046503067017
satimage,20,nearest_neighbors,amg,cluster_qr,3,1,0.411934436182047,0.933576544986042,0.3803716095041688,0.5567987567987568,4.69064736366272
satimage,20,nearest_neighbors,amg,cluster_qr,3,2,0.411934436182047,0.933576544986042,0.3803716095041688,0.5567987567987568,5.896242141723633
satimage,20,nearest_neighbors,amg,cluster_qr,3,3,0.411934436182047,0.933576544986042,0.3803716095041688,0.5567987567987568,4.665178060531616
satimage,20,nearest_neighbors,amg,cluster_qr,3,4,0.411934436182047,0.933576544986042,0.3803716095041688,0.5567987567987568,6.089141607284546
satimage,20,nearest_neighbors,amg,cluster_qr,4,0,0.6296066060915773,1.0283257371766206,0.3593859265653433,0.7645687645687645,4.384138584136963
satimage,20,nearest_neighbors,amg,cluster_qr,4,1,0.6296066060915773,1.0283257371766206,0.3593859265653433,0.7645687645687645,5.975254535675049
satimage,20,nearest_neighbors,amg,cluster_qr,4,2,0.6296066060915773,1.0283257371766206,0.3593859265653433,0.7645687645687645,4.523206949234009
satimage,20,nearest_neighbors,amg,cluster_qr,4,3,0.6296066060915773,1.0283257371766206,0.3593859265653433,0.7645687645687645,5.993766784667969
satimage,20,nearest_neighbors,amg,cluster_qr,4,4,0.6296066060915773,1.0283257371766206,0.3593859265653433,0.7645687645687645,4.289066553115845
satimage,20,nearest_neighbors,amg,cluster_qr,5,0,0.5495599693007601,1.0904277690275352,0.329758651331874,0.765034965034965,6.168066501617432
satimage,20,nearest_neighbors,amg,cluster_qr,5,1,0.5495599693007601,1.0904277690275352,0.329758651331874,0.765034965034965,4.559520721435547
satimage,20,nearest_neighbors,amg,cluster_qr,5,2,0.5496524397703422,1.0904513546270886,0.3297980525626918,0.765034965034965,5.352047681808472
satimage,20,nearest_neighbors,amg,cluster_qr,5,3,0.5496238438680744,1.090515024187682,0.3297387064543961,0.765034965034965,4.954073905944824
satimage,20,nearest_neighbors,amg,cluster_qr,5,4,0.5495599693007601,1.0904277690275352,0.329758651331874,0.765034965034965,5.6223015785217285
satimage,20,nearest_neighbors,amg,cluster_qr,6,0,0.497500458563864,1.058172620390174,0.3056528608891235,0.7476301476301477,5.813739538192749
satimage,20,nearest_neighbors,amg,cluster_qr,6,1,0.497500458563864,1.058172620390174,0.3056528608891235,0.7476301476301477,5.900097846984863
satimage,20,nearest_neighbors,amg,cluster_qr,6,2,0.497500458563864,1.058172620390174,0.3056528608891235,0.7476301476301477,5.948194980621338
satimage,20,nearest_neighbors,amg,cluster_qr,6,3,0.497500458563864,1.058172620390174,0.3056528608891235,0.7476301476301477,5.274507284164429
satimage,20,nearest_neighbors,amg,cluster_qr,6,4,0.497500458563864,1.058172620390174,0.3056528608891235,0.7476301476301477,7.254164934158325
satimage,20,nearest_neighbors,amg,cluster_qr,7,0,0.4927698373326985,1.102256576780454,0.3012087529482105,0.7723387723387724,5.715310096740723
satimage,20,nearest_neighbors,amg,cluster_qr,7,1,0.4927698373326985,1.102256576780454,0.3012087529482105,0.7723387723387724,6.73616886138916
satimage,20,nearest_neighbors,amg,cluster_qr,7,2,0.4927698373326985,1.102256576780454,0.3012087529482105,0.7723387723387724,5.5520524978637695
satimage,20,nearest_neighbors,amg,cluster_qr,7,3,0.4927698373326985,1.102256576780454,0.3012087529482105,0.7723387723387724,6.371507406234741
satimage,20,nearest_neighbors,amg,cluster_qr,7,4,0.4930737275427299,1.1019058129631658,0.301234999587164,0.7724941724941725,5.469670057296753
satimage,20,nearest_neighbors,amg,cluster_qr,8,0,0.4830725673317468,1.1115904172136684,0.2686007533792833,0.7742035742035742,6.754194974899292
satimage,20,nearest_neighbors,amg,cluster_qr,8,1,0.4830725673317468,1.1115904172136684,0.2686007533792833,0.7742035742035742,5.974055767059326
satimage,20,nearest_neighbors,amg,cluster_qr,8,2,0.4830725673317468,1.1115904172136684,0.2686007533792833,0.7742035742035742,6.53657603263855
satimage,20,nearest_neighbors,amg,cluster_qr,8,3,0.4830725673317468,1.1115904172136684,0.2686007533792833,0.7742035742035742,6.266626119613648
satimage,20,nearest_neighbors,amg,cluster_qr,8,4,0.4830725673317468,1.1115904172136684,0.2686007533792833,0.7742035742035742,6.129647254943848
satimage,20,nearest_neighbors,amg,cluster_qr,9,0,0.441752340322615,1.1738051161402752,0.2389898902419723,0.7710955710955711,6.334670543670654
satimage,20,nearest_neighbors,amg,cluster_qr,9,1,0.441752340322615,1.1738051161402752,0.2389898902419723,0.7710955710955711,5.740590810775757
satimage,20,nearest_neighbors,amg,cluster_qr,9,2,0.441752340322615,1.1738051161402752,0.2389898902419723,0.7710955710955711,6.54979419708252
satimage,20,nearest_neighbors,amg,cluster_qr,9,3,0.441752340322615,1.1738051161402752,0.2389898902419723,0.7710955710955711,5.691188335418701
satimage,20,nearest_neighbors,amg,cluster_qr,9,4,0.441752340322615,1.1738051161402752,0.2389898902419723,0.7710955710955711,6.552064657211304
satimage,20,nearest_neighbors,amg,cluster_qr,10,0,0.4380342439575143,1.1584319543457569,0.2158783097389831,0.8253302253302254,6.015291929244995
satimage,20,nearest_neighbors,amg,cluster_qr,10,1,0.4380342439575143,1.1584319543457569,0.2158783097389831,0.8253302253302254,7.169419288635254
satimage,20,nearest_neighbors,amg,cluster_qr,10,2,0.4380342439575143,1.1584319543457569,0.2158783097389831,0.8253302253302254,6.454081296920776
satimage,20,nearest_neighbors,amg,cluster_qr,10,3,0.4380342439575143,1.1584319543457569,0.2158783097389831,0.8253302253302254,7.084682941436768
satimage,20,nearest_neighbors,amg,cluster_qr,10,4,0.4380342439575143,1.1584319543457569,0.2158783097389831,0.8253302253302254,6.5107581615448
satimage,20,nearest_neighbors,amg,cluster_qr,11,0,0.4266398113032194,1.8758521651701137,0.1924846771767803,0.8099456099456099,6.76158332824707
satimage,20,nearest_neighbors,amg,cluster_qr,11,1,0.4266398113032194,1.8758521651701137,0.1924846771767803,0.8099456099456099,7.326160907745361
satimage,20,nearest_neighbors,amg,cluster_qr,11,2,0.4266398113032194,1.8758521651701137,0.1924846771767803,0.8099456099456099,7.76682186126709
satimage,20,nearest_neighbors,amg,cluster_qr,11,3,0.4266398113032194,1.8758521651701137,0.1924846771767803,0.8099456099456099,7.142808437347412
satimage,20,nearest_neighbors,amg,cluster_qr,11,4,0.4266398113032194,1.8758521651701137,0.1924846771767803,0.8099456099456099,7.255350589752197
satimage,20,nearest_neighbors,amg,cluster_qr,12,0,0.4048247947687449,1.9041259969704865,0.1901483209825337,0.7965811965811965,7.641850471496582
satimage,20,nearest_neighbors,amg,cluster_qr,12,1,0.4048579845396216,1.90413460341958,0.1902668717133716,0.7965811965811965,7.520343542098999
satimage,20,nearest_neighbors,amg,cluster_qr,12,2,0.4048148788321371,1.900589544828312,0.1903213656270455,0.7965811965811965,7.734536170959473
satimage,20,nearest_neighbors,amg,cluster_qr,12,3,0.4048579845396216,1.90413460341958,0.1902668717133716,0.7965811965811965,7.547510385513306
satimage,20,nearest_neighbors,amg,cluster_qr,12,4,0.4048792048023997,1.9083811371990065,0.1902290783175445,0.7965811965811965,7.82264256477356
satimage,20,nearest_neighbors,amg,cluster_qr,13,0,0.4065170558273435,1.4184464263516587,0.1952130559977066,0.8170940170940171,7.999603271484375
satimage,20,nearest_neighbors,amg,cluster_qr,13,1,0.4065170558273435,1.4184464263516587,0.1952130559977066,0.8170940170940171,8.138888835906982
satimage,20,nearest_neighbors,amg,cluster_qr,13,2,0.4065987994282077,1.415948327090422,0.1953019115094692,0.8174048174048174,8.029337406158447
satimage,20,nearest_neighbors,amg,cluster_qr,13,3,0.4064769678071863,1.4195993920256695,0.195171332562782,0.8169386169386169,8.980700731277466
satimage,20,nearest_neighbors,amg,cluster_qr,13,4,0.4065170558273435,1.4184464263516587,0.1952130559977066,0.8170940170940171,8.421740770339966
satimage,20,nearest_neighbors,amg,cluster_qr,14,0,0.3902288559729143,1.331753985961146,0.1973766370995625,0.8077700077700077,8.224183320999146
satimage,20,nearest_neighbors,amg,cluster_qr,14,1,0.3902288559729143,1.331753985961146,0.1973766370995625,0.8077700077700077,8.0912344455719
satimage,20,nearest_neighbors,amg,cluster_qr,14,2,0.3902288559729143,1.331753985961146,0.1973766370995625,0.8077700077700077,8.887940168380737
satimage,20,nearest_neighbors,amg,cluster_qr,14,3,0.3902288559729143,1.331753985961146,0.1973766370995625,0.8077700077700077,8.979543924331665
satimage,20,nearest_neighbors,amg,cluster_qr,14,4,0.3902288559729143,1.331753985961146,0.1973766370995625,0.8077700077700077,8.244889736175537
satimage,20,nearest_neighbors,amg,cluster_qr,15,0,0.3596572173707535,1.3779784431234272,0.1825561669078297,0.8083916083916084,7.707706928253174
satimage,20,nearest_neighbors,amg,cluster_qr,15,1,0.3597165598978451,1.3773080697862965,0.1826536066630802,0.8083916083916084,7.727273225784302
satimage,20,nearest_neighbors,amg,cluster_qr,15,2,0.3597165598978451,1.3773080697862965,0.1826536066630802,0.8083916083916084,8.327751874923706
satimage,20,nearest_neighbors,amg,cluster_qr,15,3,0.3597165598978451,1.3773080697862965,0.1826536066630802,0.8083916083916084,8.603863716125488
satimage,20,nearest_neighbors,amg,cluster_qr,15,4,0.3597165598978451,1.3773080697862965,0.1826536066630802,0.8083916083916084,8.457207918167114
satimage,20,nearest_neighbors,amg,kmeans,2,0,0.0868747118232457,0.7663431424158472,0.4888553104511488,0.3342657342657342,12.625521659851074
satimage,20,nearest_neighbors,amg,kmeans,2,1,0.0868747118232457,0.7663431424158472,0.4888553104511488,0.3342657342657342,12.637717008590698
satimage,20,nearest_neighbors,amg,kmeans,2,2,0.0868747118232457,0.7663431424158472,0.4888553104511488,0.3342657342657342,6.597724676132202
satimage,20,nearest_neighbors,amg,kmeans,2,3,0.0868747118232457,0.7663431424158472,0.4888553104511488,0.3342657342657342,8.49332308769226
satimage,20,nearest_neighbors,amg,kmeans,2,4,0.0868747118232457,0.7663431424158472,0.4888553104511488,0.3342657342657342,6.942154884338379
satimage,20,nearest_neighbors,amg,kmeans,3,0,0.3934909073642856,0.9246253634649476,0.3767213143873044,0.5501165501165501,4.993676424026489
satimage,20,nearest_neighbors,amg,kmeans,3,1,0.3936583088167936,0.924967703956068,0.3766231167507304,0.5501165501165501,6.053514719009399
satimage,20,nearest_neighbors,amg,kmeans,3,2,0.3937424622479274,0.9251155682754918,0.3765904406766137,0.5501165501165501,5.78104829788208
satimage,20,nearest_neighbors,amg,kmeans,3,3,0.3935744571950856,0.92479466690693,0.3766741920177676,0.5501165501165501,5.783457279205322
satimage,20,nearest_neighbors,amg,kmeans,3,4,0.3935744571950856,0.92479466690693,0.3766741920177676,0.5501165501165501,5.362411975860596
satimage,20,nearest_neighbors,amg,kmeans,4,0,0.6060143407275896,1.0017976845820609,0.3572361159023022,0.756021756021756,5.581000804901123
satimage,20,nearest_neighbors,amg,kmeans,4,1,0.6059436282341794,1.001860222186337,0.3571465776803491,0.756021756021756,5.797626256942749
satimage,20,nearest_neighbors,amg,kmeans,4,2,0.6060143407275896,1.0017976845820609,0.3572361159023022,0.756021756021756,5.277974843978882
satimage,20,nearest_neighbors,amg,kmeans,4,3,0.6060143407275896,1.0017976845820606,0.3572361159023022,0.756021756021756,5.559522390365601
satimage,20,nearest_neighbors,amg,kmeans,4,4,0.6060143407275896,1.0017976845820609,0.3572361159023022,0.756021756021756,6.036524772644043
satimage,20,nearest_neighbors,amg,kmeans,5,0,0.518637658453829,1.0907708851147155,0.3183147408982265,0.7547785547785548,6.3115739822387695
satimage,20,nearest_neighbors,amg,kmeans,5,1,0.5197481476321828,1.0907320093349184,0.3185221886840859,0.755089355089355,5.969648122787476
satimage,20,nearest_neighbors,amg,kmeans,5,2,0.5197481476321828,1.0907320093349184,0.3185221886840859,0.755089355089355,6.692155838012695
satimage,20,nearest_neighbors,amg,kmeans,5,3,0.5197794001992997,1.090358337621493,0.3186436029210767,0.755089355089355,6.5171966552734375
satimage,20,nearest_neighbors,amg,kmeans,5,4,0.5197794001992997,1.090358337621493,0.3186436029210767,0.755089355089355,6.504159212112427
satimage,20,nearest_neighbors,amg,kmeans,6,0,0.4791858940599333,1.0562940395834133,0.3162122771392638,0.7387723387723387,6.013530731201172
satimage,20,nearest_neighbors,amg,kmeans,6,1,0.479278651221827,1.056001359802497,0.3163588076578055,0.7387723387723387,5.917001247406006
satimage,20,nearest_neighbors,amg,kmeans,6,2,0.4791858940599333,1.0562940395834133,0.3162122771392638,0.7387723387723387,6.188514709472656
satimage,20,nearest_neighbors,amg,kmeans,6,3,0.479278651221827,1.056001359802497,0.3163588076578055,0.7387723387723387,5.561523914337158
satimage,20,nearest_neighbors,amg,kmeans,6,4,0.4791858940599333,1.0562940395834133,0.3162122771392638,0.7387723387723387,6.522170782089233
satimage,20,nearest_neighbors,amg,kmeans,7,0,0.4732860157650118,1.103515178880711,0.2942746002463899,0.7631701631701632,6.160697937011719
satimage,20,nearest_neighbors,amg,kmeans,7,1,0.4742372672772719,1.1034539088472408,0.2946488659725326,0.7637917637917638,7.215732097625732
satimage,20,nearest_neighbors,amg,kmeans,7,2,0.4739269764949537,1.1037336296342342,0.2944138672719452,0.7636363636363637,6.490818500518799
satimage,20,nearest_neighbors,amg,kmeans,7,3,0.4740032378594488,1.103464705708178,0.294554703901089,0.7636363636363637,6.9161787033081055
satimage,20,nearest_neighbors,amg,kmeans,7,4,0.4734601492032442,1.103802907574109,0.2942681730511977,0.7633255633255633,6.954527616500855
satimage,20,nearest_neighbors,amg,kmeans,8,0,0.4840829479818171,1.1013747314042408,0.2759909063348415,0.7746697746697747,6.453575134277344
satimage,20,nearest_neighbors,amg,kmeans,8,1,0.4840829479818171,1.101374731404241,0.2759909063348415,0.7746697746697747,5.670044422149658
satimage,20,nearest_neighbors,amg,kmeans,8,2,0.4849541198997164,1.0976338800516412,0.2753033447528831,0.7748251748251749,6.504055500030518
satimage,20,nearest_neighbors,amg,kmeans,8,3,0.4848208602869164,1.0979088914808484,0.2751829510690823,0.7748251748251749,6.152220249176025
satimage,20,nearest_neighbors,amg,kmeans,8,4,0.4846766144047305,1.1008227247768436,0.2760658901016663,0.7748251748251749,6.408693552017212
satimage,20,nearest_neighbors,amg,kmeans,9,0,0.440196340062108,1.1715272745249716,0.233939738844487,0.7681429681429681,6.724142789840698
satimage,20,nearest_neighbors,amg,kmeans,9,1,0.4401040289363241,1.1719695399399823,0.2345796922706827,0.7682983682983683,6.298816442489624
satimage,20,nearest_neighbors,amg,kmeans,9,2,0.440196340062108,1.1715272745249716,0.233939738844487,0.7681429681429681,6.847195386886597
satimage,20,nearest_neighbors,amg,kmeans,9,3,0.4401040289363241,1.171969539939982,0.2345796922706827,0.7682983682983683,6.813181638717651
satimage,20,nearest_neighbors,amg,kmeans,9,4,0.440196340062108,1.1715272745249714,0.233939738844487,0.7681429681429681,7.217740535736084
satimage,20,nearest_neighbors,amg,kmeans,10,0,0.4260125669081162,1.1498964288641802,0.2078218293035771,0.8166278166278166,6.130632162094116
satimage,20,nearest_neighbors,amg,kmeans,10,1,0.4261153480279294,1.1497591212528055,0.2077449882794864,0.8166278166278166,6.027640342712402
satimage,20,nearest_neighbors,amg,kmeans,10,2,0.4261976916802929,1.150235300825545,0.2079296227377815,0.8167832167832167,6.064569711685181
satimage,20,nearest_neighbors,amg,kmeans,10,3,0.4263003581679964,1.1498266906866514,0.2078794543369786,0.8167832167832167,6.063520669937134
satimage,20,nearest_neighbors,amg,kmeans,10,4,0.4263005094929373,1.1500979900703407,0.2078528385543728,0.8167832167832167,7.838265180587768
satimage,20,nearest_neighbors,amg,kmeans,11,0,0.4212980487411616,1.2754114277288175,0.1960682667686335,0.8202020202020202,9.53985834121704
satimage,20,nearest_neighbors,amg,kmeans,11,1,0.4207598014004295,1.2753596113783148,0.1967018650490788,0.8200466200466201,9.378219842910768
satimage,20,nearest_neighbors,amg,kmeans,11,2,0.4207598014004295,1.2753596113783148,0.1967018650490788,0.8200466200466201,7.913106441497803
satimage,20,nearest_neighbors,amg,kmeans,11,3,0.421448673448093,1.2749922245900878,0.1957782824383447,0.8202020202020202,8.539100646972656
satimage,20,nearest_neighbors,amg,kmeans,11,4,0.4213760668662072,1.2750386477458902,0.195997504289856,0.8202020202020202,8.224101543426514
satimage,20,nearest_neighbors,amg,kmeans,12,0,0.4167800122687234,1.3413695284875518,0.1990743212779672,0.8236208236208237,7.882581472396851
satimage,20,nearest_neighbors,amg,kmeans,12,1,0.4172535911205736,1.3393952877412376,0.1984010239244747,0.8237762237762237,8.111581563949585
satimage,20,nearest_neighbors,amg,kmeans,12,2,0.4171934156023202,1.3400032344796369,0.198627931305654,0.8237762237762237,7.778758525848389
satimage,20,nearest_neighbors,amg,kmeans,12,3,0.4170098649443212,1.341165528452014,0.1981188101476278,0.8234654234654235,8.264906644821167
satimage,20,nearest_neighbors,amg,kmeans,12,4,0.4161289101864982,1.3408558404309587,0.1989884481738797,0.822999222999223,8.02779483795166
satimage,20,nearest_neighbors,amg,kmeans,13,0,0.4161813179945483,1.3787525417036262,0.1991117098431673,0.8290598290598291,8.201916456222534
satimage,20,nearest_neighbors,amg,kmeans,13,1,0.4159233490534484,1.3789374029030186,0.1990881992881122,0.8287490287490288,9.694934844970703
satimage,20,nearest_neighbors,amg,kmeans,13,2,0.4159233490534484,1.3789374029030186,0.1990881992881122,0.8287490287490288,9.370942831039429
satimage,20,nearest_neighbors,amg,kmeans,13,3,0.415673845216446,1.3792136579159486,0.19903443632259,0.8287490287490288,8.707776069641113
satimage,20,nearest_neighbors,amg,kmeans,13,4,0.4189567700173721,1.3104905219201817,0.2044690766570946,0.8282828282828283,9.014618158340454
satimage,20,nearest_neighbors,amg,kmeans,14,0,0.4188740671011345,1.2728946476254246,0.1999995397488096,0.8337218337218337,10.075685739517212
satimage,20,nearest_neighbors,amg,kmeans,14,1,0.4193786820450247,1.273615315779847,0.1998347264543316,0.8341880341880342,9.393634557724
satimage,20,nearest_neighbors,amg,kmeans,14,2,0.4196445446284809,1.2724280946037874,0.200109753979637,0.8341880341880342,8.676307439804077
satimage,20,nearest_neighbors,amg,kmeans,14,3,0.4188156576455,1.273697093620913,0.1999732225871656,0.8337218337218337,9.090790510177612
