Dataset,N Neighbors,Affinity,Eigen Solver,Assign Labels,N Clusters,Seed,ARI,DBI,Silhouette,Purity,Time (s)
satimage,1,rbf,arpack,cluster_qr,7,3,0.3751024405947541,1.4756374418453782,0.1131533177567429,0.5768453768453768,244.51332068443295
satimage,1,rbf,arpack,cluster_qr,7,4,0.3751024405947541,1.4756374418453782,0.1131533177567429,0.5768453768453768,253.0864140987396
satimage,1,rbf,arpack,cluster_qr,8,0,0.5664467413197485,1.2015868512560537,0.2800074305163524,0.7254079254079254,242.68183875083923
satimage,1,rbf,arpack,cluster_qr,8,1,0.5664467413197485,1.2015868512560537,0.2800074305163524,0.7254079254079254,258.7087297439575
satimage,1,rbf,arpack,cluster_qr,8,2,0.5664467413197485,1.2015868512560537,0.2800074305163524,0.7254079254079254,287.18728971481323
satimage,1,rbf,arpack,cluster_qr,8,3,0.5664467413197485,1.2015868512560537,0.2800074305163524,0.7254079254079254,278.6801977157593
satimage,1,rbf,arpack,cluster_qr,8,4,0.5664467413197485,1.2015868512560537,0.2800074305163524,0.7254079254079254,284.00328946113586
satimage,1,rbf,arpack,cluster_qr,9,0,0.616128645718668,1.2241330307992524,0.2587346057136927,0.7588189588189588,266.852169752121
satimage,1,rbf,arpack,cluster_qr,9,1,0.616128645718668,1.2241330307992524,0.2587346057136927,0.7588189588189588,268.2051990032196
satimage,1,rbf,arpack,cluster_qr,9,2,0.616128645718668,1.2241330307992524,0.2587346057136927,0.7588189588189588,265.9701716899872
satimage,1,rbf,arpack,cluster_qr,9,3,0.616128645718668,1.2241330307992524,0.2587346057136927,0.7588189588189588,262.85820627212524
satimage,1,rbf,arpack,cluster_qr,9,4,0.616128645718668,1.2241330307992524,0.2587346057136927,0.7588189588189588,262.1141972541809
satimage,1,rbf,arpack,cluster_qr,10,0,0.6161115393851612,1.2108990837548306,0.2477629479780569,0.7588189588189588,238.2546229362488
satimage,1,rbf,arpack,cluster_qr,10,1,0.6161115393851612,1.2108990837548306,0.2477629479780569,0.7588189588189588,228.21262311935425
satimage,1,rbf,arpack,cluster_qr,10,2,0.6161115393851612,1.2108990837548306,0.2477629479780569,0.7588189588189588,207.8972079753876
satimage,1,rbf,arpack,cluster_qr,10,3,0.6161115393851612,1.2108990837548306,0.2477629479780569,0.7588189588189588,190.69258975982663
satimage,1,rbf,arpack,cluster_qr,10,4,0.6161115393851612,1.2108990837548306,0.2477629479780569,0.7588189588189588,212.95521807670596
satimage,1,rbf,arpack,cluster_qr,11,0,0.5761308030144886,1.2703886257718209,0.2677803795895186,0.7628593628593628,207.68966674804688
satimage,1,rbf,arpack,cluster_qr,11,1,0.5761308030144886,1.2703886257718209,0.2677803795895186,0.7628593628593628,229.114271402359
satimage,1,rbf,arpack,cluster_qr,11,2,0.5761308030144886,1.2703886257718209,0.2677803795895186,0.7628593628593628,253.83671832084656
satimage,1,rbf,arpack,cluster_qr,11,3,0.5761308030144886,1.2703886257718209,0.2677803795895186,0.7628593628593628,293.5061626434326
satimage,1,rbf,arpack,cluster_qr,11,4,0.5761308030144886,1.2703886257718209,0.2677803795895186,0.7628593628593628,272.468358039856
satimage,1,rbf,arpack,cluster_qr,12,0,0.5753695089116091,1.492510223213085,0.267307907653526,0.7628593628593628,271.05135798454285
satimage,1,rbf,arpack,cluster_qr,12,1,0.5753695089116091,1.492510223213085,0.267307907653526,0.7628593628593628,287.43159461021423
satimage,1,rbf,arpack,cluster_qr,12,2,0.5753695089116091,1.492510223213085,0.267307907653526,0.7628593628593628,289.1670725345612
satimage,1,rbf,arpack,cluster_qr,12,3,0.5753695089116091,1.492510223213085,0.267307907653526,0.7628593628593628,291.1271233558655
satimage,1,rbf,arpack,cluster_qr,12,4,0.5753695089116091,1.492510223213085,0.267307907653526,0.7628593628593628,283.78807163238525
satimage,1,rbf,arpack,cluster_qr,13,0,0.5748710630324806,1.5665869958329082,0.2666613563007047,0.7623931623931623,267.49026560783386
satimage,1,rbf,arpack,cluster_qr,13,1,0.5748710630324806,1.5665869958329082,0.2666613563007047,0.7623931623931623,286.26957607269287
satimage,1,rbf,arpack,cluster_qr,13,2,0.5748710630324806,1.5665869958329082,0.2666613563007047,0.7623931623931623,289.92857694625854
satimage,1,rbf,arpack,cluster_qr,13,3,0.5748710630324806,1.5665869958329082,0.2666613563007047,0.7623931623931623,266.6746504306793
satimage,1,rbf,arpack,cluster_qr,13,4,0.5748710630324806,1.5665869958329082,0.2666613563007047,0.7623931623931623,270.27165055274963
satimage,1,rbf,arpack,cluster_qr,14,0,0.5752407978520914,1.4631812471956611,0.2602865018843188,0.7625485625485625,169.32770252227783
satimage,1,rbf,arpack,cluster_qr,14,1,0.5752407978520914,1.4631812471956611,0.2602865018843188,0.7625485625485625,180.08019042015076
satimage,1,rbf,arpack,cluster_qr,14,2,0.5752407978520914,1.4631812471956611,0.2602865018843188,0.7625485625485625,187.19211554527283
satimage,1,rbf,arpack,cluster_qr,14,3,0.5752407978520914,1.4631812471956611,0.2602865018843188,0.7625485625485625,177.56584811210632
satimage,1,rbf,arpack,cluster_qr,14,4,0.5752407978520914,1.4631812471956611,0.2602865018843188,0.7625485625485625,255.32045364379883
satimage,1,rbf,arpack,cluster_qr,15,0,0.5617460667578804,1.4538210053114955,0.2636228492298031,0.7578865578865579,238.3851079940796
satimage,1,rbf,arpack,cluster_qr,15,1,0.5617460667578804,1.4538210053114955,0.2636228492298031,0.7578865578865579,265.2216329574585
satimage,1,rbf,arpack,cluster_qr,15,2,0.5617460667578804,1.4538210053114955,0.2636228492298031,0.7578865578865579,280.99894070625305
satimage,1,rbf,arpack,cluster_qr,15,3,0.5617460667578804,1.4538210053114955,0.2636228492298031,0.7578865578865579,282.65094447135925
satimage,1,rbf,arpack,cluster_qr,15,4,0.5617460667578804,1.4538210053114955,0.2636228492298031,0.7578865578865579,279.1489408016205
satimage,1,rbf,arpack,kmeans,2,0,0.0800496044446685,0.7352862323158783,0.4930660128723531,0.3297591297591297,400.9056975841522
satimage,1,rbf,arpack,kmeans,2,1,0.0800496044446685,0.7352862323158783,0.4930660128723531,0.3297591297591297,323.9386348724365
satimage,1,rbf,arpack,kmeans,2,2,0.0800496044446685,0.7352862323158783,0.4930660128723531,0.3297591297591297,417.4651727676392
satimage,1,rbf,arpack,kmeans,2,3,0.0800496044446685,0.7352862323158783,0.4930660128723531,0.3297591297591297,415.5620753765106
satimage,1,rbf,arpack,kmeans,2,4,0.0800496044446685,0.7352862323158783,0.4930660128723531,0.3297591297591297,397.844055891037
satimage,1,rbf,arpack,kmeans,3,0,0.346316812051768,1.4942039505799076,0.2168600566610298,0.560994560994561,297.50773334503174
satimage,1,rbf,arpack,kmeans,3,1,0.346316812051768,1.4942039505799076,0.2168600566610298,0.560994560994561,298.26677656173706
satimage,1,rbf,arpack,kmeans,3,2,0.3461918772949462,1.494661572818184,0.2166653147353966,0.560994560994561,301.1167869567871
satimage,1,rbf,arpack,kmeans,3,3,0.346316812051768,1.4942039505799076,0.2168600566610298,0.560994560994561,299.5507686138153
satimage,1,rbf,arpack,kmeans,3,4,0.3461918772949462,1.494661572818184,0.2166653147353966,0.560994560994561,307.7201073169708
satimage,1,rbf,arpack,kmeans,4,0,0.3465774492197046,1.292318310337857,0.1827068029671834,0.5613053613053613,423.7712860107422
satimage,1,rbf,arpack,kmeans,4,1,0.3465774492197046,1.292318310337857,0.1827068029671834,0.5613053613053613,445.8765444755554
satimage,1,rbf,arpack,kmeans,4,2,0.3464525279485272,1.292727102471455,0.1825206895017513,0.5613053613053613,430.1673917770386
satimage,1,rbf,arpack,kmeans,4,3,0.3464525279485272,1.292727102471455,0.1825206895017513,0.5613053613053613,416.88569927215576
satimage,1,rbf,arpack,kmeans,4,4,0.3464525279485272,1.292727102471455,0.1825206895017513,0.5613053613053613,431.7989857196808
satimage,1,rbf,arpack,kmeans,5,0,0.0859386425498705,1.299915462983487,0.1942379991548978,0.3359751359751359,226.10487604141235
satimage,1,rbf,arpack,kmeans,5,1,0.0859386425498705,1.299915462983487,0.1942379991548978,0.3359751359751359,204.68649554252625
satimage,1,rbf,arpack,kmeans,5,2,0.0859386425498705,1.299915462983487,0.1942379991548978,0.3359751359751359,275.3000068664551
satimage,1,rbf,arpack,kmeans,5,3,0.0859386425498705,1.299915462983487,0.1942379991548978,0.3359751359751359,289.37066650390625
satimage,1,rbf,arpack,kmeans,5,4,0.0859386425498705,1.2999154629834873,0.1942379991548978,0.3359751359751359,283.6495780944824
satimage,1,rbf,arpack,kmeans,6,0,0.0858706740854885,1.254773425955355,0.0831240368260749,0.3367521367521368,272.2028319835663
satimage,1,rbf,arpack,kmeans,6,1,0.0858706740854885,1.254773425955355,0.0831240368260749,0.3367521367521368,265.2506148815155
satimage,1,rbf,arpack,kmeans,6,2,0.0858706740854885,1.254773425955355,0.0831240368260749,0.3367521367521368,247.03999137878412
satimage,1,rbf,arpack,kmeans,6,3,0.0858706740854885,1.254773425955355,0.0831240368260749,0.3367521367521368,273.45883440971375
satimage,1,rbf,arpack,kmeans,6,4,0.0858706740854885,1.254773425955355,0.0831240368260749,0.3367521367521368,285.58058857917786
satimage,1,rbf,arpack,kmeans,7,0,0.0036981902081341,1.3052686833962397,-0.058291633418417,0.2475524475524475,272.5767590999603
satimage,1,rbf,arpack,kmeans,7,1,0.0036981902081341,1.3052686833962397,-0.058291633418417,0.2475524475524475,278.037889957428
satimage,1,rbf,arpack,kmeans,7,2,0.0036981902081341,1.3052686833962397,-0.058291633418417,0.2475524475524475,259.37799310684204
satimage,1,rbf,arpack,kmeans,7,3,0.0036981902081341,1.3052686833962397,-0.058291633418417,0.2475524475524475,252.15459322929385
satimage,1,rbf,arpack,kmeans,7,4,0.0036981902081341,1.3052686833962397,-0.058291633418417,0.2475524475524475,264.60342383384705
satimage,1,rbf,arpack,kmeans,8,0,0.0861060954582772,1.203205098281182,0.0700128946797519,0.3373737373737374,256.1552298069
satimage,1,rbf,arpack,kmeans,8,1,0.0861060954582772,1.203205098281182,0.0700128946797519,0.3373737373737374,255.33469820022583
satimage,1,rbf,arpack,kmeans,8,2,0.0861060954582772,1.203205098281182,0.0700128946797519,0.3373737373737374,215.94577026367188
satimage,1,rbf,arpack,kmeans,8,3,0.0861060954582772,1.203205098281182,0.0700128946797519,0.3373737373737374,259.8458049297333
satimage,1,rbf,arpack,kmeans,8,4,0.0861060954582772,1.203205098281182,0.0700128946797519,0.3373737373737374,267.3451511859894
satimage,1,rbf,arpack,kmeans,9,0,0.086492071678701,1.151692741794495,0.050539947117502,0.3381507381507381,261.4699399471283
satimage,1,rbf,arpack,kmeans,9,1,0.086492071678701,1.151692741794495,0.050539947117502,0.3381507381507381,258.8923094272613
satimage,1,rbf,arpack,kmeans,9,2,0.086492071678701,1.1516927417944949,0.050539947117502,0.3381507381507381,246.94899106025696
satimage,1,rbf,arpack,kmeans,9,3,0.086492071678701,1.151692741794495,0.050539947117502,0.3381507381507381,243.0355839729309
satimage,1,rbf,arpack,kmeans,9,4,0.086492071678701,1.151692741794495,0.050539947117502,0.3381507381507381,195.34145164489743
satimage,1,rbf,arpack,kmeans,10,0,0.0861546912578807,1.081750461670268,0.0448820730081646,0.3378399378399378,183.50262713432312
satimage,1,rbf,arpack,kmeans,10,1,0.0861546912578807,1.081750461670268,0.0448820730081646,0.3378399378399378,322.6694531440735
satimage,1,rbf,arpack,kmeans,10,2,0.0861546912578807,1.081750461670268,0.0448820730081646,0.3378399378399378,331.28345370292664
satimage,1,rbf,arpack,kmeans,10,3,0.0861546912578807,1.081750461670268,0.0448820730081646,0.3378399378399378,245.75360822677607
satimage,1,rbf,arpack,kmeans,10,4,0.0861546912578807,1.081750461670268,0.0448820730081646,0.3378399378399378,249.8357720375061
satimage,1,rbf,arpack,kmeans,11,0,0.0863096612406729,1.1548858197163026,0.0356268086379297,0.3381507381507381,246.89807987213132
satimage,1,rbf,arpack,kmeans,11,1,0.1583574567626921,1.1257623294959933,0.0985757669741718,0.4278166278166278,253.341778755188
satimage,1,rbf,arpack,kmeans,11,2,0.0863096612406729,1.1548858197163026,0.0356268086379297,0.3381507381507381,311.4534261226654
satimage,1,rbf,arpack,kmeans,11,3,0.0863096612406729,1.1548858197163026,0.0356268086379297,0.3381507381507381,320.11944699287415
satimage,1,rbf,arpack,kmeans,11,4,0.0863096612406729,1.1548858197163026,0.0356268086379297,0.3381507381507381,327.25884771347046
satimage,1,rbf,arpack,kmeans,12,0,0.0855332197841761,1.055633377304362,0.0298884102698364,0.3378399378399378,310.15183424949646
satimage,1,rbf,arpack,kmeans,12,1,0.0855332197841761,1.055633377304362,0.0298884102698364,0.3378399378399378,246.29915857315063
satimage,1,rbf,arpack,kmeans,12,2,0.0855332197841761,1.055633377304362,0.0298884102698364,0.3378399378399378,300.532719373703
satimage,1,rbf,arpack,kmeans,12,3,0.0855332197841761,1.0556333773043618,0.0298884102698364,0.3378399378399378,330.63576436042786
satimage,1,rbf,arpack,kmeans,12,4,0.0855332197841761,1.0556333773043618,0.0298884102698364,0.3378399378399378,245.6200397014618
satimage,1,rbf,arpack,kmeans,13,0,0.004546931788845,1.0563024467655495,-0.1029828089184317,0.2495726495726495,334.2159969806671
satimage,1,rbf,arpack,kmeans,13,1,0.004546931788845,1.0563024467655495,-0.1029828089184317,0.2495726495726495,234.6512792110443
satimage,1,rbf,arpack,kmeans,13,2,0.004546931788845,1.0563024467655495,-0.1029828089184317,0.2495726495726495,242.83809304237369
satimage,1,rbf,arpack,kmeans,13,3,0.004546931788845,1.0563024467655495,-0.1029828089184317,0.2495726495726495,252.26458978652957
satimage,1,rbf,arpack,kmeans,13,4,0.004546931788845,1.0563024467655495,-0.1029828089184317,0.2495726495726495,252.5514867305756
satimage,1,rbf,arpack,kmeans,14,0,0.0044738619853068,1.126731722016901,-0.1750711985035411,0.2494172494172494,249.10096907615664
satimage,1,rbf,arpack,kmeans,14,1,0.0044738619853068,1.126731722016901,-0.1750711985035411,0.2494172494172494,249.2479517459869
satimage,1,rbf,arpack,kmeans,14,2,0.0044738619853068,1.126731722016901,-0.1750711985035411,0.2494172494172494,249.4904477596283
satimage,1,rbf,arpack,kmeans,14,3,0.0044738619853068,1.126731722016901,-0.1750711985035411,0.2494172494172494,243.9886124134064
satimage,1,rbf,arpack,kmeans,14,4,0.0044738619853068,1.1267317220169013,-0.1750711985035411,0.2494172494172494,229.9901692867279
satimage,1,rbf,arpack,kmeans,15,0,0.0061166007402193,1.1576149410305094,-0.1103824517440123,0.252991452991453,252.699791431427
satimage,1,rbf,arpack,kmeans,15,1,0.0061892955510796,1.2030357877955744,-0.109256331316099,0.2531468531468531,225.44220542907715
satimage,1,rbf,arpack,kmeans,15,2,0.0061166007402193,1.1576149410305097,-0.1103824517440123,0.252991452991453,204.61461114883423
satimage,1,rbf,arpack,kmeans,15,3,0.0061902656725135,1.1766689515058693,-0.1093137000629318,0.2531468531468531,278.6153688430786
satimage,1,rbf,arpack,kmeans,15,4,0.0057703285877773,1.1885768219871022,-0.1370000953493422,0.2522144522144522,255.97834658622745
satimage,1,rbf,lobpcg,cluster_qr,2,0,0.1043168884939976,0.9474860481633658,0.4517328383811361,0.3442113442113442,24.13601779937744
satimage,1,rbf,lobpcg,cluster_qr,2,1,0.1049059800118605,0.9517278160965066,0.4511561670240952,0.3445221445221445,27.27217984199524
satimage,1,rbf,lobpcg,cluster_qr,2,2,0.1005296565521446,0.8932669477654124,0.4625855253743893,0.342035742035742,29.55326747894287
satimage,1,rbf,lobpcg,cluster_qr,2,3,0.0972080198267604,0.8591816896865463,0.469966045427826,0.3401709401709402,28.47262048721313
satimage,1,rbf,lobpcg,cluster_qr,2,4,0.0992560451326634,0.8798066595905244,0.4656754081500047,0.3411033411033411,28.89356684684753
satimage,1,rbf,lobpcg,cluster_qr,3,0,0.3724518727111501,1.5378156405895644,0.2190936714046753,0.5720279720279721,48.51416873931885
satimage,1,rbf,lobpcg,cluster_qr,3,1,0.3857604521033557,1.6520700623584628,0.2163138107414835,0.5731157731157731,62.760005235672
satimage,1,rbf,lobpcg,cluster_qr,3,2,0.3753593934154666,1.5675935643665193,0.2180952991519741,0.5723387723387723,55.60533547401428
satimage,1,rbf,lobpcg,cluster_qr,3,3,0.3663569079905004,1.5075280257616084,0.2169224731716545,0.5704739704739705,59.0511691570282
satimage,1,rbf,lobpcg,cluster_qr,3,4,0.4144111744681197,1.886289648849394,0.2130394281993423,0.565967365967366,77.5570216178894
satimage,1,rbf,lobpcg,cluster_qr,4,0,0.4147276693525313,1.8497341616430456,0.1888839565276955,0.5696969696969697,48.16739249229431
