k,m,xi,Adjusted Rand Index,Davies-Bouldin Index,Silhouette Score,Purity Score,Time (s),Iterations, Error
5,3.5,0.7,0.4976607957231245,1.1100006767267783,0.3410837926797297,0.7152033152033151,7.454938570658366,48.333333333333336,
6,1.5,0.5,0.5294199097167788,1.0234884553470167,0.3522646811708375,0.7409997409997411,5.25314990679423,32.0,
6,1.5,0.3,0.5294025089718327,1.0234147976272439,0.352254071803151,0.741051541051541,5.66725214322408,33.0,
6,2.5,0.3,0.5293824572856073,1.0235703889659804,0.3520905163689103,0.7408961408961409,3.7362164656321206,24.333333333333332,
6,1.5,0.7,0.5296068128126377,1.023539460514438,0.3522317092175435,0.7411033411033411,5.322062889734904,33.666666666666664,
6,2.5,0.5,0.527945546622129,1.0243591416731181,0.3518632100778026,0.7397047397047398,5.097301880518596,34.0,
6,2.5,0.7,0.5275131265355913,1.0241744485914503,0.3516607422474949,0.7394457394457395,6.453848600387573,41.666666666666664,
6,3.5,0.3,0.5009929480855884,1.0835504669434555,0.3391290426997589,0.7201243201243201,4.576358159383138,26.0,
7,1.5,0.3,0.46270683703638005,1.0993799014567718,0.29984281270587876,0.7316239316239317,4.686091899871826,29.666666666666668,
6,3.5,0.5,0.49754919570589945,1.084548974628542,0.337652325610146,0.7187775187775188,8.547877550125122,58.0,
6,3.5,0.7,0.5224792279805907,1.0198858325088223,0.3513683961593828,0.7384615384615385,8.286070028940836,52.333333333333336,
7,1.5,0.5,0.504985539519873,1.0865835907692862,0.31183074600497224,0.7586635586635587,5.893862167994182,38.666666666666664,
7,2.5,0.5,0.49048309294390463,1.094613458514849,0.3107716480251994,0.7592333592333592,8.01460854212443,50.333333333333336,
7,2.5,0.3,0.5278805336902853,1.0812718271293156,0.32195018296103795,0.7792281792281792,9.190324147542318,57.666666666666664,
7,2.5,0.7,0.5442028597489127,1.095559592684373,0.33247157102655023,0.7797461797461797,9.798750718434652,58.666666666666664,
7,1.5,0.7,0.5650386726796085,1.0774187965449142,0.33261399090544547,0.7991711991711993,15.428621053695679,95.33333333333333,
7,3.5,0.3,0.5309252650724429,1.1233541416725397,0.3329260852026239,0.7635845635845636,8.17455824216207,49.666666666666664,
7,3.5,0.5,0.5054331805454744,1.1088707856071254,0.3210618945973827,0.7600621600621601,9.536528666814169,59.666666666666664,
7,3.5,0.7,0.48233557010562317,1.0984548367052491,0.3098249802287451,0.7578347578347578,8.312536795934042,54.666666666666664,
8,1.5,0.3,0.47918434448286845,1.1783077547427794,0.30022197012263924,0.7642061642061643,9.999377250671387,58.0,
8,1.5,0.5,0.4369579475142784,1.1679064907022125,0.2938411690944132,0.7432271432271432,6.366419712702434,35.666666666666664,
8,2.5,0.3,0.5016896750608253,1.190863502805249,0.3071102755676141,0.777052577052577,5.239191611607869,32.333333333333336,
8,1.5,0.7,0.4724792197728722,1.1569535883915505,0.3045040511206499,0.763014763014763,9.264352718989054,55.333333333333336,
8,3.5,0.3,0.4362762359597016,1.1848257161161744,0.2869325743990494,0.7445221445221445,7.128097136815389,38.666666666666664,
8,2.5,0.5,0.4681560276820358,1.1484458163689517,0.30265557399210935,0.7630147630147629,10.217339277267456,63.0,
8,2.5,0.7,0.50190229819725,1.1570939144810262,0.310695850414187,0.7805231805231806,10.058911005655924,58.333333333333336,
8,3.5,0.5,0.4991616810400294,1.1559256431051559,0.3099803940005037,0.7792281792281792,6.410739501317342,38.333333333333336,
9,1.5,0.3,0.4661814732837992,1.2070772587413459,0.29160066992379036,0.7940947940947942,7.466866334279378,45.666666666666664,
8,3.5,0.7,0.5016059170791252,1.150086831821967,0.30636244745265445,0.7807821807821808,8.831100225448608,53.0,
9,1.5,0.7,0.4343915102595454,1.217692291244647,0.28367771429661437,0.7632219632219632,9.27273694674174,51.666666666666664,
9,1.5,0.5,0.4979266782643203,1.2082659121015853,0.30001169846269654,0.8008288008288008,13.234921932220459,79.66666666666667,
9,2.5,0.5,0.4655017498520708,1.2160830725832323,0.28967395515414834,0.7809375809375809,6.6509749094645185,41.333333333333336,
9,2.5,0.3,0.46472272317823693,1.1971141034813348,0.29016784074689045,0.7930587930587931,8.341841697692871,49.333333333333336,
9,2.5,0.7,0.4438629786490731,1.1982242412423612,0.2852992388058017,0.7803677803677803,10.786248286565145,61.666666666666664,
9,3.5,0.3,0.4427834138436264,1.2090444669617562,0.2754295674363609,0.7838901838901838,9.86826745669047,60.0,
9,3.5,0.5,0.44142228105268916,1.1957189374003752,0.2843302043092934,0.7792799792799793,9.739185412724813,57.666666666666664,
9,3.5,0.7,0.4563842553865123,1.1934361077035673,0.28806969376247865,0.7954933954933955,11.27467147509257,66.0,
10,1.5,0.3,0.4364184567340921,1.258601394821574,0.2738852745104788,0.788966588966589,7.444340467453003,41.333333333333336,
10,1.5,0.5,0.4519804761866945,1.2823130144130952,0.27919834751876643,0.7986013986013987,9.941248019536337,57.0,
10,2.5,0.3,0.45053072103101394,1.2701782713360708,0.27218803147967413,0.8056462056462057,7.347738265991211,41.333333333333336,
10,1.5,0.7,0.47243832432656524,1.254977871664183,0.2823084721180993,0.8005698005698006,12.798201958338419,72.33333333333333,
10,2.5,0.5,0.43199775646320454,1.285434387258424,0.26369481596671035,0.8068376068376067,10.953693548838297,67.33333333333333,
10,2.5,0.7,0.44345475448514976,1.2874399546975341,0.27135424774321387,0.7977207977207977,7.459649880727132,44.333333333333336,
10,3.5,0.3,0.44913806595166234,1.2611794744949898,0.2706317621806273,0.805024605024605,6.913970470428467,42.666666666666664,
10,3.5,0.5,0.4347567428559819,1.2798681264365037,0.25588214594230557,0.8077182077182078,9.759882291158041,58.333333333333336,
11,1.5,0.3,0.44111114451836536,1.2202088916115243,0.2795789755721741,0.7909867909867909,7.943130890528361,47.333333333333336,
11,1.5,0.5,0.4299757042306853,1.3721227062022778,0.25780773273696544,0.8035742035742036,8.624416510264078,50.666666666666664,
10,3.5,0.7,0.439358936532452,1.2745034487851417,0.26685796067539713,0.7973063973063973,13.124753793080648,77.0,
11,2.5,0.3,0.43737177225101137,1.3284723980625512,0.26580770408704146,0.8011396011396011,7.929747819900513,46.0,
11,1.5,0.7,0.4382858688925076,1.2927001329166738,0.26705995597186033,0.8087542087542087,9.49453330039978,58.0,
11,2.5,0.5,0.4253552920108992,1.3280039064954026,0.25692674843702806,0.805128205128205,12.491862535476685,70.0,
11,2.5,0.7,0.40403839228659333,1.3958823456959564,0.2422830540262474,0.806993006993007,13.227290312449137,75.33333333333333,
11,3.5,0.3,0.4315140743113455,1.2759990358302948,0.2629630430704836,0.8094276094276095,11.127975543340048,62.0,
11,3.5,0.5,0.40380595667559227,1.3854774668211995,0.2423755805356048,0.8004662004662005,12.008347829182943,69.0,
11,3.5,0.7,0.39108550256014823,1.383690386611122,0.2355501179600568,0.7966329966329967,11.628547509511312,64.66666666666667,
12,1.5,0.3,0.42044708996748476,1.3322585516907473,0.25287444286105215,0.8146076146076147,8.701664209365845,50.333333333333336,
12,1.5,0.7,0.43511832346141804,1.312296016229901,0.2653800895811492,0.8116550116550116,9.84942094484965,55.333333333333336,
12,1.5,0.5,0.4136514204909448,1.3414053603678608,0.24924836857015054,0.8199948199948199,11.763607581456503,67.66666666666667,
12,2.5,0.3,0.4072719919998462,1.3789608387726504,0.24399342543471148,0.8102046102046102,8.592239936192831,50.333333333333336,
12,2.5,0.5,0.41212899665057684,1.3465954779844649,0.24946425897990454,0.8127428127428128,8.987481037775675,53.0,
12,3.5,0.3,0.41894544650100696,1.2718885622344112,0.26551546118421393,0.7943537943537944,8.205026467641195,48.0,
12,2.5,0.7,0.3905023895237984,1.4230921068710023,0.22942422925865055,0.811033411033411,9.86694367726644,56.666666666666664,
12,3.5,0.5,0.40823734301290754,1.332626470318018,0.24252169101518664,0.8122766122766123,12.02640469868978,71.0,
12,3.5,0.7,0.4071029294960358,1.331796212660598,0.24539495223480748,0.8027972027972027,14.41997758547465,88.66666666666667,
13,1.5,0.5,0.3987996208750646,1.4223881961324782,0.23928949771070487,0.8172494172494172,10.849932352701822,60.333333333333336,
13,1.5,0.3,0.4166476819107699,1.3822727586557413,0.25368320686340273,0.8068376068376067,13.389415661493937,76.33333333333333,
13,2.5,0.3,0.3926353646315748,1.4031516655490914,0.23624264974794829,0.8162134162134161,7.4445836544036865,42.333333333333336,
13,1.5,0.7,0.41192910610144967,1.4174306551606524,0.24928517407360665,0.801036001036001,10.945680061976114,68.66666666666667,
13,2.5,0.5,0.3885803753180615,1.388385266175371,0.23278901088770385,0.8170940170940172,9.106117010116577,53.333333333333336,
13,2.5,0.7,0.3729834844598185,1.438151904375702,0.21870813093499877,0.8104636104636104,10.360482056935629,59.0,
13,3.5,0.3,0.3806467917051513,1.4245276772846804,0.22520875981997687,0.8134680134680133,9.0625688234965,51.0,
13,3.5,0.5,0.37093973022034227,1.4428699597353176,0.21796410596796545,0.809220409220409,12.829698244730631,70.0,
14,1.5,0.3,0.3901474384590425,1.3969070230601126,0.23383820379102357,0.8197358197358197,9.7930539449056,53.333333333333336,
13,3.5,0.7,0.3718088533084866,1.3999011061783886,0.21774511615033923,0.7968401968401967,17.476412614186604,98.66666666666667,
14,1.5,0.5,0.3881226164402851,1.450333033007735,0.23072902024062406,0.8268324268324269,12.008809248606363,66.0,
14,1.5,0.7,0.3896023736767615,1.450280202697382,0.23713008396968518,0.8178710178710178,12.026519457499186,68.66666666666667,
14,2.5,0.3,0.3950715144547608,1.34482727426259,0.240418502513547,0.8228956228956229,8.768915096918741,49.666666666666664,
14,2.5,0.5,0.3901898619224388,1.4269154398999504,0.23718986362325914,0.8111370111370112,9.682066122690836,55.666666666666664,
14,3.5,0.3,0.3967564854976402,1.3748538685972322,0.24230873265585517,0.8167832167832169,7.394140879313151,42.666666666666664,
14,2.5,0.7,0.3632461102404006,1.510729467972138,0.21268307815683218,0.8077182077182078,13.657919883728027,76.33333333333333,
14,3.5,0.5,0.3840768493646933,1.3996339860680875,0.22791226799521036,0.8131572131572131,15.646863142649332,88.66666666666667,
14,3.5,0.7,0.3478039246183242,1.5056588702941431,0.19887833034750124,0.8051800051800052,14.0037895043691,77.0,
15,1.5,0.3,0.3727569517325236,1.439975742121166,0.22790245150166252,0.8162134162134161,13.504369417826334,72.33333333333333,
15,1.5,0.5,0.3899282877826436,1.3877457361480499,0.23532803039768602,0.8242424242424242,14.86360764503479,81.66666666666667,
15,1.5,0.7,0.38179409944538634,1.4404221896452272,0.23265150468728327,0.8177674177674178,12.324722528457642,66.33333333333333,
15,2.5,0.3,0.36902001176155236,1.445144666216236,0.22378462405747537,0.8166796166796167,11.19862707455953,60.0,
15,2.5,0.5,0.36521872607892636,1.4701894556442046,0.22237871596176895,0.8150220150220151,9.883092721303305,52.666666666666664,
15,3.5,0.3,0.3608491226970503,1.4738124054466368,0.2219763523461359,0.8128982128982128,9.059199571609497,50.666666666666664,
15,2.5,0.7,0.34881206991648916,1.5116505271642993,0.2125951531903301,0.8097902097902098,16.275605996449787,96.33333333333333,
15,3.5,0.5,0.3457295356398307,1.5041818551956763,0.20261560137645548,0.8083398083398082,11.977004528045654,81.0,
15,3.5,0.7,0.3398474084586747,1.5278498287771276,0.19234257895396498,0.8091686091686091,13.19932738939921,94.0,
