k,m,xi,Adjusted Rand Index,Davies-Bouldin Index,Silhouette Score,Time (s),Iterations
8,3.5,0.3,0.2498049450515105,7.685849532373047,0.0078081856641772,6.079764127731323,44
8,3.5,0.7,0.2461410252824907,7.807072792210391,0.0077592345111525,5.045656681060791,36
9,3.5,0.3,0.245351709415936,7.238522021681326,0.0073255520776177,5.481826305389404,38
9,3.5,0.5,0.2489659680815144,7.27164586743098,0.0076404961854833,9.204909324645996,68
9,3.5,0.7,0.2371371957516667,7.231191813010075,0.0077351306186352,6.778210401535034,47
10,3.5,0.3,0.2016793130489321,7.559447254334406,0.0082272344116077,5.291092395782471,37
10,3.5,0.5,0.2076621708323427,7.59429031493012,0.007903372726848,4.176588773727417,28
10,3.5,0.7,0.2015561928509801,7.441672737639233,0.0082532732762924,4.873135089874268,33
11,3.5,0.3,0.1723284058862869,7.467864722340428,0.0061672813976012,10.217724323272703,65
11,3.5,0.7,0.1696239404168128,7.355870825028637,0.0063738320963066,7.273221254348755,42
11,3.5,0.5,0.1719430678620197,7.438221109298284,0.0060864939517328,7.661596298217773,50
12,3.5,0.3,0.1860478596183986,6.800814993015429,0.0005379033177338,5.580583095550537,32
12,3.5,0.5,0.185719531242396,6.757525166346021,-0.001010327999839,4.932985782623291,30
12,3.5,0.7,0.1809453334460363,6.981986268164892,-0.0012357035213791,4.531844615936279,30
13,3.5,0.3,0.1444950090367037,7.477308724536457,0.0057974693616295,4.837703943252564,29
13,3.5,0.5,0.143911961086501,7.436499207835942,0.0059409801615116,5.504725933074951,32
13,3.5,0.7,0.1429193346331336,7.470393466863244,0.0064657454487157,6.408644914627075,38
14,3.5,0.3,0.1635436266189067,6.7331364914519805,0.0011771233519372,8.363594055175781,51
14,3.5,0.5,0.1621288876628946,6.68477323965737,-0.000552247104063,9.779427766799929,53
14,3.5,0.7,0.1581681496670282,6.699341666272637,-0.0002789146966604,9.727917671203612,56
15,1.5,0.5,0.1435927089717968,7.080544760677875,0.0080087914708942,5.8059632778167725,35
15,1.5,0.3,0.1339077915698772,7.0381137260068805,0.0073275744492287,6.648395299911499,40
15,1.5,0.7,0.2876737548008584,5.668012252541786,-0.0081635490919579,6.306266069412232,33
15,2.5,0.7,0.1466185471887711,7.0620991959122685,0.007850351915188,7.673738718032837,42
15,2.5,0.5,0.1590152429958139,6.785180932426483,0.0008171996230359,10.82187843322754,61
15,2.5,0.3,0.149295897369831,7.0238810963838985,0.0061983017499053,12.144118309020996,65
15,3.5,0.3,0.1594829315773296,6.782043581350755,0.0017344949283839,6.729527473449707,36
15,3.5,0.7,0.156875384992611,6.69806692001916,0.0004058533711181,4.638389825820923,31
15,3.5,0.5,0.1616270344190397,6.848474138072512,0.0009357971018429,6.397046327590942,45
