k,m,xi,Adjusted Rand Index,Adjusted Rand Index Seed,Davies-Bouldin Index,Davies-Bouldin Index Seed,Silhouette Score,Silhouette Score Seed,Purity Score,Purity Score Seed,Time (s),Time (s) Seed,Iterations,Iterations Seed,dataset
9,1.5,0.7,0.2783618405564709,2,6.981513925407833,4,0.0089827470042513,1,0.8905522288755822,1,4.396898746490479,4,35,4,splice
9,2.5,0.3,0.2533509832081992,2,7.372414240073586,4,0.0085656044350068,1,0.9191616766467066,1,3.93309497833252,3,25,1,splice
9,2.5,0.5,0.248305247675806,2,7.454831934112231,2,0.0089240515542175,1,0.9184963406520292,1,4.960166931152344,3,31,3,splice
9,2.5,0.7,0.2481592998138228,1,7.325241340308384,4,0.0091743186929938,1,0.9171656686626748,1,3.5371809005737305,2,23,2,splice
9,3.5,0.3,0.2538564429929803,1,7.011475751319973,4,0.0080774236341908,2,0.906187624750499,3,4.633435964584351,3,32,3,splice
9,3.5,0.5,0.2507560936125689,1,7.013122483097573,4,0.0079992096506358,2,0.9075182967398536,3,4.491738557815552,1,27,1,splice
9,3.5,0.7,0.2403921027504549,1,7.027469946393933,4,0.0079044576762267,4,0.8992015968063872,3,4.412207365036011,1,29,1,splice
10,1.5,0.3,0.2126009425554736,2,7.307359979479145,2,0.0085534338563355,2,0.894544244843646,2,3.641587257385254,4,29,4,splice
10,1.5,0.5,0.213685177525812,2,7.196808094745217,2,0.0095618166820413,2,0.9008649367930806,2,5.022792339324951,4,31,4,splice
10,1.5,0.7,0.2800039447466284,3,6.716653534520782,2,0.0094504210382059,4,0.9011976047904192,4,4.867694616317749,1,30,1,splice
10,2.5,0.3,0.2199824700875056,1,7.099344704396321,2,0.0091475239412914,2,0.8995342648037259,2,4.327232837677002,0,29,2,splice
10,2.5,0.5,0.2147172539066068,2,7.108370569698424,2,0.0091630737759638,2,0.9015302727877578,2,3.7664365768432617,3,30,4,splice
10,2.5,0.7,0.2152463353704682,2,7.068996514090675,2,0.0095880698044821,2,0.9008649367930806,2,5.452915906906128,1,35,1,splice
10,3.5,0.3,0.2229704397459826,2,7.248615355287154,1,0.0085677614401846,1,0.9101796407185628,2,4.490729331970215,4,25,4,splice
10,3.5,0.5,0.222073743846512,2,7.271996072071626,1,0.0084080161827833,1,0.9115103127079176,1,3.927079677581787,2,24,2,splice
10,3.5,0.7,0.21751686078854,2,7.269186495808988,1,0.0087584595090934,1,0.9051896207584832,1,4.865246057510376,4,30,4,splice
11,1.5,0.3,0.1920758499478428,0,7.005075316703758,0,0.0083964627824276,0,0.8922155688622755,2,4.732321262359619,2,33,1,splice
11,1.5,0.5,0.2010853663800475,0,7.006833130971754,0,0.0086436981147277,0,0.8918829008649368,0,3.8205721378326416,1,29,1,splice
11,1.5,0.7,0.2644406454015425,0,6.472737572177061,3,0.0074404633805501,0,0.8922155688622755,0,4.116909980773926,1,25,1,splice
11,2.5,0.3,0.208389403206516,4,7.163399077135751,4,0.0078287144073191,1,0.8888888888888888,1,3.451781272888184,2,28,2,splice
11,2.5,0.5,0.1953916969046201,1,7.198308819382658,4,0.0078906488529073,3,0.8912175648702595,1,4.017071008682251,0,22,0,splice
11,2.5,0.7,0.1916094218104338,1,7.12007800312687,3,0.0090661647498942,3,0.8948769128409847,1,4.959609746932983,2,31,2,splice
11,3.5,0.3,0.2140244423640825,4,6.9172885911029,4,0.0081860525339728,1,0.8922155688622755,1,4.609417200088501,0,27,0,splice
11,3.5,0.5,0.2093737323088746,4,6.8579378676136376,4,0.0083089871587684,1,0.8885562208915503,1,4.229248046875,1,32,1,splice
11,3.5,0.7,0.1959590067661265,1,6.975671391290942,1,0.0085991197060502,1,0.8862275449101796,1,4.736972808837891,0,32,3,splice
12,1.5,0.3,0.1898256171502452,3,7.086825358802193,2,0.0082781367461863,3,0.8978709248170326,3,5.413859128952026,3,32,3,splice
12,1.5,0.5,0.2009134274217444,3,6.982675450035818,3,0.0091531282202466,3,0.8995342648037259,3,5.13749885559082,3,36,0,splice
12,2.5,0.3,0.200188913886979,3,6.892017678300121,2,0.0074377677499572,1,0.8978709248170326,3,4.300123453140259,1,27,1,splice
12,1.5,0.7,0.2739107877413934,2,6.356280037420235,1,0.0061031346184816,3,0.9028609447771124,3,6.421316623687744,3,37,3,splice
12,2.5,0.5,0.197374822071829,3,6.9244163554946185,2,0.0077401394941351,1,0.8942115768463074,3,5.58385968208313,1,31,1,splice
12,2.5,0.7,0.1877467114151834,3,6.97452522339328,0,0.0086602310345493,2,0.8902195608782435,2,6.59033465385437,3,33,1,splice
12,3.5,0.3,0.2044147602666552,2,6.664640940210243,2,0.0078141128373096,1,0.8912175648702595,3,3.604167222976685,4,27,4,splice
12,3.5,0.7,0.1958549723657636,2,6.6382185227733865,2,0.0074031386858297,1,0.8968729208250167,1,5.300536155700684,4,33,4,splice
12,3.5,0.5,0.2051380394318631,2,6.670740630448681,2,0.0078260857624847,1,0.8998669328010646,3,6.75214433670044,2,39,3,splice
13,1.5,0.3,0.1633071928243478,1,7.014115131206239,0,0.0073876976088887,0,0.8915502328675982,4,5.867065906524658,1,32,1,splice
13,1.5,0.5,0.1681568122316789,1,7.07047480257054,0,0.0078325088727042,0,0.8782435129740519,1,4.051480770111084,3,30,1,splice
13,1.5,0.7,0.2572577920045454,3,6.116958052566868,3,0.0074550856843174,1,0.9018629407850964,3,4.492538690567017,2,32,2,splice
13,2.5,0.3,0.1734349391872778,3,6.884086463456659,1,0.0075650419045854,2,0.8932135728542914,4,6.006664514541626,0,32,0,splice
13,2.5,0.5,0.1734998885776462,3,6.703877726226248,1,0.0079121532125543,2,0.8962075848303394,0,4.895735025405884,0,36,0,splice
13,2.5,0.7,0.1748183639497992,2,7.062944208979574,1,0.008170328523073,2,0.8892215568862275,0,4.782576084136963,2,30,4,splice
13,3.5,0.5,0.1781931270618351,2,7.129017474194994,0,0.0077522143278795,4,0.8905522288755822,2,5.426568269729614,2,32,0,splice
13,3.5,0.3,0.1778032879487397,2,7.038685347429841,0,0.0078199283059277,4,0.8902195608782435,2,5.568183422088623,2,33,2,splice
13,3.5,0.7,0.1719017778673957,2,7.127454982148389,4,0.008520403034283,4,0.9045242847638058,4,4.798534631729126,2,31,3,splice
14,1.5,0.3,0.1605620673286166,1,6.932240927451156,0,0.0076241128596229,1,0.8895542248835662,1,5.109007358551025,4,25,4,splice
14,1.5,0.5,0.174161612206201,1,6.7094171751171965,0,0.0089202977807998,0,0.8992015968063872,1,4.831437110900879,4,30,1,splice
14,1.5,0.7,0.2781196646195392,4,5.835909194365285,3,0.0027752593854211,0,0.8995342648037259,4,3.969583034515381,0,27,0,splice
14,2.5,0.7,0.1612175053534033,0,6.939247480263776,3,0.0088945523362875,0,0.9015302727877578,0,3.7038724422454834,0,26,1,splice
14,2.5,0.3,0.1644274592233523,0,6.8772150405320085,3,0.0076861581292859,0,0.9135063206919496,0,5.027522087097168,1,32,1,splice
14,2.5,0.5,0.1596005048753763,0,6.842416844626764,3,0.0078611507758935,0,0.909181636726547,0,5.331953763961792,0,35,4,splice
14,3.5,0.3,0.1708705727346942,0,6.5131036380653,0,0.0068771614825519,3,0.894544244843646,0,6.184437274932861,4,34,4,splice
14,3.5,0.5,0.1725824040244092,0,6.501955828995802,0,0.0069625916411921,3,0.896540252827678,1,5.40754508972168,1,31,1,splice
15,1.5,0.5,0.1443498865863899,2,6.991283956733606,4,0.0080682471467419,0,0.885894876912841,0,5.084524869918823,2,26,2,splice
15,1.5,0.3,0.1414323287789917,0,6.893503521340823,1,0.0076047773970802,0,0.9015302727877578,0,5.696990728378296,0,32,0,splice
14,3.5,0.7,0.1604090054109242,0,6.7143295469674245,0,0.0072089744069341,3,0.8992015968063872,4,6.405108451843262,3,40,1,splice
15,2.5,0.3,0.1413039255275288,4,6.74015966178887,3,0.0061850799247012,2,0.8789088489687292,2,5.133213043212891,4,28,1,splice
15,1.5,0.7,0.2301854585960735,3,5.82461684999502,3,0.0009173722936938,1,0.8769128409846972,2,3.598912715911865,2,27,2,splice
15,2.5,0.5,0.1453771673612686,4,6.758599674422303,3,0.0067546228734994,2,0.8902195608782435,2,5.5886077880859375,2,34,2,splice
15,2.5,0.7,0.1471588237157803,1,6.820719074236775,1,0.0083173063312615,1,0.8606121091151031,2,6.65850567817688,1,37,0,splice
15,3.5,0.3,0.1439274879154676,1,6.775317768818964,4,0.0071516466725204,2,0.8739188290086494,2,3.5781455039978027,3,22,1,splice
15,3.5,0.5,0.1533513845049329,1,6.573362788499555,1,0.007238850452318,2,0.8725881570192947,2,4.286192178726196,3,32,2,splice
15,3.5,0.7,0.1384892580248449,1,6.795941311743687,4,0.0074551043652894,2,0.8825681969394544,2,3.317765951156616,4,29,0,splice
2,2.5,0.3,0.0807095654612701,1,1.8893013609318527,0,0.1812297086909571,0,0.1757575757575757,1,0.2388215065002441,1,19,1,vowel
2,1.5,0.3,0.0809837157531245,1,1.8893013609318527,0,0.1812297086909571,0,0.1757575757575757,1,0.2974836826324463,4,24,1,vowel
2,1.5,0.7,0.0148997036779579,0,1.8893013609318527,0,0.1812297086909571,0,0.1373737373737373,0,0.3808982372283935,0,28,4,vowel
2,1.5,0.5,0.0148997036779579,0,1.8893013609318527,0,0.1812297086909571,0,0.1373737373737373,0,0.3686318397521972,4,27,4,vowel
2,2.5,0.5,0.0308941897133259,4,1.8803931363432096,0,0.1821611066155735,0,0.1464646464646464,4,0.4149243831634521,0,27,4,vowel
2,2.5,0.7,0.0308941897133259,4,1.870102832091204,0,0.1829114106423846,0,0.1464646464646464,4,0.423905611038208,4,31,4,vowel
2,3.5,0.3,0.0807095654612701,1,1.8803931363432096,0,0.1821611066155735,0,0.1757575757575757,1,0.1803698539733886,1,13,1,vowel
2,3.5,0.5,0.0308941897133259,4,1.854162979610724,0,0.1833118949859251,0,0.1464646464646464,4,0.2922005653381347,4,19,4,vowel
2,3.5,0.7,0.0302514123424245,4,1.854162979610724,0,0.1833118949859251,0,0.1464646464646464,4,0.3598673343658447,2,21,4,vowel
3,1.5,0.3,0.0755362176630871,0,1.9826027383585447,2,0.1550540267938892,0,0.1777777777777777,0,-0.9620845317840576,4,17,4,vowel
3,1.5,0.5,0.0745447395516553,0,1.985001625010197,2,0.1546374030297368,0,0.1777777777777777,0,-0.6488118171691895,3,18,4,vowel
3,1.5,0.7,0.0744787143206361,0,1.991585693454308,2,0.1545297228333865,0,0.1777777777777777,0,-0.7567791938781738,2,21,4,vowel
3,2.5,0.3,0.0724042176254027,0,1.978090527428104,2,0.1543394155134214,0,0.1787878787878788,0,-0.6832084655761719,0,19,2,vowel
3,2.5,0.5,0.0729643503693765,0,1.9771023115732729,3,0.1545323062008361,0,0.1787878787878788,0,0.3283250331878662,2,23,2,vowel
3,3.5,0.3,0.0727514522471665,0,1.965129406406965,3,0.1544688799966698,0,0.1787878787878788,0,0.2086031436920166,4,15,4,vowel
3,2.5,0.7,0.0774511558987738,0,1.9811803084801372,2,0.155165957996362,0,0.1828282828282828,0,0.3479869365692138,2,24,4,vowel
3,3.5,0.5,0.0733066616540428,0,1.9624919014199973,3,0.1547294663167421,0,0.1787878787878788,0,0.367192268371582,3,23,2,vowel
3,3.5,0.7,0.0787578110876879,0,1.960485818818693,3,0.155777525858801,0,0.1828282828282828,0,0.2828888893127441,2,22,4,vowel
4,1.5,0.3,0.0955393142463223,3,1.8066732106590704,4,0.1716009146375,4,0.203030303030303,3,0.3034615516662597,0,18,2,vowel
4,1.5,0.5,0.095000120993003,3,1.808325261114588,1,0.1715272608827631,0,0.203030303030303,3,0.3720884323120117,1,22,2,vowel
4,1.5,0.7,0.0922337237417764,3,1.8061671736831744,2,0.1715337105574717,0,0.1979797979797979,0,0.2669692039489746,0,20,2,vowel
4,2.5,0.3,0.0961911799710329,4,1.8069431686863704,3,0.1714677293021651,1,0.206060606060606,4,0.2574818134307861,1,12,2,vowel
4,2.5,0.5,0.0963300962403491,0,1.8101815776296983,1,0.170975269494402,0,0.206060606060606,0,0.3001368045806885,4,19,2,vowel
4,2.5,0.7,0.0955703588558525,0,1.81026982190976,0,0.1706664439173672,0,0.206060606060606,0,0.3745393753051758,2,21,2,vowel
4,3.5,0.3,0.0968094252186708,2,1.8064832212534585,4,0.1715636104760613,4,0.205050505050505,2,0.1425685882568359,2,11,2,vowel
4,3.5,0.5,0.0961976906858274,0,1.8100909948694492,1,0.1709088497308629,0,0.206060606060606,0,0.2815816402435303,2,15,2,vowel
4,3.5,0.7,0.0961143375530537,2,1.8085811781900247,0,0.1708625148875145,0,0.206060606060606,0,0.2812440395355224,2,17,2,vowel
5,1.5,0.3,0.1477640092849011,2,1.8451292511583852,1,0.1539525466898771,1,0.2555555555555555,0,0.4337296485900879,3,26,1,vowel
5,1.5,0.5,0.135350267217345,2,1.8505639852860012,1,0.1539172772864448,1,0.2515151515151515,0,0.4596977233886719,1,24,4,vowel
5,1.5,0.7,0.1336957637172802,2,1.853383720704573,1,0.1537527765582808,1,0.2474747474747475,0,0.3833720684051513,0,26,4,vowel
5,2.5,0.3,0.1316428451686764,4,1.88141910209902,4,0.1529984781041722,2,0.2555555555555555,0,0.3013589382171631,0,21,0,vowel
5,2.5,0.5,0.1347470897047455,4,1.899533610596208,4,0.1531904716329256,2,0.2555555555555555,0,0.3650796413421631,0,27,0,vowel
5,2.5,0.7,0.1380169114954892,1,1.912004708369984,1,0.1520107350697142,1,0.2555555555555555,2,0.4204790592193603,0,30,0,vowel
5,3.5,0.3,0.1309472647910566,4,1.8492011530219612,4,0.1530276047187422,4,0.2565656565656565,2,0.2916786670684814,2,19,2,vowel
5,3.5,0.5,0.132981212477505,4,1.899600510279082,4,0.1518212532210744,4,0.2555555555555555,0,0.3815023899078369,2,24,2,vowel
5,3.5,0.7,0.1329824438819363,4,1.9007192416793448,4,0.1518539876580251,4,0.2585858585858586,3,0.4297878742218017,3,28,3,vowel
6,1.5,0.3,0.1599753141534113,3,1.8932751881313843,0,0.1485632333034166,1,0.2656565656565656,3,0.3621864318847656,0,21,4,vowel
6,1.5,0.5,0.1595597995972562,3,1.887920794156421,0,0.1484616311121496,3,0.2656565656565656,3,0.3888430595397949,2,25,2,vowel
6,1.5,0.7,0.1520032269635615,1,1.862960158183717,1,0.1490984176729775,3,0.2646464646464646,1,0.4303436279296875,2,29,2,vowel
6,2.5,0.3,0.1613489367562733,3,1.8486376812389635,1,0.1481927369335192,3,0.2717171717171717,4,0.2659685611724853,3,21,3,vowel
6,2.5,0.5,0.1490591778756083,1,1.8449620012220516,1,0.14742059810759,2,0.2646464646464646,1,0.565274715423584,1,31,1,vowel
6,2.5,0.7,0.1401320019974189,1,1.884592708457821,0,0.1478745101144827,4,0.2575757575757575,0,0.5251662731170654,2,33,2,vowel
6,3.5,0.3,0.1451843772836002,2,1.87866661536532,2,0.1494527260451704,4,0.2575757575757575,1,0.3337283134460449,1,22,1,vowel
6,3.5,0.5,0.1443994277090916,1,1.8722065718082783,1,0.1489432067229003,2,0.2666666666666666,0,0.485361099243164,1,30,1,vowel
7,1.5,0.3,0.1508702014917651,3,1.817796168124516,0,0.1483512562079003,1,0.2909090909090909,2,0.3411033153533935,3,27,2,vowel
6,3.5,0.7,0.1466926527149699,1,1.8226544655303591,2,0.1501639452544794,2,0.2636363636363636,2,0.5664072036743164,1,39,1,vowel
7,1.5,0.5,0.1610355026006295,2,1.8177961681245156,4,0.1494904397698745,0,0.301010101010101,2,0.3021271228790283,2,21,2,vowel
7,1.5,0.7,0.1414911327027126,4,1.8172990445899213,4,0.1539051472147247,1,0.2808080808080808,2,0.6325173377990723,0,41,1,vowel
7,2.5,0.3,0.1501448581557639,3,1.8214654228521765,0,0.1484721854769198,4,0.2808080808080808,4,0.4086747169494629,0,24,1,vowel
7,2.5,0.5,0.1422271897730547,3,1.802075160753427,0,0.1486316719521706,0,0.2797979797979798,4,0.4456851482391357,1,27,1,vowel
7,3.5,0.3,0.1535270414044977,3,1.8046404097773336,2,0.1503649647977691,2,0.2787878787878788,1,0.3604302406311035,2,23,2,vowel
7,2.5,0.7,0.1499796175333669,3,1.7948953822438474,0,0.1502731232252369,0,0.2777777777777778,1,0.7422788143157959,1,45,1,vowel
7,3.5,0.5,0.1492943450121049,3,1.8114970037762057,2,0.1482438813091333,0,0.2818181818181818,1,0.3911201953887939,1,27,1,vowel
8,1.5,0.3,0.1556027313924274,1,1.829782267830868,3,0.156877192530654,3,0.2858585858585858,4,-0.7241744995117188,3,26,4,vowel
8,1.5,0.5,0.1571025843727662,1,1.8285763279493712,3,0.1567387340964239,3,0.2868686868686869,0,-0.5901651382446289,2,26,0,vowel
7,3.5,0.7,0.162765886906009,0,1.801459874246547,1,0.1448662908433311,1,0.2909090909090909,0,-0.0744712352752685,3,44,0,vowel
8,2.5,0.3,0.1488358089099752,1,1.8084197215274196,4,0.1530173030320015,3,0.2838383838383838,1,0.3445370197296142,0,24,1,vowel
8,1.5,0.7,0.1561813228882601,1,1.802609742285804,4,0.1555677012342518,2,0.2909090909090909,0,-0.5900506973266602,0,40,0,vowel
8,3.5,0.3,0.145800036647246,4,1.80384967230363,4,0.1527635105160668,4,0.2878787878787879,2,0.3335847854614258,0,23,0,vowel
8,2.5,0.5,0.1543697635683724,3,1.7793794955792626,3,0.1538902293677421,1,0.2838383838383838,1,0.626929521560669,2,37,2,vowel
8,2.5,0.7,0.1609023306882268,3,1.776543215338105,0,0.1523917490730186,1,0.2888888888888888,3,0.6740262508392334,1,50,0,vowel
8,3.5,0.5,0.1489818234979442,1,1.770252299759126,0,0.1519104914611062,4,0.2949494949494949,2,0.5624814033508301,4,39,4,vowel
9,1.5,0.3,0.1743712710404835,1,1.807132210730288,4,0.1573455126896993,2,0.3171717171717171,1,0.3159999847412109,3,22,3,vowel
9,1.5,0.5,0.1509921580786783,3,1.7481264445131806,0,0.1582054076415475,4,0.2939393939393939,3,0.3979525566101074,3,26,3,vowel
8,3.5,0.7,0.1504530246377449,2,1.7548464860752786,4,0.1459510226739117,3,0.3,2,0.5593783855438232,4,40,4,vowel
9,1.5,0.7,0.1508376206237008,4,1.7830579846150547,4,0.1558374660609985,2,0.302020202020202,1,0.5513262748718262,1,38,1,vowel
9,2.5,0.3,0.1674426475883446,1,1.7388712503959576,0,0.1559941795731185,2,0.3101010101010101,1,0.4777905941009521,1,29,1,vowel
9,2.5,0.5,0.1620438046295204,1,1.7204451104391418,2,0.157590083110755,2,0.307070707070707,3,0.4719636440277099,0,32,0,vowel
9,3.5,0.3,0.1532275657084742,2,1.7888686472533872,0,0.1539534090630526,2,0.298989898989899,4,0.3524014949798584,3,24,2,vowel
9,2.5,0.7,0.1645087323069496,0,1.71402985213325,2,0.1555801136075033,2,0.308080808080808,0,0.673736572265625,3,49,3,vowel
9,3.5,0.5,0.1602120680621546,2,1.728988030643885,0,0.1523384269495113,2,0.308080808080808,4,0.5527818202972412,1,40,3,vowel
10,1.5,0.3,0.1602818817062544,4,1.7143169048037332,4,0.1595656639471046,4,0.3121212121212121,2,0.3307368755340576,0,22,0,vowel
10,1.5,0.5,0.1691669205982415,2,1.7149851036923105,4,0.1597947296504382,4,0.3191919191919192,0,0.4056923389434814,0,31,4,vowel
9,3.5,0.7,0.1560606921921444,2,1.7171495168244593,3,0.1509671794299606,1,0.301010101010101,2,0.8072059154510498,1,50,1,vowel
10,1.5,0.7,0.1694027027227775,2,1.7146171005292363,4,0.1608208883309402,4,0.3151515151515151,2,0.4611539840698242,0,30,0,vowel
10,2.5,0.3,0.165285850409332,1,1.7212822498423914,2,0.1615242737742548,2,0.307070707070707,1,0.41552734375,3,32,1,vowel
10,2.5,0.5,0.1668578857773042,1,1.6886078112091858,2,0.1625201071850941,2,0.3101010101010101,1,0.5946662425994873,1,44,1,vowel
10,3.5,0.3,0.1612769823505763,4,1.7234994632283005,2,0.1600611574709719,2,0.3252525252525252,4,0.3782398700714111,4,29,4,vowel
10,2.5,0.7,0.169006922040703,1,1.687925179841438,4,0.1548529960729343,4,0.3141414141414141,1,0.7779037952423096,2,56,2,vowel
10,3.5,0.5,0.1683664916485731,1,1.681397676805344,1,0.1601656856749924,4,0.3212121212121212,1,0.6908082962036133,2,47,2,vowel
11,1.5,0.3,0.1622076736306291,0,1.722636597380735,3,0.1631639831881056,3,0.3383838383838384,0,0.9701335430145264,0,25,4,vowel
11,1.5,0.5,0.1707492413537542,0,1.7048960485033675,2,0.1613903506747153,4,0.3252525252525252,0,1.0333096981048584,4,25,4,vowel
10,3.5,0.7,0.1573667310970943,2,1.67739205097043,4,0.1563094223061401,1,0.3131313131313131,2,1.075037717819214,0,51,2,vowel
11,1.5,0.7,0.1825138632830204,0,1.683265528271228,3,0.1633624228899031,4,0.3414141414141414,0,1.6940968036651611,1,39,1,vowel
11,2.5,0.3,0.1587310037851504,3,1.710972688182152,2,0.1651462445714097,2,0.3383838383838384,1,0.8469498157501221,2,26,1,vowel
11,2.5,0.5,0.1630998270493361,0,1.6810822771583416,3,0.1612788570242268,0,0.3414141414141414,1,1.6489567756652832,1,34,1,vowel
11,3.5,0.3,0.1666227753951518,3,1.7354986873295877,3,0.1612060799610636,3,0.3393939393939394,3,1.43786883354187,1,29,1,vowel
11,2.5,0.7,0.1653056010598117,2,1.6930021643987925,3,0.1579092804699376,2,0.3343434343434343,2,2.568573474884033,1,50,1,vowel
11,3.5,0.5,0.1646180539500878,3,1.727577733456821,3,0.1614935877219659,3,0.3353535353535353,1,2.474170446395874,1,50,1,vowel
12,1.5,0.3,0.1697909402274181,3,1.6949423658807443,2,0.165851217453928,2,0.3474747474747475,3,1.418776273727417,4,25,4,vowel
11,3.5,0.7,0.1627582809613305,3,1.6775909723396352,2,0.1503518900356391,2,0.3292929292929293,4,2.6680784225463867,4,66,2,vowel
12,1.5,0.7,0.1661024156685048,3,1.650086055088769,2,0.1671467875312633,3,0.3454545454545454,3,2.051401376724243,3,38,2,vowel
12,2.5,0.3,0.1587480092238652,0,1.6932781007532205,0,0.1715414348826534,0,0.3353535353535353,4,0.5880472660064697,2,27,3,vowel
12,1.5,0.5,0.169144276500583,3,1.6613563415489363,4,0.1671485971799254,4,0.3373737373737374,3,1.6461045742034912,1,28,1,vowel
12,3.5,0.3,0.1587410195169459,1,1.6748473870836085,2,0.1713007895082525,2,0.3404040404040404,0,1.4375183582305908,4,27,4,vowel
12,2.5,0.5,0.1532347775298592,0,1.642162027221883,2,0.1663946717253512,2,0.3272727272727272,1,2.3349320888519287,1,45,1,vowel
12,3.5,0.5,0.1600642649527311,1,1.6809372399350986,2,0.1653204139065018,2,0.3434343434343434,0,2.1668736934661865,0,42,0,vowel
12,2.5,0.7,0.1566683977627534,1,1.6756312150557118,3,0.1614977166344133,3,0.3262626262626262,1,2.3110992908477783,1,46,1,vowel
13,1.5,0.3,0.1734674580307026,2,1.680975984439931,0,0.1708384339229448,0,0.3575757575757576,2,1.6776914596557615,0,29,0,vowel
13,1.5,0.5,0.1861540819321866,2,1.6881115840094127,0,0.1705586933857118,0,0.3696969696969697,2,1.5734295845031738,4,27,0,vowel
13,1.5,0.7,0.1574067033120023,3,1.6896356246529634,0,0.1676153745537833,0,0.3484848484848485,3,1.5951826572418213,2,45,0,vowel
12,3.5,0.7,0.1544205185474833,0,1.6086980540487403,2,0.1582619052813784,2,0.3333333333333333,1,3.1177473068237305,1,60,1,vowel
13,2.5,0.3,0.1650668957261732,3,1.5906663496503068,0,0.1719595157319729,1,0.3535353535353535,1,0.3963103294372558,0,26,0,vowel
13,3.5,0.3,0.165775182884269,1,1.6755717158090933,0,0.172748205664327,1,0.3545454545454545,1,1.6664447784423828,1,30,1,vowel
13,2.5,0.5,0.1514701459832357,2,1.588307449195934,0,0.1698460472280401,2,0.3343434343434343,2,2.04822301864624,0,34,0,vowel
13,2.5,0.7,0.155247694423865,1,1.589193967580388,0,0.1688514173418004,2,0.3444444444444444,1,3.645676612854004,1,70,1,vowel
14,1.5,0.3,0.1650152406803517,4,1.7154708944209016,0,0.1699116419001642,0,0.3717171717171717,0,1.3582088947296145,3,25,3,vowel
13,3.5,0.5,0.1548611050257517,0,1.6130520442226874,0,0.1711125808444261,1,0.3505050505050505,0,3.621257066726685,1,67,1,vowel
14,1.5,0.5,0.1705411415330521,0,1.6928504983522628,4,0.1720325054910526,3,0.3747474747474748,0,0.7299439907073975,1,33,1,vowel
14,2.5,0.3,0.1464870339963834,3,1.6598777124401798,2,0.1755203841556469,2,0.3474747474747475,4,0.15590500831604,0,24,0,vowel
13,3.5,0.7,0.1505468780090716,0,1.6902698791764454,3,0.158592491139027,3,0.3353535353535353,3,2.9198241233825684,0,55,0,vowel
14,1.5,0.7,0.1806709351998156,1,1.6994364731330005,3,0.16932039121288,3,0.3757575757575757,1,2.3488399982452397,2,40,2,vowel
14,3.5,0.3,0.1592574189763692,2,1.627562959273861,3,0.1683119506694253,0,0.3565656565656566,1,1.583827018737793,3,27,3,vowel
14,2.5,0.5,0.1661517802967466,1,1.643245433751207,3,0.1707255547446908,1,0.3606060606060606,3,2.277357339859009,1,41,0,vowel
14,2.5,0.7,0.1590798306083914,1,1.584552615663046,2,0.1700551728439822,1,0.3434343434343434,1,3.1668052673339844,0,55,0,vowel
15,1.5,0.3,0.1745372865650898,4,1.6457711554692638,4,0.177112373396075,4,0.3797979797979798,4,1.046931266784668,4,25,1,vowel
14,3.5,0.5,0.1607018389824361,2,1.5949724927019189,3,0.1684701470262321,0,0.3525252525252525,2,2.0594279766082764,4,45,1,vowel
15,1.5,0.5,0.1672892062612596,4,1.6437702924920323,0,0.1807220569685843,0,0.3737373737373737,0,2.3795583248138428,4,42,4,vowel
15,2.5,0.3,0.1713899876173094,1,1.6303473564136537,2,0.1779885278677896,2,0.3727272727272727,1,1.5930616855621338,1,27,1,vowel
14,3.5,0.7,0.1492492990941283,1,1.6347642946993497,3,0.1624141972319482,0,0.3626262626262626,1,3.6132285594940186,1,62,1,vowel
15,1.5,0.7,0.1766230798973601,4,1.6253406780823056,3,0.1730916357472188,4,0.3797979797979798,4,1.99407958984375,0,35,0,vowel
15,3.5,0.3,0.1714915592992311,1,1.6309327983534998,2,0.1735952226528892,4,0.3747474747474748,1,2.128896713256836,4,38,4,vowel
15,2.5,0.5,0.16266498501828,4,1.6210669461540372,0,0.1741778916445518,2,0.3747474747474748,4,2.281335592269897,3,41,3,vowel
15,3.5,0.5,0.1557609084809686,1,1.6343240112542894,1,0.1707835920785771,2,0.3555555555555555,1,1.5445280075073242,4,53,3,vowel
15,2.5,0.7,0.1648409127538148,1,1.6322216564881606,0,0.1680938009825594,0,0.3868686868686868,1,2.4819934368133545,4,76,4,vowel
15,3.5,0.7,0.1549181891602677,1,1.6471695151311887,2,0.1651965353082458,4,0.3737373737373737,1,1.1451992988586426,2,84,2,vowel
