Dataset,k,Feature Weighting Method,Selection Method,Distance Metric,r (if Minkowski),Accuracy,Time (seconds)
sick_6,3,information_gain,majority,hamming,,0.921875,1.8150644302368164
sick_6,3,information_gain,idw,minkowski,1,0.78125,3.688436985015869
sick_6,3,information_gain,idw,minkowski,2,0.80859375,3.761251449584961
sick_6,3,information_gain,idw,hamming,,0.9140625,1.8502066135406494
sick_6,3,information_gain,sheppard,minkowski,1,0.921875,3.723200798034668
sick_6,3,information_gain,sheppard,minkowski,2,0.921875,3.685913324356079
sick_6,3,information_gain,sheppard,hamming,,0.92578125,1.8416612148284912
sick_6,3,chi2,majority,minkowski,1,0.9453125,3.6229023933410645
sick_6,3,chi2,majority,minkowski,2,0.9296875,3.526048183441162
sick_6,3,chi2,majority,hamming,,0.9296875,1.713752269744873
sick_6,3,chi2,idw,minkowski,1,0.94140625,3.5523927211761475
sick_6,3,chi2,idw,minkowski,2,0.93359375,3.555433750152588
sick_6,3,chi2,idw,hamming,,0.9296875,1.7276372909545898
sick_6,3,chi2,sheppard,minkowski,1,0.9375,3.6558878421783447
sick_6,3,chi2,sheppard,minkowski,2,0.92578125,3.583294153213501
sick_6,3,chi2,sheppard,hamming,,0.91796875,1.7274234294891357
sick_6,5,eq_weight,majority,minkowski,1,0.88671875,3.567723035812378
sick_6,5,eq_weight,majority,minkowski,2,0.921875,3.571547269821167
sick_6,5,eq_weight,majority,hamming,,0.9375,1.711822748184204
sick_6,5,eq_weight,idw,minkowski,1,0.8984375,3.5853896141052246
sick_6,5,eq_weight,idw,minkowski,2,0.91796875,3.5891101360321045
sick_6,5,eq_weight,idw,hamming,,0.9375,1.7296490669250488
sick_6,5,eq_weight,sheppard,minkowski,1,0.88671875,3.553611993789673
sick_6,5,eq_weight,sheppard,minkowski,2,0.9140625,3.57460355758667
sick_6,5,eq_weight,sheppard,hamming,,0.9296875,1.7283470630645752
sick_6,5,information_gain,majority,minkowski,1,0.921875,3.7401206493377686
sick_6,5,information_gain,majority,minkowski,2,0.921875,3.6992390155792236
sick_6,5,information_gain,majority,hamming,,0.9296875,1.8507542610168457
sick_6,5,information_gain,idw,minkowski,1,0.92578125,3.705329418182373
sick_6,5,information_gain,idw,minkowski,2,0.9140625,3.6702141761779785
sick_6,5,information_gain,idw,hamming,,0.9296875,1.8351542949676514
sick_6,5,information_gain,sheppard,minkowski,1,0.921875,3.647433042526245
sick_6,5,information_gain,sheppard,minkowski,2,0.921875,3.7112460136413574
sick_6,5,information_gain,sheppard,hamming,,0.92578125,1.8238847255706787
sick_6,5,chi2,majority,minkowski,1,0.94921875,3.5748636722564697
sick_6,5,chi2,majority,minkowski,2,0.9296875,3.6217641830444336
sick_6,5,chi2,majority,hamming,,0.9375,1.7511568069458008
sick_6,5,chi2,idw,minkowski,1,0.9453125,3.6497654914855957
sick_6,5,chi2,idw,minkowski,2,0.9296875,3.5848636627197266
sick_6,5,chi2,idw,hamming,,0.9375,1.7261707782745361
sick_6,5,chi2,sheppard,minkowski,1,0.94140625,3.5690433979034424
sick_6,5,chi2,sheppard,minkowski,2,0.92578125,3.5447354316711426
sick_6,5,chi2,sheppard,hamming,,0.9296875,1.7278995513916016
sick_6,7,eq_weight,majority,minkowski,1,0.88671875,3.5559494495391846
sick_6,7,eq_weight,majority,minkowski,2,0.921875,3.5611047744750977
sick_6,7,eq_weight,majority,hamming,,0.93359375,1.7329304218292236
sick_6,7,eq_weight,idw,minkowski,1,0.8984375,3.6451151371002197
sick_6,7,eq_weight,idw,minkowski,2,0.921875,3.6435248851776123
sick_6,7,eq_weight,idw,hamming,,0.93359375,1.731769323348999
sick_6,7,eq_weight,sheppard,minkowski,1,0.88671875,3.5975656509399414
sick_6,7,eq_weight,sheppard,minkowski,2,0.921875,3.561378240585327
sick_6,7,eq_weight,sheppard,hamming,,0.93359375,1.7199625968933105
sick_6,7,information_gain,majority,minkowski,1,0.921875,3.668797492980957
sick_6,7,information_gain,majority,minkowski,2,0.921875,3.647207498550415
sick_6,7,information_gain,majority,hamming,,0.9296875,1.829899787902832
sick_6,7,information_gain,idw,minkowski,1,0.92578125,3.751763105392456
sick_6,7,information_gain,idw,minkowski,2,0.9375,3.7052500247955322
sick_6,7,information_gain,idw,hamming,,0.921875,1.8738572597503662
sick_6,7,information_gain,sheppard,minkowski,1,0.921875,3.756887435913086
sick_6,7,information_gain,sheppard,minkowski,2,0.921875,3.7491719722747803
sick_6,7,information_gain,sheppard,hamming,,0.92578125,1.8690876960754395
sick_6,7,chi2,majority,minkowski,1,0.953125,3.5729386806488037
sick_6,7,chi2,majority,minkowski,2,0.93359375,3.5710530281066895
sick_6,7,chi2,majority,hamming,,0.93359375,1.7301878929138184
sick_6,7,chi2,idw,minkowski,1,0.9453125,3.6259799003601074
sick_6,7,chi2,idw,minkowski,2,0.9453125,3.6356706619262695
sick_6,7,chi2,idw,hamming,,0.93359375,1.739189624786377
sick_6,7,chi2,sheppard,minkowski,1,0.94140625,3.612093687057495
sick_6,7,chi2,sheppard,minkowski,2,0.94140625,3.594282627105713
sick_6,7,chi2,sheppard,hamming,,0.93359375,1.748781681060791
sick_7,1,eq_weight,majority,minkowski,1,0.9066147859922179,3.5941836833953857
sick_7,1,eq_weight,majority,minkowski,2,0.9066147859922179,3.5840961933135986
sick_7,1,eq_weight,majority,hamming,,0.9066147859922179,1.7065274715423584
sick_7,1,eq_weight,idw,minkowski,1,0.9066147859922179,3.5364034175872803
sick_7,1,eq_weight,idw,minkowski,2,0.9066147859922179,3.6364333629608154
sick_7,1,eq_weight,idw,hamming,,0.9066147859922179,1.7367026805877686
sick_7,1,eq_weight,sheppard,minkowski,1,0.9066147859922179,3.5704946517944336
sick_7,1,eq_weight,sheppard,minkowski,2,0.9066147859922179,3.588642120361328
sick_7,1,eq_weight,sheppard,hamming,,0.9066147859922179,1.7325780391693115
sick_7,1,information_gain,majority,minkowski,1,0.9260700389105059,3.7658286094665527
sick_7,1,information_gain,majority,minkowski,2,0.9260700389105059,3.7781357765197754
sick_7,1,information_gain,majority,hamming,,0.9299610894941635,1.846125841140747
sick_7,1,information_gain,idw,minkowski,1,0.9260700389105059,3.7294607162475586
sick_7,1,information_gain,idw,minkowski,2,0.9260700389105059,3.6620914936065674
sick_7,1,information_gain,idw,hamming,,0.9260700389105059,1.837127447128296
sick_7,1,information_gain,sheppard,minkowski,1,0.9260700389105059,3.704577922821045
sick_7,1,information_gain,sheppard,minkowski,2,0.9260700389105059,3.7193756103515625
sick_7,1,information_gain,sheppard,hamming,,0.9299610894941635,1.8439879417419434
sick_7,1,chi2,majority,minkowski,1,0.9455252918287937,3.640171527862549
sick_7,1,chi2,majority,minkowski,2,0.953307392996109,3.629796266555786
sick_7,1,chi2,majority,hamming,,0.9066147859922179,1.755035161972046
sick_7,1,chi2,idw,minkowski,1,0.9455252918287937,3.666320323944092
sick_7,1,chi2,idw,minkowski,2,0.953307392996109,3.5917887687683105
sick_7,1,chi2,idw,hamming,,0.9066147859922179,1.738858699798584
sick_7,1,chi2,sheppard,minkowski,1,0.9455252918287937,3.622912883758545
sick_7,1,chi2,sheppard,minkowski,2,0.953307392996109,3.601576328277588
sick_7,1,chi2,sheppard,hamming,,0.9066147859922179,1.7375731468200684
sick_7,3,eq_weight,majority,minkowski,1,0.9221789883268483,3.6178956031799316
sick_7,3,eq_weight,majority,minkowski,2,0.914396887159533,3.6222264766693115
sick_7,3,eq_weight,majority,hamming,,0.9416342412451362,1.7337422370910645
sick_7,3,eq_weight,idw,minkowski,1,0.9299610894941635,3.6104140281677246
sick_7,3,eq_weight,idw,minkowski,2,0.9105058365758755,3.6504862308502197
sick_7,3,eq_weight,idw,hamming,,0.9416342412451362,1.7436130046844482
sick_7,3,eq_weight,sheppard,minkowski,1,0.9221789883268483,3.6482646465301514
sick_7,3,eq_weight,sheppard,minkowski,2,0.914396887159533,3.579254388809204
sick_7,3,eq_weight,sheppard,hamming,,0.9299610894941635,1.7411386966705322
sick_7,3,information_gain,majority,minkowski,1,0.9260700389105059,3.720580577850342
sick_7,3,information_gain,majority,minkowski,2,0.9260700389105059,3.7372829914093018
sick_7,3,information_gain,majority,hamming,,0.933852140077821,1.856332540512085
sick_7,3,information_gain,idw,minkowski,1,0.9260700389105059,3.7308125495910645
sick_7,3,information_gain,idw,minkowski,2,0.9260700389105059,3.748563528060913
sick_7,3,information_gain,idw,hamming,,0.9377431906614786,1.838423252105713
sick_7,3,information_gain,sheppard,minkowski,1,0.9260700389105059,3.759765863418579
sick_7,3,information_gain,sheppard,minkowski,2,0.9260700389105059,3.760542631149292
sick_7,3,information_gain,sheppard,hamming,,0.9377431906614786,1.8529374599456787
sick_7,3,chi2,majority,minkowski,1,0.9571984435797666,3.5736498832702637
sick_7,3,chi2,majority,minkowski,2,0.9571984435797666,3.6020584106445312
sick_7,3,chi2,majority,hamming,,0.9416342412451362,1.7276113033294678
sick_7,3,chi2,idw,minkowski,1,0.9610894941634242,3.642554998397827
sick_7,3,chi2,idw,minkowski,2,0.9571984435797666,3.634216785430908
sick_7,3,chi2,idw,hamming,,0.9416342412451362,1.734980821609497
sick_7,3,chi2,sheppard,minkowski,1,0.953307392996109,3.6646549701690674
sick_7,3,chi2,sheppard,minkowski,2,0.953307392996109,3.649704694747925
sick_7,3,chi2,sheppard,hamming,,0.9299610894941635,1.7342181205749512
sick_7,5,eq_weight,majority,minkowski,1,0.9221789883268483,3.647623062133789
sick_7,5,eq_weight,majority,minkowski,2,0.9221789883268483,3.534081220626831
sick_7,5,eq_weight,majority,hamming,,0.9299610894941635,1.7028350830078125
sick_7,5,eq_weight,idw,minkowski,1,0.9221789883268483,3.6225688457489014
sick_7,5,eq_weight,idw,minkowski,2,0.9221789883268483,3.6440725326538086
sick_7,5,eq_weight,idw,hamming,,0.9299610894941635,1.7408416271209717
sick_7,5,eq_weight,sheppard,minkowski,1,0.9182879377431906,3.5917305946350098
sick_7,5,eq_weight,sheppard,minkowski,2,0.9221789883268483,3.658402681350708
sick_7,5,eq_weight,sheppard,hamming,,0.9260700389105059,1.7579591274261475
sick_7,5,information_gain,majority,minkowski,1,0.9260700389105059,3.7750353813171387
sick_7,5,information_gain,majority,minkowski,2,0.9260700389105059,3.7433929443359375
sick_7,5,information_gain,majority,hamming,,0.9299610894941635,1.844496250152588
sick_7,5,information_gain,idw,minkowski,1,0.8988326848249028,3.7050204277038574
sick_7,5,information_gain,idw,minkowski,2,0.8949416342412452,3.6553282737731934
sick_7,5,information_gain,idw,hamming,,0.9299610894941635,1.8255271911621094
sick_7,5,information_gain,sheppard,minkowski,1,0.9260700389105059,3.728159189224243
sick_7,5,information_gain,sheppard,minkowski,2,0.9260700389105059,3.7551019191741943
sick_7,5,information_gain,sheppard,hamming,,0.9221789883268483,1.8613712787628174
sick_7,5,chi2,majority,minkowski,1,0.9494163424124513,3.6352787017822266
sick_7,5,chi2,majority,minkowski,2,0.9455252918287937,3.6414942741394043
sick_7,5,chi2,majority,hamming,,0.9299610894941635,1.7554221153259277
sick_7,5,chi2,idw,minkowski,1,0.953307392996109,3.6508078575134277
sick_7,5,chi2,idw,minkowski,2,0.9571984435797666,3.616953134536743
sick_7,5,chi2,idw,hamming,,0.9299610894941635,1.7122256755828857
sick_7,5,chi2,sheppard,minkowski,1,0.953307392996109,3.623115301132202
sick_7,5,chi2,sheppard,minkowski,2,0.9455252918287937,3.6275298595428467
sick_7,5,chi2,sheppard,hamming,,0.9260700389105059,1.747615098953247
sick_7,7,eq_weight,majority,minkowski,1,0.9182879377431906,3.6224350929260254
sick_7,7,eq_weight,majority,minkowski,2,0.9260700389105059,3.614525079727173
sick_7,7,eq_weight,majority,hamming,,0.933852140077821,1.7385551929473877
sick_7,7,eq_weight,idw,minkowski,1,0.9105058365758755,3.6706533432006836
sick_7,7,eq_weight,idw,minkowski,2,0.9182879377431906,3.639878749847412
sick_7,7,eq_weight,idw,hamming,,0.933852140077821,1.753591775894165
sick_7,7,eq_weight,sheppard,minkowski,1,0.9182879377431906,3.595339775085449
sick_7,7,eq_weight,sheppard,minkowski,2,0.9221789883268483,3.599442481994629
sick_7,7,eq_weight,sheppard,hamming,,0.9260700389105059,1.7354600429534912
sick_7,7,information_gain,majority,minkowski,1,0.9260700389105059,3.7195417881011963
sick_7,7,information_gain,majority,minkowski,2,0.9260700389105059,3.757204294204712
sick_7,7,information_gain,majority,hamming,,0.9260700389105059,1.8520119190216064
sick_7,7,information_gain,idw,minkowski,1,0.9571984435797666,3.764005661010742
sick_7,7,information_gain,idw,minkowski,2,0.953307392996109,3.7270567417144775
sick_7,7,information_gain,idw,hamming,,0.9299610894941635,1.8565211296081543
sick_7,7,information_gain,sheppard,minkowski,1,0.9260700389105059,3.7450246810913086
sick_7,7,information_gain,sheppard,minkowski,2,0.9260700389105059,3.6787679195404053
sick_7,7,information_gain,sheppard,hamming,,0.9260700389105059,1.8346199989318848
sick_7,7,chi2,majority,minkowski,1,0.9494163424124513,3.5935587882995605
sick_7,7,chi2,majority,minkowski,2,0.9494163424124513,3.6072094440460205
sick_7,7,chi2,majority,hamming,,0.933852140077821,1.7297723293304443
sick_7,7,chi2,idw,minkowski,1,0.9571984435797666,3.6612863540649414
sick_7,7,chi2,idw,minkowski,2,0.953307392996109,3.663384199142456
sick_7,7,chi2,idw,hamming,,0.933852140077821,1.7413930892944336
sick_7,7,chi2,sheppard,minkowski,1,0.9571984435797666,3.6463348865509033
sick_7,7,chi2,sheppard,minkowski,2,0.9494163424124513,3.6013588905334473
sick_7,7,chi2,sheppard,hamming,,0.9260700389105059,1.736734390258789
sick_8,1,eq_weight,majority,minkowski,1,0.9026217228464419,3.7078232765197754
sick_8,1,eq_weight,majority,minkowski,2,0.8951310861423221,3.634831428527832
sick_8,1,eq_weight,majority,hamming,,0.9176029962546817,1.7795016765594482
sick_8,1,eq_weight,idw,minkowski,1,0.9026217228464419,3.7840089797973633
sick_8,1,eq_weight,idw,minkowski,2,0.8951310861423221,3.765585422515869
sick_8,1,eq_weight,idw,hamming,,0.9176029962546817,1.7846240997314453
sick_8,1,eq_weight,sheppard,minkowski,1,0.9026217228464419,3.7712392807006836
sick_8,1,eq_weight,sheppard,minkowski,2,0.8951310861423221,3.776498556137085
sick_8,1,eq_weight,sheppard,hamming,,0.9176029962546817,1.813549518585205
sick_8,1,information_gain,majority,minkowski,1,0.9213483146067416,3.8977465629577637
sick_8,1,information_gain,majority,minkowski,2,0.9213483146067416,3.8193647861480713
sick_8,1,information_gain,majority,hamming,,0.9325842696629213,1.8699557781219482
sick_8,1,information_gain,idw,minkowski,1,0.9213483146067416,3.8193933963775635
sick_8,1,information_gain,idw,minkowski,2,0.9213483146067416,3.832821846008301
sick_8,1,information_gain,idw,hamming,,0.9138576779026217,1.8881316184997559
sick_8,1,information_gain,sheppard,minkowski,1,0.9213483146067416,3.848005771636963
sick_8,1,information_gain,sheppard,minkowski,2,0.9213483146067416,3.8543174266815186
sick_8,1,information_gain,sheppard,hamming,,0.9138576779026217,1.9064247608184814
sick_8,1,chi2,majority,minkowski,1,0.9288389513108615,3.7716684341430664
sick_8,1,chi2,majority,minkowski,2,0.9363295880149812,3.7674455642700195
sick_8,1,chi2,majority,hamming,,0.9176029962546817,1.7980437278747559
sick_8,1,chi2,idw,minkowski,1,0.9288389513108615,3.7150394916534424
sick_8,1,chi2,idw,minkowski,2,0.9363295880149812,3.7143256664276123
sick_8,1,chi2,idw,hamming,,0.9176029962546817,1.7888267040252686
sick_8,1,chi2,sheppard,minkowski,1,0.9288389513108615,3.7625350952148438
sick_8,1,chi2,sheppard,minkowski,2,0.9363295880149812,3.7350404262542725
sick_8,1,chi2,sheppard,hamming,,0.9176029962546817,1.8066835403442383
sick_8,3,eq_weight,majority,minkowski,1,0.9138576779026217,3.757939338684082
sick_8,3,eq_weight,majority,minkowski,2,0.9101123595505618,3.7859134674072266
sick_8,3,eq_weight,majority,hamming,,0.9213483146067416,1.8263280391693115
sick_8,3,eq_weight,idw,minkowski,1,0.9213483146067416,3.7846007347106934
sick_8,3,eq_weight,idw,minkowski,2,0.9138576779026217,3.742659091949463
sick_8,3,eq_weight,idw,hamming,,0.9213483146067416,1.7889680862426758
sick_8,3,eq_weight,sheppard,minkowski,1,0.9138576779026217,3.739685535430908
sick_8,3,eq_weight,sheppard,minkowski,2,0.9101123595505618,3.7486677169799805
sick_8,3,eq_weight,sheppard,hamming,,0.9176029962546817,1.7994475364685059
sick_8,3,information_gain,majority,minkowski,1,0.9213483146067416,3.8428893089294434
sick_8,3,information_gain,majority,minkowski,2,0.9213483146067416,3.8068695068359375
sick_8,3,information_gain,majority,hamming,,0.9138576779026217,1.9508259296417236
sick_8,3,information_gain,idw,minkowski,1,0.9550561797752809,3.8748512268066406
sick_8,3,information_gain,idw,minkowski,2,0.9588014981273408,3.8952314853668213
sick_8,3,information_gain,idw,hamming,,0.9363295880149812,1.8974554538726807
sick_8,3,information_gain,sheppard,minkowski,1,0.9213483146067416,3.7502894401550293
sick_8,3,information_gain,sheppard,minkowski,2,0.9213483146067416,3.8016629219055176
sick_8,3,information_gain,sheppard,hamming,,0.9288389513108615,1.9019742012023926
sick_8,3,chi2,majority,minkowski,1,0.9438202247191011,3.745426893234253
sick_8,3,chi2,majority,minkowski,2,0.9176029962546817,3.755547285079956
sick_8,3,chi2,majority,hamming,,0.9213483146067416,1.8351175785064697
sick_8,3,chi2,idw,minkowski,1,0.9550561797752809,3.7638773918151855
sick_8,3,chi2,idw,minkowski,2,0.947565543071161,3.7762863636016846
sick_8,3,chi2,idw,hamming,,0.9213483146067416,1.8003270626068115
sick_8,3,chi2,sheppard,minkowski,1,0.947565543071161,3.7926409244537354
sick_8,3,chi2,sheppard,minkowski,2,0.9176029962546817,3.695239782333374
sick_8,3,chi2,sheppard,hamming,,0.9176029962546817,1.779416799545288
sick_8,5,eq_weight,majority,minkowski,1,0.9250936329588015,3.7308189868927
sick_8,5,eq_weight,majority,minkowski,2,0.9176029962546817,3.745030641555786
sick_8,5,eq_weight,majority,hamming,,0.9213483146067416,1.8000438213348389
sick_8,5,eq_weight,idw,minkowski,1,0.9288389513108615,3.816131830215454
sick_8,5,eq_weight,idw,minkowski,2,0.9176029962546817,3.8409523963928223
sick_8,5,eq_weight,idw,hamming,,0.9213483146067416,1.8196797370910645
sick_8,5,eq_weight,sheppard,minkowski,1,0.9250936329588015,3.7735536098480225
sick_8,5,eq_weight,sheppard,minkowski,2,0.9176029962546817,3.782480001449585
sick_8,5,eq_weight,sheppard,hamming,,0.9213483146067416,1.7796962261199951
sick_8,5,information_gain,majority,minkowski,1,0.9213483146067416,3.815399169921875
sick_8,5,information_gain,majority,minkowski,2,0.9213483146067416,3.8317031860351562
sick_8,5,information_gain,majority,hamming,,0.9250936329588015,1.8975248336791992
sick_8,5,information_gain,idw,minkowski,1,0.9288389513108615,3.866980791091919
sick_8,5,information_gain,idw,minkowski,2,0.9213483146067416,3.8615739345550537
sick_8,5,information_gain,idw,hamming,,0.9363295880149812,1.9377989768981934
sick_8,5,information_gain,sheppard,minkowski,1,0.9213483146067416,3.878439426422119
sick_8,5,information_gain,sheppard,minkowski,2,0.9213483146067416,3.8998160362243652
sick_8,5,information_gain,sheppard,hamming,,0.9288389513108615,1.9374477863311768
sick_8,5,chi2,majority,minkowski,1,0.9400749063670412,3.702120065689087
sick_8,5,chi2,majority,minkowski,2,0.9213483146067416,3.7199771404266357
sick_8,5,chi2,majority,hamming,,0.9213483146067416,1.786372423171997
sick_8,5,chi2,idw,minkowski,1,0.951310861423221,3.7624521255493164
sick_8,5,chi2,idw,minkowski,2,0.9400749063670412,3.760777711868286
sick_8,5,chi2,idw,hamming,,0.9213483146067416,1.8118090629577637
sick_8,5,chi2,sheppard,minkowski,1,0.947565543071161,3.8018922805786133
sick_8,5,chi2,sheppard,minkowski,2,0.9288389513108615,3.785275936126709
sick_8,5,chi2,sheppard,hamming,,0.9213483146067416,1.8832790851593018
sick_8,7,eq_weight,majority,minkowski,1,0.9288389513108615,3.7613019943237305
sick_8,7,eq_weight,majority,minkowski,2,0.9138576779026217,3.748079538345337
sick_8,7,eq_weight,majority,hamming,,0.9325842696629213,1.7744011878967285
sick_8,7,eq_weight,idw,minkowski,1,0.9250936329588015,3.7323410511016846
sick_8,7,eq_weight,idw,minkowski,2,0.9176029962546817,3.770233154296875
sick_8,7,eq_weight,idw,hamming,,0.9325842696629213,1.8101141452789307
sick_8,7,eq_weight,sheppard,minkowski,1,0.9250936329588015,3.7175064086914062
sick_8,7,eq_weight,sheppard,minkowski,2,0.9138576779026217,3.7794623374938965
sick_8,7,eq_weight,sheppard,hamming,,0.9288389513108615,1.8099372386932373
sick_8,7,information_gain,majority,minkowski,1,0.9213483146067416,3.912170886993408
sick_8,7,information_gain,majority,minkowski,2,0.9213483146067416,3.919774293899536
sick_8,7,information_gain,majority,hamming,,0.9288389513108615,1.9169209003448486
sick_8,7,information_gain,idw,minkowski,1,0.9250936329588015,3.8119633197784424
sick_8,7,information_gain,idw,minkowski,2,0.9213483146067416,3.7797365188598633
sick_8,7,information_gain,idw,hamming,,0.9325842696629213,1.8986988067626953
sick_8,7,information_gain,sheppard,minkowski,1,0.9213483146067416,3.894691228866577
sick_8,7,information_gain,sheppard,minkowski,2,0.9213483146067416,3.8578567504882812
sick_8,7,information_gain,sheppard,hamming,,0.9325842696629213,1.9093780517578125
sick_8,7,chi2,majority,minkowski,1,0.9438202247191011,3.795179605484009
sick_8,7,chi2,majority,minkowski,2,0.9250936329588015,3.7676146030426025
sick_8,7,chi2,majority,hamming,,0.9325842696629213,1.8044440746307373
sick_8,7,chi2,idw,minkowski,1,0.951310861423221,3.7925302982330322
sick_8,7,chi2,idw,minkowski,2,0.9588014981273408,3.658552646636963
sick_8,7,chi2,idw,hamming,,0.9325842696629213,1.7843983173370361
sick_8,7,chi2,sheppard,minkowski,1,0.947565543071161,3.76222825050354
sick_8,7,chi2,sheppard,minkowski,2,0.9438202247191011,3.704998016357422
sick_8,7,chi2,sheppard,hamming,,0.9288389513108615,1.8025391101837158
sick_9,1,eq_weight,majority,minkowski,1,0.868421052631579,3.719106435775757
sick_9,1,eq_weight,majority,minkowski,2,0.9097744360902256,3.708387851715088
sick_9,1,eq_weight,majority,hamming,,0.9172932330827067,1.7921867370605469
sick_9,1,eq_weight,idw,minkowski,1,0.868421052631579,3.7976388931274414
sick_9,1,eq_weight,idw,minkowski,2,0.9097744360902256,3.7559309005737305
sick_9,1,eq_weight,idw,hamming,,0.9172932330827067,1.778214454650879
sick_9,1,eq_weight,sheppard,minkowski,1,0.868421052631579,3.7125303745269775
sick_9,1,eq_weight,sheppard,minkowski,2,0.9097744360902256,3.7109944820404053
sick_9,1,eq_weight,sheppard,hamming,,0.9172932330827067,1.7906522750854492
sick_9,1,information_gain,majority,minkowski,1,0.9172932330827067,3.83005690574646
sick_9,1,information_gain,majority,minkowski,2,0.9172932330827067,3.8148691654205322
sick_9,1,information_gain,majority,hamming,,0.9135338345864662,1.9153611660003662
sick_9,1,information_gain,idw,minkowski,1,0.9172932330827067,3.8494515419006348
sick_9,1,information_gain,idw,minkowski,2,0.9172932330827067,3.82511305809021
sick_9,1,information_gain,idw,hamming,,0.9210526315789473,1.9083359241485596
sick_9,1,information_gain,sheppard,minkowski,1,0.9172932330827067,3.8788375854492188
sick_9,1,information_gain,sheppard,minkowski,2,0.9172932330827067,3.7883763313293457
sick_9,1,information_gain,sheppard,hamming,,0.924812030075188,1.880629062652588
sick_9,1,chi2,majority,minkowski,1,0.9548872180451128,3.727018356323242
sick_9,1,chi2,majority,minkowski,2,0.9135338345864662,3.724696636199951
sick_9,1,chi2,majority,hamming,,0.9172932330827067,1.8022048473358154
sick_9,1,chi2,idw,minkowski,1,0.9548872180451128,3.7432472705841064
sick_9,1,chi2,idw,minkowski,2,0.9135338345864662,3.8894741535186768
sick_9,1,chi2,idw,hamming,,0.9172932330827067,1.802278995513916
sick_9,1,chi2,sheppard,minkowski,1,0.9548872180451128,3.7765843868255615
sick_9,1,chi2,sheppard,minkowski,2,0.9135338345864662,3.743464708328247
sick_9,1,chi2,sheppard,hamming,,0.9172932330827067,1.755608320236206
sick_9,3,eq_weight,majority,minkowski,1,0.8947368421052632,3.7040340900421143
sick_9,3,eq_weight,majority,minkowski,2,0.9060150375939849,3.709371566772461
sick_9,3,eq_weight,majority,hamming,,0.9323308270676691,1.774397850036621
sick_9,3,eq_weight,idw,minkowski,1,0.8872180451127819,3.777219533920288
sick_9,3,eq_weight,idw,minkowski,2,0.9097744360902256,3.756439685821533
sick_9,3,eq_weight,idw,hamming,,0.9323308270676691,1.790964126586914
sick_9,3,eq_weight,sheppard,minkowski,1,0.8909774436090225,3.7795724868774414
sick_9,3,eq_weight,sheppard,minkowski,2,0.9097744360902256,3.7563283443450928
sick_9,3,eq_weight,sheppard,hamming,,0.9285714285714286,1.8281233310699463
sick_9,3,information_gain,majority,minkowski,1,0.9172932330827067,3.819328784942627
sick_9,3,information_gain,majority,minkowski,2,0.9172932330827067,3.8095948696136475
sick_9,3,information_gain,majority,hamming,,0.9172932330827067,1.8696227073669434
sick_9,3,information_gain,idw,minkowski,1,0.9172932330827067,3.831289768218994
sick_9,3,information_gain,idw,minkowski,2,0.9172932330827067,3.8283681869506836
sick_9,3,information_gain,idw,hamming,,0.9473684210526315,1.9023923873901367
sick_9,3,information_gain,sheppard,minkowski,1,0.9172932330827067,3.862018585205078
sick_9,3,information_gain,sheppard,minkowski,2,0.9172932330827067,3.8764920234680176
sick_9,3,information_gain,sheppard,hamming,,0.9511278195488722,1.897667407989502
sick_9,3,chi2,majority,minkowski,1,0.9548872180451128,3.7756690979003906
sick_9,3,chi2,majority,minkowski,2,0.9323308270676691,3.6949312686920166
sick_9,3,chi2,majority,hamming,,0.9323308270676691,1.7662792205810547
sick_9,3,chi2,idw,minkowski,1,0.9586466165413534,3.7163045406341553
sick_9,3,chi2,idw,minkowski,2,0.9360902255639098,3.7346582412719727
sick_9,3,chi2,idw,hamming,,0.9323308270676691,1.7973496913909912
sick_9,3,chi2,sheppard,minkowski,1,0.9624060150375939,3.790623426437378
sick_9,3,chi2,sheppard,minkowski,2,0.9398496240601504,3.7544238567352295
sick_9,3,chi2,sheppard,hamming,,0.9285714285714286,1.8098127841949463
sick_9,5,eq_weight,majority,minkowski,1,0.9172932330827067,3.7679312229156494
sick_9,5,eq_weight,majority,minkowski,2,0.9135338345864662,3.710721492767334
sick_9,5,eq_weight,majority,hamming,,0.9210526315789473,1.803260326385498
sick_9,5,eq_weight,idw,minkowski,1,0.9022556390977443,3.728118419647217
sick_9,5,eq_weight,idw,minkowski,2,0.9210526315789473,3.708226442337036
sick_9,5,eq_weight,idw,hamming,,0.9210526315789473,1.8059697151184082
sick_9,5,eq_weight,sheppard,minkowski,1,0.9135338345864662,3.7554073333740234
sick_9,5,eq_weight,sheppard,minkowski,2,0.9172932330827067,3.741236686706543
sick_9,5,eq_weight,sheppard,hamming,,0.9285714285714286,1.8051345348358154
sick_9,5,information_gain,majority,minkowski,1,0.9172932330827067,3.862809896469116
sick_9,5,information_gain,majority,minkowski,2,0.9172932330827067,3.8122172355651855
sick_9,5,information_gain,majority,hamming,,0.9360902255639098,1.9003863334655762
sick_9,5,information_gain,idw,minkowski,1,0.9172932330827067,3.8212456703186035
sick_9,5,information_gain,idw,minkowski,2,0.9172932330827067,3.789315700531006
sick_9,5,information_gain,idw,hamming,,0.943609022556391,1.8716533184051514
sick_9,5,information_gain,sheppard,minkowski,1,0.9172932330827067,3.845238208770752
sick_9,5,information_gain,sheppard,minkowski,2,0.9172932330827067,3.878798723220825
sick_9,5,information_gain,sheppard,hamming,,0.9473684210526315,1.8987832069396973
