Dataset,Accuracy,Time (seconds),kernel,C,class_weight,shrinking,gamma
balance_3,0.8923076923076924,0.02429485321044922,rbf,10.0,,True,0.1
balance_3,0.8923076923076924,0.024203062057495117,rbf,10.0,,False,0.1
balance_3,0.8923076923076924,0.034111976623535156,rbf,10.0,balanced,True,0.1
balance_3,0.8923076923076924,0.02402639389038086,rbf,10.0,balanced,False,0.1
balance_3,0.8,0.05645895004272461,rbf,10.0,,True,1
balance_3,0.8,0.056000471115112305,rbf,10.0,,False,1
balance_3,0.8,0.04799842834472656,rbf,10.0,balanced,True,1
balance_3,0.8,0.03218841552734375,rbf,10.0,balanced,False,1
balance_3,0.7692307692307693,0.02425694465637207,rbf,100.0,,True,scale
balance_3,0.7692307692307693,0.02420496940612793,rbf,100.0,,False,scale
balance_3,0.7692307692307693,0.024008750915527344,rbf,100.0,balanced,True,scale
balance_3,0.7692307692307693,0.0241391658782959,rbf,100.0,balanced,False,scale
balance_3,0.9384615384615385,0.02402782440185547,rbf,100.0,,True,auto
balance_3,0.9384615384615385,0.03197216987609863,rbf,100.0,,False,auto
balance_3,0.9384615384615385,0.024146318435668945,rbf,100.0,balanced,True,auto
balance_3,0.9384615384615385,0.03212594985961914,rbf,100.0,balanced,False,auto
balance_3,0.9076923076923077,0.01723504066467285,rbf,100.0,,True,0.001
balance_3,0.9076923076923077,0.04020094871520996,rbf,100.0,,False,0.001
balance_3,0.7538461538461538,0.04019808769226074,rbf,100.0,balanced,True,0.001
balance_3,0.7538461538461538,0.07810211181640625,rbf,100.0,balanced,False,0.001
balance_3,0.9384615384615385,0.03227114677429199,rbf,100.0,,True,0.01
balance_3,0.9384615384615385,0.031999826431274414,rbf,100.0,,False,0.01
balance_3,0.9230769230769231,0.02399754524230957,rbf,100.0,balanced,True,0.01
balance_3,0.9230769230769231,0.04817056655883789,rbf,100.0,balanced,False,0.01
balance_3,0.9230769230769231,0.0240020751953125,rbf,100.0,,True,0.1
balance_3,0.9230769230769231,0.02452683448791504,rbf,100.0,,False,0.1
balance_3,0.9230769230769231,0.02399730682373047,rbf,100.0,balanced,True,0.1
balance_3,0.9230769230769231,0.031996726989746094,rbf,100.0,balanced,False,0.1
balance_3,0.8,0.04038691520690918,rbf,100.0,,True,1
balance_3,0.8,0.04000067710876465,rbf,100.0,,False,1
balance_3,0.8,0.056002140045166016,rbf,100.0,balanced,True,1
balance_3,0.8,0.05613064765930176,rbf,100.0,balanced,False,1
balance_4,0.4444444444444444,0.02399754524230957,linear,0.001,,True,
balance_4,0.4444444444444444,0.02399897575378418,linear,0.001,,False,
balance_4,0.49206349206349204,0.023997783660888672,linear,0.001,balanced,True,
balance_4,0.49206349206349204,0.024244070053100586,linear,0.001,balanced,False,
balance_4,0.9206349206349206,0.015996694564819336,linear,0.01,,True,
balance_4,0.9206349206349206,0.016007661819458008,linear,0.01,,False,
balance_4,0.3968253968253968,0.024016618728637695,linear,0.01,balanced,True,
balance_4,0.3968253968253968,0.023998737335205078,linear,0.01,balanced,False,
balance_4,0.9365079365079365,0.007999897003173828,linear,0.1,,True,
balance_4,0.9365079365079365,0.008014917373657227,linear,0.1,,False,
balance_4,0.5873015873015873,0.015999794006347656,linear,0.1,balanced,True,
balance_4,0.5873015873015873,0.016634225845336914,linear,0.1,balanced,False,
balance_4,0.9365079365079365,0.008127927780151367,linear,1.0,,True,
balance_4,0.9365079365079365,0.016892671585083008,linear,1.0,,False,
balance_4,0.8571428571428571,0.0160064697265625,linear,1.0,balanced,True,
balance_4,0.8571428571428571,0.008016347885131836,linear,1.0,balanced,False,
balance_4,0.9682539682539683,0.007999897003173828,linear,10.0,,True,
balance_4,0.9682539682539683,0.01600050926208496,linear,10.0,,False,
balance_4,0.9523809523809523,0.008026123046875,linear,10.0,balanced,True,
balance_4,0.9523809523809523,0.015998125076293945,linear,10.0,balanced,False,
balance_4,0.9841269841269841,0.015999317169189453,linear,100.0,,True,
balance_4,0.9841269841269841,0.02400040626525879,linear,100.0,,False,
balance_4,0.9682539682539683,0.015999555587768555,linear,100.0,balanced,True,
balance_4,0.9682539682539683,0.03198122978210449,linear,100.0,balanced,False,
balance_4,0.4444444444444444,0.03226828575134277,rbf,0.001,,True,scale
balance_4,0.4444444444444444,0.031726837158203125,rbf,0.001,,False,scale
balance_4,0.49206349206349204,0.0400238037109375,rbf,0.001,balanced,True,scale
balance_4,0.49206349206349204,0.039978742599487305,rbf,0.001,balanced,False,scale
balance_4,0.4444444444444444,0.03202104568481445,rbf,0.001,,True,auto
balance_4,0.4444444444444444,0.03998255729675293,rbf,0.001,,False,auto
balance_4,0.49206349206349204,0.05599498748779297,rbf,0.001,balanced,True,auto
balance_4,0.49206349206349204,0.048212289810180664,rbf,0.001,balanced,False,auto
balance_4,0.4444444444444444,0.024394989013671875,rbf,0.001,,True,0.001
balance_4,0.4444444444444444,0.023973941802978516,rbf,0.001,,False,0.001
balance_4,0.49206349206349204,0.04001951217651367,rbf,0.001,balanced,True,0.001
balance_4,0.49206349206349204,0.03999948501586914,rbf,0.001,balanced,False,0.001
balance_4,0.4444444444444444,0.031999826431274414,rbf,0.001,,True,0.01
balance_4,0.4444444444444444,0.032000064849853516,rbf,0.001,,False,0.01
balance_4,0.49206349206349204,0.04063677787780762,rbf,0.001,balanced,True,0.01
balance_4,0.49206349206349204,0.04773736000061035,rbf,0.001,balanced,False,0.01
balance_4,0.4444444444444444,0.031996965408325195,rbf,0.001,,True,0.1
balance_4,0.4444444444444444,0.03202176094055176,rbf,0.001,,False,0.1
balance_4,0.49206349206349204,0.0639801025390625,rbf,0.001,balanced,True,0.1
balance_4,0.49206349206349204,0.04025745391845703,rbf,0.001,balanced,False,0.1
balance_4,0.4444444444444444,0.02375483512878418,rbf,0.001,,True,1
balance_4,0.4444444444444444,0.031999826431274414,rbf,0.001,,False,1
balance_4,0.49206349206349204,0.039999961853027344,rbf,0.001,balanced,True,1
balance_4,0.49206349206349204,0.039999961853027344,rbf,0.001,balanced,False,1
balance_4,0.4444444444444444,0.03200030326843262,rbf,0.01,,True,scale
balance_4,0.4444444444444444,0.03222012519836426,rbf,0.01,,False,scale
balance_4,0.4444444444444444,0.04000043869018555,rbf,0.01,balanced,True,scale
balance_4,0.4444444444444444,0.03999924659729004,rbf,0.01,balanced,False,scale
balance_4,0.4444444444444444,0.03198504447937012,rbf,0.01,,True,auto
balance_4,0.4444444444444444,0.032015085220336914,rbf,0.01,,False,auto
balance_4,0.4444444444444444,0.03998255729675293,rbf,0.01,balanced,True,auto
balance_4,0.4444444444444444,0.04802227020263672,rbf,0.01,balanced,False,auto
balance_4,0.4444444444444444,0.03197908401489258,rbf,0.01,,True,0.001
balance_4,0.4444444444444444,0.032027244567871094,rbf,0.01,,False,0.001
balance_4,0.4444444444444444,0.04025125503540039,rbf,0.01,balanced,True,0.001
balance_4,0.4444444444444444,0.03976297378540039,rbf,0.01,balanced,False,0.001
balance_4,0.4444444444444444,0.03200030326843262,rbf,0.01,,True,0.01
balance_4,0.4444444444444444,0.031996726989746094,rbf,0.01,,False,0.01
balance_4,0.4444444444444444,0.04000568389892578,rbf,0.01,balanced,True,0.01
balance_4,0.4444444444444444,0.04021644592285156,rbf,0.01,balanced,False,0.01
balance_4,0.4444444444444444,0.032645225524902344,rbf,0.01,,True,0.1
balance_4,0.4444444444444444,0.03157520294189453,rbf,0.01,,False,0.1
balance_4,0.4444444444444444,0.04799509048461914,rbf,0.01,balanced,True,0.1
balance_4,0.4444444444444444,0.04166865348815918,rbf,0.01,balanced,False,0.1
balance_4,0.4444444444444444,0.03200125694274902,rbf,0.01,,True,1
balance_4,0.4444444444444444,0.04000234603881836,rbf,0.01,,False,1
balance_4,0.4444444444444444,0.05599832534790039,rbf,0.01,balanced,True,1
balance_4,0.4444444444444444,0.056596994400024414,rbf,0.01,balanced,False,1
balance_4,0.9206349206349206,0.0319974422454834,rbf,0.1,,True,scale
balance_4,0.9206349206349206,0.040003061294555664,rbf,0.1,,False,scale
balance_4,0.4603174603174603,0.03999757766723633,rbf,0.1,balanced,True,scale
balance_4,0.4603174603174603,0.040000200271606445,rbf,0.1,balanced,False,scale
balance_4,0.9206349206349206,0.0320127010345459,rbf,0.1,,True,auto
balance_4,0.9206349206349206,0.031986236572265625,rbf,0.1,,False,auto
balance_4,0.9206349206349206,0.04000210762023926,rbf,0.1,balanced,True,auto
balance_4,0.9206349206349206,0.04000663757324219,rbf,0.1,balanced,False,auto
balance_4,0.4444444444444444,0.025035619735717773,rbf,0.1,,True,0.001
balance_4,0.4444444444444444,0.040001630783081055,rbf,0.1,,False,0.001
balance_4,0.4444444444444444,0.055997371673583984,rbf,0.1,balanced,True,0.001
balance_4,0.4444444444444444,0.03999972343444824,rbf,0.1,balanced,False,0.001
balance_4,0.4444444444444444,0.02775120735168457,rbf,0.1,,True,0.01
balance_4,0.4444444444444444,0.031999826431274414,rbf,0.1,,False,0.01
balance_4,0.49206349206349204,0.03999781608581543,rbf,0.1,balanced,True,0.01
balance_4,0.49206349206349204,0.04026508331298828,rbf,0.1,balanced,False,0.01
balance_4,0.9206349206349206,0.03213930130004883,rbf,0.1,,True,0.1
balance_4,0.9206349206349206,0.023999691009521484,rbf,0.1,,False,0.1
balance_4,0.5555555555555556,0.04058480262756348,rbf,0.1,balanced,True,0.1
balance_4,0.5555555555555556,0.040053606033325195,rbf,0.1,balanced,False,0.1
balance_4,0.4444444444444444,0.039366722106933594,rbf,0.1,,True,1
balance_4,0.4444444444444444,0.03232884407043457,rbf,0.1,,False,1
balance_4,0.4444444444444444,0.03999614715576172,rbf,0.1,balanced,True,1
balance_4,0.4444444444444444,0.03969311714172363,rbf,0.1,balanced,False,1
balance_4,0.8888888888888888,0.024000167846679688,rbf,1.0,,True,scale
balance_4,0.8888888888888888,0.024000167846679688,rbf,1.0,,False,scale
balance_4,0.7301587301587301,0.03197765350341797,rbf,1.0,balanced,True,scale
balance_4,0.7301587301587301,0.039995431900024414,rbf,1.0,balanced,False,scale
balance_4,0.9365079365079365,0.02402210235595703,rbf,1.0,,True,auto
balance_4,0.9365079365079365,0.024000167846679688,rbf,1.0,,False,auto
balance_4,0.5873015873015873,0.023978233337402344,rbf,1.0,balanced,True,auto
balance_4,0.5873015873015873,0.03199911117553711,rbf,1.0,balanced,False,auto
balance_4,0.4444444444444444,0.03200221061706543,rbf,1.0,,True,0.001
balance_4,0.4444444444444444,0.0319981575012207,rbf,1.0,,False,0.001
balance_4,0.4444444444444444,0.040022850036621094,rbf,1.0,balanced,True,0.001
balance_4,0.4444444444444444,0.039999961853027344,rbf,1.0,balanced,False,0.001
balance_4,0.9365079365079365,0.031999826431274414,rbf,1.0,,True,0.01
balance_4,0.9365079365079365,0.02398204803466797,rbf,1.0,,False,0.01
balance_4,0.3492063492063492,0.04001808166503906,rbf,1.0,balanced,True,0.01
balance_4,0.3492063492063492,0.032000064849853516,rbf,1.0,balanced,False,0.01
balance_4,0.9365079365079365,0.023999929428100586,rbf,1.0,,True,0.1
balance_4,0.9365079365079365,0.02397918701171875,rbf,1.0,,False,0.1
balance_4,0.6507936507936508,0.024020671844482422,rbf,1.0,balanced,True,0.1
balance_4,0.6507936507936508,0.03199410438537598,rbf,1.0,balanced,False,0.1
balance_4,0.8095238095238095,0.04000401496887207,rbf,1.0,,True,1
balance_4,0.8095238095238095,0.03421831130981445,rbf,1.0,,False,1
balance_4,0.8253968253968254,0.03999948501586914,rbf,1.0,balanced,True,1
balance_4,0.8253968253968254,0.03199625015258789,rbf,1.0,balanced,False,1
balance_4,0.8095238095238095,0.015999555587768555,rbf,10.0,,True,scale
balance_4,0.8095238095238095,0.015999794006347656,rbf,10.0,,False,scale
balance_4,0.8095238095238095,0.01600050926208496,rbf,10.0,balanced,True,scale
balance_4,0.8095238095238095,0.023990869522094727,rbf,10.0,balanced,False,scale
balance_4,0.9206349206349206,0.016020536422729492,rbf,10.0,,True,auto
balance_4,0.9206349206349206,0.023999691009521484,rbf,10.0,,False,auto
balance_4,0.873015873015873,0.02397942543029785,rbf,10.0,balanced,True,auto
balance_4,0.873015873015873,0.01599740982055664,rbf,10.0,balanced,False,auto
balance_4,0.9365079365079365,0.023983240127563477,rbf,10.0,,True,0.001
balance_4,0.9365079365079365,0.024015188217163086,rbf,10.0,,False,0.001
balance_4,0.36507936507936506,0.03216981887817383,rbf,10.0,balanced,True,0.001
balance_4,0.36507936507936506,0.04000496864318848,rbf,10.0,balanced,False,0.001
balance_4,0.9365079365079365,0.015996456146240234,rbf,10.0,,True,0.01
balance_4,0.9365079365079365,0.016015052795410156,rbf,10.0,,False,0.01
balance_4,0.6984126984126984,0.03198432922363281,rbf,10.0,balanced,True,0.01
balance_4,0.6984126984126984,0.03217172622680664,rbf,10.0,balanced,False,0.01
balance_4,0.9047619047619048,0.02418994903564453,rbf,10.0,,True,0.1
balance_4,0.9047619047619048,0.023999691009521484,rbf,10.0,,False,0.1
balance_4,0.9206349206349206,0.024016380310058594,rbf,10.0,balanced,True,0.1
balance_4,0.9206349206349206,0.023995637893676758,rbf,10.0,balanced,False,0.1
balance_4,0.8095238095238095,0.03999972343444824,rbf,10.0,,True,1
balance_4,0.8095238095238095,0.03997802734375,rbf,10.0,,False,1
balance_4,0.8095238095238095,0.044423818588256836,rbf,10.0,balanced,True,1
balance_4,0.8095238095238095,0.03199028968811035,rbf,10.0,balanced,False,1
balance_4,0.8095238095238095,0.015995502471923828,rbf,100.0,,True,scale
balance_4,0.8095238095238095,0.024022817611694336,rbf,100.0,,False,scale
balance_4,0.8095238095238095,0.024000167846679688,rbf,100.0,balanced,True,scale
balance_4,0.8095238095238095,0.024001121520996094,rbf,100.0,balanced,False,scale
balance_4,0.9523809523809523,0.024150371551513672,rbf,100.0,,True,auto
balance_4,0.9523809523809523,0.044440269470214844,rbf,100.0,,False,auto
balance_4,0.9365079365079365,0.02399468421936035,rbf,100.0,balanced,True,auto
balance_4,0.9365079365079365,0.03213906288146973,rbf,100.0,balanced,False,auto
balance_4,0.9365079365079365,0.024001121520996094,rbf,100.0,,True,0.001
balance_4,0.9365079365079365,0.02399468421936035,rbf,100.0,,False,0.001
balance_4,0.6984126984126984,0.032004356384277344,rbf,100.0,balanced,True,0.001
balance_4,0.6984126984126984,0.048003196716308594,rbf,100.0,balanced,False,0.001
balance_4,0.9206349206349206,0.016122817993164062,rbf,100.0,,True,0.01
balance_4,0.9206349206349206,0.032007455825805664,rbf,100.0,,False,0.01
balance_4,0.8888888888888888,0.024003028869628906,rbf,100.0,balanced,True,0.01
balance_4,0.8888888888888888,0.03998923301696777,rbf,100.0,balanced,False,0.01
balance_4,0.9365079365079365,0.01600027084350586,rbf,100.0,,True,0.1
balance_4,0.9365079365079365,0.024214506149291992,rbf,100.0,,False,0.1
balance_4,0.9365079365079365,0.02400517463684082,rbf,100.0,balanced,True,0.1
balance_4,0.9365079365079365,0.024494409561157227,rbf,100.0,balanced,False,0.1
balance_4,0.8095238095238095,0.0399472713470459,rbf,100.0,,True,1
balance_4,0.8095238095238095,0.03200030326843262,rbf,100.0,,False,1
balance_4,0.8095238095238095,0.03999924659729004,rbf,100.0,balanced,True,1
balance_4,0.8095238095238095,0.03239154815673828,rbf,100.0,balanced,False,1
balance_5,0.4375,0.024330854415893555,linear,0.001,,True,
balance_5,0.4375,0.02367377281188965,linear,0.001,,False,
balance_5,0.078125,0.024225711822509766,linear,0.001,balanced,True,
balance_5,0.078125,0.03202342987060547,linear,0.001,balanced,False,
balance_5,0.90625,0.015995502471923828,linear,0.01,,True,
balance_5,0.90625,0.024004697799682617,linear,0.01,,False,
balance_5,0.109375,0.023978471755981445,linear,0.01,balanced,True,
balance_5,0.109375,0.023996829986572266,linear,0.01,balanced,False,
balance_5,0.90625,0.007996559143066406,linear,0.1,,True,
balance_5,0.90625,0.01600360870361328,linear,0.1,,False,
balance_5,0.703125,0.016353368759155273,linear,0.1,balanced,True,
balance_5,0.703125,0.016023874282836914,linear,0.1,balanced,False,
balance_5,0.890625,0.00798344612121582,linear,1.0,,True,
balance_5,0.890625,0.015997648239135742,linear,1.0,,False,
balance_5,0.890625,0.015996932983398438,linear,1.0,balanced,True,
balance_5,0.890625,0.016022682189941406,linear,1.0,balanced,False,
balance_5,0.953125,0.007999420166015625,linear,10.0,,True,
balance_5,0.953125,0.016000032424926758,linear,10.0,,False,
balance_5,0.9375,0.015981197357177734,linear,10.0,balanced,True,
balance_5,0.9375,0.016002416610717773,linear,10.0,balanced,False,
balance_5,0.984375,0.02399754524230957,linear,100.0,,True,
balance_5,0.984375,0.03999781608581543,linear,100.0,,False,
balance_5,0.96875,0.016183853149414062,linear,100.0,balanced,True,
balance_5,0.96875,0.03234982490539551,linear,100.0,balanced,False,
balance_5,0.4375,0.024237632751464844,rbf,0.001,,True,scale
balance_5,0.4375,0.024200439453125,rbf,0.001,,False,scale
balance_5,0.078125,0.04000711441040039,rbf,0.001,balanced,True,scale
balance_5,0.078125,0.03999209403991699,rbf,0.001,balanced,False,scale
balance_5,0.4375,0.03202390670776367,rbf,0.001,,True,auto
balance_5,0.4375,0.024213552474975586,rbf,0.001,,False,auto
balance_5,0.078125,0.04002213478088379,rbf,0.001,balanced,True,auto
balance_5,0.078125,0.040129661560058594,rbf,0.001,balanced,False,auto
balance_5,0.4375,0.03200507164001465,rbf,0.001,,True,0.001
balance_5,0.4375,0.024210453033447266,rbf,0.001,,False,0.001
balance_5,0.078125,0.03997468948364258,rbf,0.001,balanced,True,0.001
balance_5,0.078125,0.0400233268737793,rbf,0.001,balanced,False,0.001
balance_5,0.4375,0.032154083251953125,rbf,0.001,,True,0.01
balance_5,0.4375,0.024016141891479492,rbf,0.001,,False,0.01
balance_5,0.078125,0.04019618034362793,rbf,0.001,balanced,True,0.01
balance_5,0.078125,0.04839801788330078,rbf,0.001,balanced,False,0.01
balance_5,0.4375,0.03200411796569824,rbf,0.001,,True,0.1
balance_5,0.4375,0.032147884368896484,rbf,0.001,,False,0.1
balance_5,0.078125,0.03999924659729004,rbf,0.001,balanced,True,0.1
balance_5,0.078125,0.04817056655883789,rbf,0.001,balanced,False,0.1
balance_5,0.4375,0.03200554847717285,rbf,0.001,,True,1
balance_5,0.4375,0.03215909004211426,rbf,0.001,,False,1
balance_5,0.078125,0.04033017158508301,rbf,0.001,balanced,True,1
balance_5,0.078125,0.04016542434692383,rbf,0.001,balanced,False,1
balance_5,0.4375,0.032022953033447266,rbf,0.01,,True,scale
balance_5,0.4375,0.04015040397644043,rbf,0.01,,False,scale
balance_5,0.078125,0.048192501068115234,rbf,0.01,balanced,True,scale
balance_5,0.078125,0.040022850036621094,rbf,0.01,balanced,False,scale
balance_5,0.4375,0.023975133895874023,rbf,0.01,,True,auto
balance_5,0.4375,0.03220772743225098,rbf,0.01,,False,auto
balance_5,0.078125,0.04272031784057617,rbf,0.01,balanced,True,auto
balance_5,0.078125,0.04038739204406738,rbf,0.01,balanced,False,auto
balance_5,0.4375,0.03202462196350098,rbf,0.01,,True,0.001
balance_5,0.4375,0.032000064849853516,rbf,0.01,,False,0.001
balance_5,0.078125,0.039999961853027344,rbf,0.01,balanced,True,0.001
balance_5,0.078125,0.04000067710876465,rbf,0.01,balanced,False,0.001
balance_5,0.4375,0.03244423866271973,rbf,0.01,,True,0.01
balance_5,0.4375,0.034720659255981445,rbf,0.01,,False,0.01
balance_5,0.078125,0.03999185562133789,rbf,0.01,balanced,True,0.01
balance_5,0.078125,0.04801225662231445,rbf,0.01,balanced,False,0.01
balance_5,0.4375,0.03998064994812012,rbf,0.01,,True,0.1
balance_5,0.4375,0.055999040603637695,rbf,0.01,,False,0.1
balance_5,0.078125,0.0500795841217041,rbf,0.01,balanced,True,0.1
balance_5,0.078125,0.04003787040710449,rbf,0.01,balanced,False,0.1
balance_5,0.4375,0.040001630783081055,rbf,0.01,,True,1
balance_5,0.4375,0.039999961853027344,rbf,0.01,,False,1
balance_5,0.078125,0.03997921943664551,rbf,0.01,balanced,True,1
balance_5,0.078125,0.04002094268798828,rbf,0.01,balanced,False,1
balance_5,0.90625,0.031986236572265625,rbf,0.1,,True,scale
balance_5,0.90625,0.03199148178100586,rbf,0.1,,False,scale
balance_5,0.625,0.04800105094909668,rbf,0.1,balanced,True,scale
balance_5,0.625,0.031998395919799805,rbf,0.1,balanced,False,scale
balance_5,0.90625,0.031984567642211914,rbf,0.1,,True,auto
balance_5,0.90625,0.03201580047607422,rbf,0.1,,False,auto
balance_5,0.484375,0.03999972343444824,rbf,0.1,balanced,True,auto
balance_5,0.484375,0.039999961853027344,rbf,0.1,balanced,False,auto
balance_5,0.4375,0.03200054168701172,rbf,0.1,,True,0.001
balance_5,0.4375,0.023999691009521484,rbf,0.1,,False,0.001
balance_5,0.484375,0.03197669982910156,rbf,0.1,balanced,True,0.001
balance_5,0.484375,0.0402522087097168,rbf,0.1,balanced,False,0.001
balance_5,0.4375,0.04001283645629883,rbf,0.1,,True,0.01
balance_5,0.4375,0.0319979190826416,rbf,0.1,,False,0.01
balance_5,0.484375,0.04013943672180176,rbf,0.1,balanced,True,0.01
balance_5,0.484375,0.04800248146057129,rbf,0.1,balanced,False,0.01
balance_5,0.90625,0.023997783660888672,rbf,0.1,,True,0.1
balance_5,0.90625,0.023981571197509766,rbf,0.1,,False,0.1
balance_5,0.53125,0.0401918888092041,rbf,0.1,balanced,True,0.1
balance_5,0.53125,0.04802298545837402,rbf,0.1,balanced,False,0.1
balance_5,0.4375,0.040000200271606445,rbf,0.1,,True,1
balance_5,0.4375,0.03997969627380371,rbf,0.1,,False,1
balance_5,0.484375,0.040019989013671875,rbf,0.1,balanced,True,1
balance_5,0.484375,0.047978878021240234,rbf,0.1,balanced,False,1
balance_5,0.890625,0.02400374412536621,rbf,1.0,,True,scale
balance_5,0.890625,0.01599907875061035,rbf,1.0,,False,scale
balance_5,0.890625,0.02439594268798828,rbf,1.0,balanced,True,scale
balance_5,0.890625,0.02360391616821289,rbf,1.0,balanced,False,scale
balance_5,0.90625,0.02397894859313965,rbf,1.0,,True,auto
balance_5,0.90625,0.031999826431274414,rbf,1.0,,False,auto
balance_5,0.671875,0.03200364112854004,rbf,1.0,balanced,True,auto
balance_5,0.671875,0.024014711380004883,rbf,1.0,balanced,False,auto
balance_5,0.4375,0.02611541748046875,rbf,1.0,,True,0.001
balance_5,0.4375,0.03199958801269531,rbf,1.0,,False,0.001
balance_5,0.4375,0.04800009727478027,rbf,1.0,balanced,True,0.001
balance_5,0.4375,0.039978981018066406,rbf,1.0,balanced,False,0.001
balance_5,0.90625,0.023999691009521484,rbf,1.0,,True,0.01
balance_5,0.90625,0.023995399475097656,rbf,1.0,,False,0.01
balance_5,0.4375,0.04000401496887207,rbf,1.0,balanced,True,0.01
balance_5,0.4375,0.039999961853027344,rbf,1.0,balanced,False,0.01
balance_5,0.90625,0.02425074577331543,rbf,1.0,,True,0.1
balance_5,0.90625,0.016023635864257812,rbf,1.0,,False,0.1
balance_5,0.765625,0.023999691009521484,rbf,1.0,balanced,True,0.1
balance_5,0.765625,0.023999691009521484,rbf,1.0,balanced,False,0.1
balance_5,0.84375,0.0399777889251709,rbf,1.0,,True,1
balance_5,0.84375,0.04800581932067871,rbf,1.0,,False,1
balance_5,0.84375,0.04801654815673828,rbf,1.0,balanced,True,1
balance_5,0.84375,0.03199958801269531,rbf,1.0,balanced,False,1
balance_5,0.8125,0.02400064468383789,rbf,10.0,,True,scale
balance_5,0.8125,0.02398085594177246,rbf,10.0,,False,scale
balance_5,0.8125,0.024163484573364258,rbf,10.0,balanced,True,scale
balance_5,0.8125,0.02402520179748535,rbf,10.0,balanced,False,scale
balance_5,0.890625,0.023976564407348633,rbf,10.0,,True,auto
balance_5,0.890625,0.024023771286010742,rbf,10.0,,False,auto
balance_5,0.953125,0.015978097915649414,rbf,10.0,balanced,True,auto
balance_5,0.953125,0.02401566505432129,rbf,10.0,balanced,False,auto
balance_5,0.90625,0.02399921417236328,rbf,10.0,,True,0.001
balance_5,0.90625,0.031984567642211914,rbf,10.0,,False,0.001
balance_5,0.453125,0.03199315071105957,rbf,10.0,balanced,True,0.001
balance_5,0.453125,0.04015183448791504,rbf,10.0,balanced,False,0.001
balance_5,0.90625,0.016164779663085938,rbf,10.0,,True,0.01
balance_5,0.90625,0.01622152328491211,rbf,10.0,,False,0.01
balance_5,0.859375,0.0401921272277832,rbf,10.0,balanced,True,0.01
balance_5,0.859375,0.03202176094055176,rbf,10.0,balanced,False,0.01
balance_5,0.953125,0.02400040626525879,rbf,10.0,,True,0.1
balance_5,0.953125,0.024353742599487305,rbf,10.0,,False,0.1
balance_5,0.953125,0.023627042770385742,rbf,10.0,balanced,True,0.1
balance_5,0.953125,0.02401876449584961,rbf,10.0,balanced,False,0.1
balance_5,0.84375,0.04039621353149414,rbf,10.0,,True,1
balance_5,0.84375,0.03200960159301758,rbf,10.0,,False,1
balance_5,0.84375,0.03999972343444824,rbf,10.0,balanced,True,1
balance_5,0.84375,0.03200030326843262,rbf,10.0,balanced,False,1
balance_5,0.8125,0.023999929428100586,rbf,100.0,,True,scale
balance_5,0.8125,0.039999961853027344,rbf,100.0,,False,scale
balance_5,0.8125,0.03379940986633301,rbf,100.0,balanced,True,scale
balance_5,0.8125,0.024040699005126953,rbf,100.0,balanced,False,scale
balance_5,0.984375,0.03198122978210449,rbf,100.0,,True,auto
balance_5,0.984375,0.031998634338378906,rbf,100.0,,False,auto
balance_5,0.984375,0.023999691009521484,rbf,100.0,balanced,True,auto
balance_5,0.984375,0.032227516174316406,rbf,100.0,balanced,False,auto
balance_5,0.90625,0.02432537078857422,rbf,100.0,,True,0.001
balance_5,0.90625,0.04012131690979004,rbf,100.0,,False,0.001
balance_5,0.859375,0.03190302848815918,rbf,100.0,balanced,True,0.001
balance_5,0.859375,0.05600786209106445,rbf,100.0,balanced,False,0.001
balance_5,0.90625,0.02401566505432129,rbf,100.0,,True,0.01
balance_5,0.90625,0.023976564407348633,rbf,100.0,,False,0.01
balance_5,0.9375,0.032550811767578125,rbf,100.0,balanced,True,0.01
balance_5,0.9375,0.03999972343444824,rbf,100.0,balanced,False,0.01
balance_5,0.984375,0.023999929428100586,rbf,100.0,,True,0.1
balance_5,0.984375,0.03200078010559082,rbf,100.0,,False,0.1
balance_5,0.984375,0.023979663848876953,rbf,100.0,balanced,True,0.1
balance_5,0.984375,0.024001598358154297,rbf,100.0,balanced,False,0.1
balance_5,0.84375,0.040024757385253906,rbf,100.0,,True,1
balance_5,0.84375,0.04000234603881836,rbf,100.0,,False,1
balance_5,0.84375,0.04797649383544922,rbf,100.0,balanced,True,1
balance_5,0.84375,0.04002261161804199,rbf,100.0,balanced,False,1
balance_6,0.9016393442622951,0.023986101150512695,linear,0.001,,True,
balance_6,0.9016393442622951,0.015994787216186523,linear,0.001,,False,
balance_6,0.9016393442622951,0.024555444717407227,linear,0.001,balanced,True,
balance_6,0.9016393442622951,0.024013757705688477,linear,0.001,balanced,False,
balance_6,0.9016393442622951,0.015999794006347656,linear,0.01,,True,
balance_6,0.9016393442622951,0.016000032424926758,linear,0.01,,False,
balance_6,0.9016393442622951,0.024199724197387695,linear,0.01,balanced,True,
balance_6,0.9016393442622951,0.024394750595092773,linear,0.01,balanced,False,
balance_6,0.9180327868852459,0.016098976135253906,linear,0.1,,True,
balance_6,0.9180327868852459,0.015921831130981445,linear,0.1,,False,
balance_6,0.5737704918032787,0.016503095626831055,linear,0.1,balanced,True,
balance_6,0.5737704918032787,0.016129493713378906,linear,0.1,balanced,False,
balance_6,0.9180327868852459,0.016202211380004883,linear,1.0,,True,
balance_6,0.9180327868852459,0.015978097915649414,linear,1.0,,False,
balance_6,0.8524590163934426,0.016002655029296875,linear,1.0,balanced,True,
